Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Table Filter,Group - Answer,Ref_group,National Reference
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Men 18-29,2015,Upper Bound,20.2,,,,,Men 18-29 - Average minutes of recreation-related physical activity,Men,9.875
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Men 30-49,2015,Estimated,12.5,,viz_men_age,Average minutes of recreation-related physical activity per day,,Men 30-49 - Average minutes of recreation-related physical activity,Men,5.426
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Men 30-49,2015,Lower Bound,10.3,,,,,Men 30-49 - Average minutes of recreation-related physical activity,Men,9.884
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Men 30-49,2015,Upper Bound,14.6,,,,,Men 30-49 - Average minutes of recreation-related physical activity,Men,9.875
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Men 50-69,2015,Estimated,15,,viz_men_age,Average minutes of recreation-related physical activity per day,,Men 50-69 - Average minutes of recreation-related physical activity,Men,5.426
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Men 50-69,2015,Lower Bound,12.3,,,,,Men 50-69 - Average minutes of recreation-related physical activity,Men,9.884
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Men 50-69,2015,Upper Bound,17.7,,,,,Men 50-69 - Average minutes of recreation-related physical activity,Men,9.875
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Men  18-69,2015,Estimated,14.3,,viz_men_age,Average minutes of recreation-related physical activity per day,,Men  18-69 - Average minutes of recreation-related physical activity,Men,5.426
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Men  18-69,2015,Lower Bound,12.6,,,,,Men  18-69 - Average minutes of recreation-related physical activity,Men,9.884
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Men  18-69,2015,Upper Bound,16.1,,,,,Men  18-69 - Average minutes of recreation-related physical activity,Men,9.875
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Women 18-29,2015,Estimated,6.5,,viz_women_age,Average minutes of recreation-related physical activity per day,,Women 18-29 - Average minutes of recreation-related physical activity,Women,9.884
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Women 18-29,2015,Lower Bound,4.5,,,,,Women 18-29 - Average minutes of recreation-related physical activity,Women,9.875
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Women 18-29,2015,Upper Bound,8.6,,,,,Women 18-29 - Average minutes of recreation-related physical activity,Women,4.031
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Women 30-49,2015,Estimated,8.7,,viz_women_age,Average minutes of recreation-related physical activity per day,,Women 30-49 - Average minutes of recreation-related physical activity,Women,9.884
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Women 30-49,2015,Lower Bound,6.5,,,,,Women 30-49 - Average minutes of recreation-related physical activity,Women,9.875
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Women 30-49,2015,Upper Bound,10.9,,,,,Women 30-49 - Average minutes of recreation-related physical activity,Women,4.031
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Women 50-69,2015,Estimated,14.5,,viz_women_age,Average minutes of recreation-related physical activity per day,,Women 50-69 - Average minutes of recreation-related physical activity,Women,9.884
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Women 50-69,2015,Lower Bound,11.2,,,,,Women 50-69 - Average minutes of recreation-related physical activity,Women,9.875
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Women 50-69,2015,Upper Bound,17.8,,,,,Women 50-69 - Average minutes of recreation-related physical activity,Women,4.031
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Women  18-69,2015,Estimated,9.5,,viz_women_age,Average minutes of recreation-related physical activity per day,,Women  18-69 - Average minutes of recreation-related physical activity,Women,9.884
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Women  18-69,2015,Lower Bound,8.1,,,,,Women  18-69 - Average minutes of recreation-related physical activity,Women,9.875
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Age,Women  18-69,2015,Upper Bound,10.9,,,,,Women  18-69 - Average minutes of recreation-related physical activity,Women,4.031
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Area,Rural Men,2015,Estimated,,,viz_sex_area,Average minutes of recreation-related physical activity per day,,Rural Men - Average minutes of recreation-related physical activity,Men,5.426
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Area,Rural Men,2015,Lower Bound,,,,,,Rural Men - Average minutes of recreation-related physical activity,Men,9.884
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Area,Rural Men,2015,Upper Bound,,,,,,Rural Men - Average minutes of recreation-related physical activity,Men,9.875
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Area,Rural Women,2015,Estimated,,,viz_sex_area,Average minutes of recreation-related physical activity per day,,Rural Women - Average minutes of recreation-related physical activity,Women,9.884
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Area,Rural Women,2015,Lower Bound,,,,,,Rural Women - Average minutes of recreation-related physical activity,Women,9.875
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Area,Rural Women,2015,Upper Bound,,,,,,Rural Women - Average minutes of recreation-related physical activity,Women,4.031
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Area,Urban Men,2015,Estimated,,,viz_sex_area,Average minutes of recreation-related physical activity per day,,Urban Men - Average minutes of recreation-related physical activity,Men,5.426
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Area,Urban Men,2015,Lower Bound,,,,,,Urban Men - Average minutes of recreation-related physical activity,Men,9.884
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Area,Urban Men,2015,Upper Bound,,,,,,Urban Men - Average minutes of recreation-related physical activity,Men,9.875
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Area,Urban Women,2015,Estimated,,,viz_sex_area,Average minutes of recreation-related physical activity per day,,Urban Women - Average minutes of recreation-related physical activity,Women,9.884
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Area,Urban Women,2015,Lower Bound,,,,,,Urban Women - Average minutes of recreation-related physical activity,Women,9.875
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Sex by Area,Urban Women,2015,Upper Bound,,,,,,Urban Women - Average minutes of recreation-related physical activity,Women,4.031
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Total,Total,2015,Estimated,11.9,,viz_total,Average minutes of recreation-related physical activity per day,table_total,1.Total - Average minutes of recreation-related physical activity,,
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Total,Total,2015,Lower Bound,10.7,,,,table_total,1.Total - Average minutes of recreation-related physical activity,,
Average minutes of recreation-related physical activity per day,Average minutes of recreation-related physical activity,Total,Total,2015,Upper Bound,13,,,,table_total,1.Total - Average minutes of recreation-related physical activity,,
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age,18-29,2015,Estimated,23,,viz_age,Average minutes of transport-related physical activity per day,,18-29 - Average minutes of transport-related physical activity,Total,8.096
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age,18-29,2015,Lower Bound,17.6,,,,,18-29 - Average minutes of transport-related physical activity,Total,1.861
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age,18-29,2015,Upper Bound,28.5,,,,,18-29 - Average minutes of transport-related physical activity,Total,9.215
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age,30-49,2015,Estimated,27,,viz_age,Average minutes of transport-related physical activity per day,,30-49 - Average minutes of transport-related physical activity,Total,8.096
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age,30-49,2015,Lower Bound,23.2,,,,,30-49 - Average minutes of transport-related physical activity,Total,1.861
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age,30-49,2015,Upper Bound,30.9,,,,,30-49 - Average minutes of transport-related physical activity,Total,9.215
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age,50-69,2015,Estimated,28.6,,viz_age,Average minutes of transport-related physical activity per day,,50-69 - Average minutes of transport-related physical activity,Total,8.096
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age,50-69,2015,Lower Bound,25.2,,,,,50-69 - Average minutes of transport-related physical activity,Total,1.861
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age,50-69,2015,Upper Bound,32,,,,,50-69 - Average minutes of transport-related physical activity,Total,9.215
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age, 18-69,2015,Estimated,26.1,,viz_age,Average minutes of transport-related physical activity per day,, 18-69 - Average minutes of transport-related physical activity,Total,8.096
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age, 18-69,2015,Lower Bound,23.2,,,,, 18-69 - Average minutes of transport-related physical activity,Total,1.861
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age, 18-69,2015,Upper Bound,29,,,,, 18-69 - Average minutes of transport-related physical activity,Total,9.215
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Rural 18-29,2015,Estimated,,,viz_age_area,Average minutes of transport-related physical activity per day,,Rural 18-29 - Average minutes of transport-related physical activity,Rural,4.875
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Rural 18-29,2015,Lower Bound,,,,,,Rural 18-29 - Average minutes of transport-related physical activity,Rural,5.075
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Rural 18-29,2015,Upper Bound,,,,,,Rural 18-29 - Average minutes of transport-related physical activity,Rural,11.01
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Rural 30-49,2015,Estimated,,,viz_age_area,Average minutes of transport-related physical activity per day,,Rural 30-49 - Average minutes of transport-related physical activity,Rural,4.875
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Rural 30-49,2015,Lower Bound,,,,,,Rural 30-49 - Average minutes of transport-related physical activity,Rural,5.075
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Rural 30-49,2015,Upper Bound,,,,,,Rural 30-49 - Average minutes of transport-related physical activity,Rural,11.01
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Rural 50-69,2015,Estimated,,,viz_age_area,Average minutes of transport-related physical activity per day,,Rural 50-69 - Average minutes of transport-related physical activity,Rural,4.875
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Rural 50-69,2015,Lower Bound,,,,,,Rural 50-69 - Average minutes of transport-related physical activity,Rural,5.075
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Rural 50-69,2015,Upper Bound,,,,,,Rural 50-69 - Average minutes of transport-related physical activity,Rural,11.01
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Rural  18-69,2015,Estimated,,,viz_age_area,Average minutes of transport-related physical activity per day,,Rural  18-69 - Average minutes of transport-related physical activity,Rural,4.875
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Rural  18-69,2015,Lower Bound,,,,,,Rural  18-69 - Average minutes of transport-related physical activity,Rural,5.075
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Rural  18-69,2015,Lower Bound,,,,,,Rural  18-69 - Average minutes of transport-related physical activity,Rural,5.075
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Urban 18-29,2015,Estimated,,,viz_age_area,Average minutes of transport-related physical activity per day,,Urban 18-29 - Average minutes of transport-related physical activity,Urban,4.031
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Urban 18-29,2015,Lower Bound,,,,,,Urban 18-29 - Average minutes of transport-related physical activity,Urban,4.875
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Urban 18-29,2015,Upper Bound,,,,,,Urban 18-29 - Average minutes of transport-related physical activity,Urban,5.075
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Urban 30-49,2015,Estimated,,,viz_age_area,Average minutes of transport-related physical activity per day,,Urban 30-49 - Average minutes of transport-related physical activity,Urban,4.031
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Urban 30-49,2015,Lower Bound,,,,,,Urban 30-49 - Average minutes of transport-related physical activity,Urban,4.875
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Urban 30-49,2015,Upper Bound,,,,,,Urban 30-49 - Average minutes of transport-related physical activity,Urban,5.075
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Urban 50-69,2015,Estimated,,,viz_age_area,Average minutes of transport-related physical activity per day,,Urban 50-69 - Average minutes of transport-related physical activity,Urban,4.031
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Urban 50-69,2015,Lower Bound,,,,,,Urban 50-69 - Average minutes of transport-related physical activity,Urban,4.875
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Urban 50-69,2015,Upper Bound,,,,,,Urban 50-69 - Average minutes of transport-related physical activity,Urban,5.075
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Urban  18-69,2015,Estimated,,,viz_age_area,Average minutes of transport-related physical activity per day,,Urban  18-69 - Average minutes of transport-related physical activity,Urban,4.031
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Urban  18-69,2015,Lower Bound,,,,,,Urban  18-69 - Average minutes of transport-related physical activity,Urban,4.875
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Age by Area,Urban  18-69,2015,Upper Bound,,,,,,Urban  18-69 - Average minutes of transport-related physical activity,Urban,5.075
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Area,Rural,2015,Estimated,24.8,,viz_area,Average minutes of transport-related physical activity per day,,Rural - Average minutes of transport-related physical activity,Total,8.096
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Area,Rural,2015,Lower Bound,22.04,,,,,Rural - Average minutes of transport-related physical activity,Total,1.861
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Area,Rural,2015,Upper Bound,27.55,,,,,Rural - Average minutes of transport-related physical activity,Total,9.215
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Area,Urban,2015,Estimated,27.41,,viz_area,Average minutes of transport-related physical activity per day,,Urban - Average minutes of transport-related physical activity,Total,8.096
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Area,Urban,2015,Lower Bound,24.36,,,,,Urban - Average minutes of transport-related physical activity,Total,1.861
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Area,Urban,2015,Upper Bound,30.45,,,,,Urban - Average minutes of transport-related physical activity,Total,9.215
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex,Men,2015,Estimated,23.5,,viz_sex,Average minutes of transport-related physical activity per day,table_total,Men - Average minutes of transport-related physical activity,Total,8.096
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex,Men,2015,Lower Bound,19.5,,,,table_total,Men - Average minutes of transport-related physical activity,Total,1.861
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex,Men,2015,Upper Bound,27.5,,,,table_total,Men - Average minutes of transport-related physical activity,Total,9.215
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex,Women,2015,Estimated,28.7,,viz_sex,Average minutes of transport-related physical activity per day,table_total,Women - Average minutes of transport-related physical activity,Total,8.096
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex,Women,2015,Lower Bound,25.2,,,,table_total,Women - Average minutes of transport-related physical activity,Total,1.861
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex,Women,2015,Upper Bound,32.1,,,,table_total,Women - Average minutes of transport-related physical activity,Total,9.215
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Men 18-29,2015,Estimated,23.6,,viz_men_age,Average minutes of transport-related physical activity per day,,Men 18-29 - Average minutes of transport-related physical activity,Men,1.861
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Men 18-29,2015,Lower Bound,15.9,,,,,Men 18-29 - Average minutes of transport-related physical activity,Men,9.215
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Men 18-29,2015,Upper Bound,31.2,,,,,Men 18-29 - Average minutes of transport-related physical activity,Men,1.346
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Men 30-49,2015,Estimated,24.4,,viz_men_age,Average minutes of transport-related physical activity per day,,Men 30-49 - Average minutes of transport-related physical activity,Men,1.861
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Men 30-49,2015,Lower Bound,18.4,,,,,Men 30-49 - Average minutes of transport-related physical activity,Men,9.215
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Men 30-49,2015,Upper Bound,30.4,,,,,Men 30-49 - Average minutes of transport-related physical activity,Men,1.346
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Men 50-69,2015,Estimated,21.5,,viz_men_age,Average minutes of transport-related physical activity per day,,Men 50-69 - Average minutes of transport-related physical activity,Men,1.861
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Men 50-69,2015,Lower Bound,17.2,,,,,Men 50-69 - Average minutes of transport-related physical activity,Men,9.215
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Men 50-69,2015,Upper Bound,25.8,,,,,Men 50-69 - Average minutes of transport-related physical activity,Men,1.346
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Men  18-69,2015,Estimated,23.5,,viz_men_age,Average minutes of transport-related physical activity per day,,Men  18-69 - Average minutes of transport-related physical activity,Men,1.861
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Men  18-69,2015,Lower Bound,19.5,,,,,Men  18-69 - Average minutes of transport-related physical activity,Men,9.215
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Men  18-69,2015,Upper Bound,27.5,,,,,Men  18-69 - Average minutes of transport-related physical activity,Men,1.346
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Women 18-29,2015,Estimated,22.5,,viz_women_age,Average minutes of transport-related physical activity per day,,Women 18-29 - Average minutes of transport-related physical activity,Women,9.215
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Women 18-29,2015,Lower Bound,15.8,,,,,Women 18-29 - Average minutes of transport-related physical activity,Women,1.346
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Women 18-29,2015,Upper Bound,29.2,,,,,Women 18-29 - Average minutes of transport-related physical activity,Women,5.426
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Women 30-49,2015,Estimated,29.6,,viz_women_age,Average minutes of transport-related physical activity per day,,Women 30-49 - Average minutes of transport-related physical activity,Women,9.215
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Women 30-49,2015,Lower Bound,25.3,,,,,Women 30-49 - Average minutes of transport-related physical activity,Women,1.346
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Women 30-49,2015,Upper Bound,33.9,,,,,Women 30-49 - Average minutes of transport-related physical activity,Women,5.426
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Women 50-69,2015,Estimated,34.8,,viz_women_age,Average minutes of transport-related physical activity per day,,Women 50-69 - Average minutes of transport-related physical activity,Women,9.215
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Women 50-69,2015,Lower Bound,29.4,,,,,Women 50-69 - Average minutes of transport-related physical activity,Women,1.346
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Women 50-69,2015,Upper Bound,40.1,,,,,Women 50-69 - Average minutes of transport-related physical activity,Women,5.426
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Women  18-69,2015,Estimated,28.7,,viz_women_age,Average minutes of transport-related physical activity per day,,Women  18-69 - Average minutes of transport-related physical activity,Women,9.215
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Women  18-69,2015,Lower Bound,25.2,,,,,Women  18-69 - Average minutes of transport-related physical activity,Women,1.346
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Age,Women  18-69,2015,Upper Bound,32.1,,,,,Women  18-69 - Average minutes of transport-related physical activity,Women,5.426
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Area,Rural Men,2015,Estimated,,,viz_sex_area,Average minutes of transport-related physical activity per day,,Rural Men - Average minutes of transport-related physical activity,Men,1.861
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Area,Rural Men,2015,Lower Bound,,,,,,Rural Men - Average minutes of transport-related physical activity,Men,9.215
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Area,Rural Men,2015,Upper Bound,,,,,,Rural Men - Average minutes of transport-related physical activity,Men,1.346
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Area,Rural Women,2015,Estimated,,,viz_sex_area,Average minutes of transport-related physical activity per day,,Rural Women - Average minutes of transport-related physical activity,Women,9.215
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Area,Rural Women,2015,Lower Bound,,,,,,Rural Women - Average minutes of transport-related physical activity,Women,1.346
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Area,Rural Women,2015,Upper Bound,,,,,,Rural Women - Average minutes of transport-related physical activity,Women,5.426
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Area,Urban Men,2015,Estimated,,,viz_sex_area,Average minutes of transport-related physical activity per day,,Urban Men - Average minutes of transport-related physical activity,Men,1.861
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Area,Urban Men,2015,Lower Bound,,,,,,Urban Men - Average minutes of transport-related physical activity,Men,9.215
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Area,Urban Men,2015,Upper Bound,,,,,,Urban Men - Average minutes of transport-related physical activity,Men,1.346
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Area,Urban Women,2015,Estimated,,,viz_sex_area,Average minutes of transport-related physical activity per day,,Urban Women - Average minutes of transport-related physical activity,Women,9.215
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Area,Urban Women,2015,Lower Bound,,,,,,Urban Women - Average minutes of transport-related physical activity,Women,1.346
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Sex by Area,Urban Women,2015,Upper Bound,,,,,,Urban Women - Average minutes of transport-related physical activity,Women,5.426
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Total,Total,2015,Estimated,26.1,,viz_total,Average minutes of transport-related physical activity per day,table_total,1.Total - Average minutes of transport-related physical activity,,
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Total,Total,2015,Lower Bound,23.2,,,,table_total,1.Total - Average minutes of transport-related physical activity,,
Average minutes of transport-related physical activity per day,Average minutes of transport-related physical activity,Total,Total,2015,Upper Bound,29,,,,table_total,1.Total - Average minutes of transport-related physical activity,,
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Age,18-29,2015,Estimated,143.1,,viz_age,Average minutes of work-related physical activity per day,,18-29 - Average minutes of work-related physical activity,Total,4.938
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Age,18-29,2015,Lower Bound,123.2,,,,,18-29 - Average minutes of work-related physical activity,Total,11.46
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Age,18-29,2015,Upper Bound,163,,,,,18-29 - Average minutes of work-related physical activity,Total,9.518
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Age,30-49,2015,Estimated,177.4,,viz_age,Average minutes of work-related physical activity per day,,30-49 - Average minutes of work-related physical activity,Total,4.938
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Age,30-49,2015,Lower Bound,163.2,,,,,30-49 - Average minutes of work-related physical activity,Total,11.46
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Age,30-49,2015,Upper Bound,191.6,,,,,30-49 - Average minutes of work-related physical activity,Total,9.518
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Age,50-69,2015,Estimated,124.1,,viz_age,Average minutes of work-related physical activity per day,,50-69 - Average minutes of work-related physical activity,Total,4.938
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Age,50-69,2015,Lower Bound,109.3,,,,,50-69 - Average minutes of work-related physical activity,Total,11.46
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Age,50-69,2015,Upper Bound,138.8,,,,,50-69 - Average minutes of work-related physical activity,Total,9.518
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Age, 18-69,2015,Estimated,153.5,,viz_age,Average minutes of work-related physical activity per day,, 18-69 - Average minutes of work-related physical activity,Total,4.938
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Age, 18-69,2015,Lower Bound,141.9,,,,, 18-69 - Average minutes of work-related physical activity,Total,11.46
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Age, 18-69,2015,Upper Bound,165.1,,,,, 18-69 - Average minutes of work-related physical activity,Total,9.518
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Age by Area,Rural 18-29,2015,Estimated,,,viz_age_area,Average minutes of work-related physical activity per day,,Rural 18-29 - Average minutes of work-related physical activity,Rural,9.884
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Age by Area,Rural 18-29,2015,Lower Bound,,,,,,Rural 18-29 - Average minutes of work-related physical activity,Rural,9.875
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Age by Area,Rural 18-29,2015,Upper Bound,,,,,,Rural 18-29 - Average minutes of work-related physical activity,Rural,4.031
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Age by Area,Rural 30-49,2015,Estimated,,,viz_age_area,Average minutes of work-related physical activity per day,,Rural 30-49 - Average minutes of work-related physical activity,Rural,9.884
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Age by Area,Rural 30-49,2015,Lower Bound,,,,,,Rural 30-49 - Average minutes of work-related physical activity,Rural,9.875
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Age by Area,Rural 30-49,2015,Upper Bound,,,,,,Rural 30-49 - Average minutes of work-related physical activity,Rural,4.031
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Age by Area,Rural 50-69,2015,Estimated,,,viz_age_area,Average minutes of work-related physical activity per day,,Rural 50-69 - Average minutes of work-related physical activity,Rural,9.884
