Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Ref_group,National Reference
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 2,2015,Estimated,2.629,,viz_women_age,Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Women,9.073
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 3,2015,Estimated,3.377,,viz_women_age,Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Women,9.073
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 4,2015,Estimated,1.819,,viz_women_age,Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Women,9.073
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 1,2015,Estimated,2.677,,viz_men_age,Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Men,11.56
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 2,2015,Estimated,11.56,,viz_men_age,Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Men,11.56
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 3,2015,Estimated,9.073,,viz_men_age,Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Men,11.56
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 4,2015,Estimated,2.886,,viz_men_age,Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Men,11.56
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Men,2015,Estimated,9.258,,viz_sex_area,Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Men,11.56
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Rural Men,2015,Estimated,4.317,,viz_sex_area,Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Men,11.56
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Women,2015,Estimated,5.735,,viz_sex_area,Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Women,9.073
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Rural Women,2015,Estimated,11.41,,viz_sex_area,Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Women,9.073
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 1,2015,Estimated,3.957,,viz_age_area,Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Urban,11.41
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 1,2015,Estimated,9.733,,viz_age_area,Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Rural,3.957
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 2,2015,Estimated,2.629,,viz_age_area,Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Urban,11.41
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 2,2015,Estimated,3.377,,viz_age_area,Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Rural,3.957
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 3,2015,Estimated,1.819,,viz_age_area,Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Urban,11.41
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 3,2015,Estimated,2.677,,viz_age_area,Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Rural,3.957
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 4,2015,Estimated,11.56,,viz_age_area,Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Urban,11.41
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 4,2015,Estimated,9.073,,viz_age_area,Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Rural,3.957
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Total,Total,2015,Lower Bound,2.886,,,,"",
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex,Men,2015,Lower Bound,9.258,,,,Total,2.886
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex,Women,2015,Lower Bound,4.317,,,,Total,2.886
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 1,2015,Lower Bound,5.735,,,,Total,2.886
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 2,2015,Lower Bound,11.41,,,,Total,2.886
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 3,2015,Lower Bound,3.957,,,,Total,2.886
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 4,2015,Lower Bound,9.733,,,,Total,2.886
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Area,Urban,2015,Lower Bound,2.629,,,,Total,2.886
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Area,Rural,2015,Lower Bound,3.377,,,,Total,2.886
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 1,2015,Lower Bound,1.819,,,,Women,4.317
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 2,2015,Lower Bound,2.677,,,,Women,4.317
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 3,2015,Lower Bound,11.56,,,,Women,4.317
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 4,2015,Lower Bound,9.073,,,,Women,4.317
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 1,2015,Lower Bound,2.886,,,,Men,9.258
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 2,2015,Lower Bound,9.258,,,,Men,9.258
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 3,2015,Lower Bound,4.317,,,,Men,9.258
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 4,2015,Lower Bound,5.735,,,,Men,9.258
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Men,2015,Lower Bound,11.41,,,,Men,9.258
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Rural Men,2015,Lower Bound,3.957,,,,Men,9.258
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Women,2015,Lower Bound,9.733,,,,Women,4.317
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Rural Women,2015,Lower Bound,2.629,,,,Women,4.317
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 1,2015,Lower Bound,3.377,,,,Urban,2.629
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 1,2015,Lower Bound,1.819,,,,Rural,3.377
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 2,2015,Lower Bound,2.677,,,,Urban,2.629
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 2,2015,Lower Bound,11.56,,,,Rural,3.377
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 3,2015,Lower Bound,9.073,,,,Urban,2.629
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 3,2015,Lower Bound,2.886,,,,Rural,3.377
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 4,2015,Lower Bound,9.258,,,,Urban,2.629
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 4,2015,Lower Bound,4.317,,,,Rural,3.377
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Total,Total,2015,Upper Bound,5.735,,,,"",
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex,Men,2015,Upper Bound,11.41,,,,Total,5.735
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex,Women,2015,Upper Bound,3.957,,,,Total,5.735
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 1,2015,Upper Bound,9.733,,,,Total,5.735
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 2,2015,Upper Bound,2.629,,,,Total,5.735
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 3,2015,Upper Bound,3.377,,,,Total,5.735
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 4,2015,Upper Bound,1.819,,,,Total,5.735
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Area,Urban,2015,Upper Bound,2.677,,,,Total,5.735
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Area,Rural,2015,Upper Bound,11.56,,,,Total,5.735
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 1,2015,Upper Bound,9.073,,,,Women,3.957
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 2,2015,Upper Bound,2.886,,,,Women,3.957
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 3,2015,Upper Bound,9.258,,,,Women,3.957
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 4,2015,Upper Bound,4.317,,,,Women,3.957
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 1,2015,Upper Bound,5.735,,,,Men,11.41
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 2,2015,Upper Bound,11.41,,,,Men,11.41
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 3,2015,Upper Bound,3.957,,,,Men,11.41
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 4,2015,Upper Bound,9.733,,,,Men,11.41
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Men,2015,Upper Bound,2.629,,,,Men,11.41
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Rural Men,2015,Upper Bound,3.377,,,,Men,11.41
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Women,2015,Upper Bound,1.819,,,,Women,3.957
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Rural Women,2015,Upper Bound,2.677,,,,Women,3.957
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 1,2015,Upper Bound,11.56,,,,Urban,2.677
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 1,2015,Upper Bound,9.073,,,,Rural,11.56
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 2,2015,Upper Bound,2.886,,,,Urban,2.677
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 2,2015,Upper Bound,9.258,,,,Rural,11.56
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 3,2015,Upper Bound,4.317,,,,Urban,2.677
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 3,2015,Upper Bound,5.735,,,,Rural,11.56
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 4,2015,Upper Bound,11.41,,,,Urban,2.677
Prevalence of self-reported hypertension (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 4,2015,Lower Bound,3.957,,,,Rural,3.377
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Total,Total,2015,Estimated,9.733,,viz_total,Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),"",
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex,Men,2015,Estimated,2.629,,viz_sex,Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Total,9.733
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex,Women,2015,Estimated,3.377,,viz_sex,Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Total,9.733
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 1,2015,Estimated,1.819,,viz_age,Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Total,9.733
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 2,2015,Estimated,2.677,,viz_age,Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Total,9.733
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 3,2015,Estimated,11.56,,viz_age,Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Total,9.733
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 4,2015,Estimated,9.073,,viz_age,Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Total,9.733
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Area,Urban,2015,Estimated,2.886,,viz_area,Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Total,9.733
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Area,Rural,2015,Estimated,9.258,,viz_area,Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Total,9.733
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 1,2015,Estimated,4.317,,viz_women_age,Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Women,3.377
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 2,2015,Estimated,5.735,,viz_women_age,Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Women,3.377
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 3,2015,Estimated,11.41,,viz_women_age,Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Women,3.377
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 4,2015,Estimated,3.957,,viz_women_age,Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Women,3.377
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 1,2015,Estimated,9.733,,viz_men_age,Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Men,2.629
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 2,2015,Estimated,2.629,,viz_men_age,Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Men,2.629
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 3,2015,Estimated,3.377,,viz_men_age,Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Men,2.629
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 4,2015,Estimated,1.819,,viz_men_age,Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Men,2.629
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Men,2015,Estimated,2.677,,viz_sex_area,Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Men,2.629
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Rural Men,2015,Estimated,11.56,,viz_sex_area,Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Men,2.629
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Women,2015,Estimated,9.073,,viz_sex_area,Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Women,3.377
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Rural Women,2015,Estimated,2.886,,viz_sex_area,Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Women,3.377
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 1,2015,Estimated,9.258,,viz_age_area,Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Urban,2.886
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 1,2015,Estimated,4.317,,viz_age_area,Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Rural,9.258
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 2,2015,Estimated,5.735,,viz_age_area,Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Urban,2.886
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 2,2015,Estimated,11.41,,viz_age_area,Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Rural,9.258
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 3,2015,Estimated,3.957,,viz_age_area,Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Urban,2.886
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 3,2015,Estimated,9.733,,viz_age_area,Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Rural,9.258
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 4,2015,Estimated,2.629,,viz_age_area,Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Urban,2.886
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 4,2015,Estimated,3.377,,viz_age_area,Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Rural,9.258
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Total,Total,2015,Lower Bound,1.819,,,,"",
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex,Men,2015,Lower Bound,2.677,,,,Total,1.819
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex,Women,2015,Lower Bound,11.56,,,,Total,1.819
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 1,2015,Lower Bound,9.073,,,,Total,1.819
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 2,2015,Lower Bound,2.886,,,,Total,1.819
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 3,2015,Lower Bound,9.258,,,,Total,1.819
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 4,2015,Lower Bound,4.317,,,,Total,1.819
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Area,Urban,2015,Lower Bound,5.735,,,,Total,1.819
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Area,Rural,2015,Lower Bound,11.41,,,,Total,1.819
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 1,2015,Lower Bound,3.957,,,,Women,11.56
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 2,2015,Lower Bound,9.733,,,,Women,11.56
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 3,2015,Lower Bound,2.629,,,,Women,11.56
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 4,2015,Lower Bound,3.377,,,,Women,11.56
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 1,2015,Lower Bound,1.819,,,,Men,2.677
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 2,2015,Lower Bound,2.677,,,,Men,2.677
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 3,2015,Lower Bound,11.56,,,,Men,2.677
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 4,2015,Lower Bound,9.073,,,,Men,2.677
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Men,2015,Lower Bound,2.886,,,,Men,2.677
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Rural Men,2015,Lower Bound,9.258,,,,Men,2.677
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Women,2015,Lower Bound,4.317,,,,Women,11.56
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Rural Women,2015,Lower Bound,5.735,,,,Women,11.56
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 1,2015,Lower Bound,11.41,,,,Urban,5.735
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 1,2015,Lower Bound,3.957,,,,Rural,11.41
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 2,2015,Lower Bound,9.733,,,,Urban,5.735
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 2,2015,Lower Bound,2.629,,,,Rural,11.41
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 3,2015,Lower Bound,3.377,,,,Urban,5.735
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 3,2015,Lower Bound,1.819,,,,Rural,11.41
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 4,2015,Lower Bound,2.677,,,,Urban,5.735
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 4,2015,Lower Bound,11.56,,,,Rural,11.41
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Total,Total,2015,Upper Bound,9.073,,,,"",
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex,Men,2015,Upper Bound,2.886,,,,Total,9.073
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex,Women,2015,Upper Bound,9.258,,,,Total,9.073
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 1,2015,Upper Bound,4.317,,,,Total,9.073
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 2,2015,Upper Bound,5.735,,,,Total,9.073
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 3,2015,Upper Bound,11.41,,,,Total,9.073
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 4,2015,Upper Bound,3.957,,,,Total,9.073
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Area,Urban,2015,Upper Bound,9.733,,,,Total,9.073
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Area,Rural,2015,Upper Bound,2.629,,,,Total,9.073
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 1,2015,Upper Bound,3.377,,,,Women,9.258
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 2,2015,Upper Bound,1.819,,,,Women,9.258
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 3,2015,Upper Bound,2.677,,,,Women,9.258
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 4,2015,Upper Bound,11.56,,,,Women,9.258
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 1,2015,Upper Bound,9.073,,,,Men,2.886
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 2,2015,Upper Bound,2.886,,,,Men,2.886
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 3,2015,Upper Bound,9.258,,,,Men,2.886
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 4,2015,Upper Bound,4.317,,,,Men,2.886
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Men,2015,Upper Bound,5.735,,,,Men,2.886
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Rural Men,2015,Upper Bound,11.41,,,,Men,2.886
Prevalence of self-reported hypertension within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Women,2015,Upper Bound,3.957,,,,Women,9.258
