Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Ref_group,National Reference
Percentage who smoke other tobacco products,Pipes,Age,Age Group 2,2015,Lower Bound,84.57,104519787,,,Total,99.3
Percentage who smoke other tobacco products,Pipes,Age,Age Group 3,2015,Lower Bound,92.59,114431679,,,Total,99.3
Percentage who smoke other tobacco products,Pipes,Age,Age Group 4,2015,Lower Bound,51.45,63586887,,,Total,99.3
Percentage who smoke other tobacco products,Pipes,Area,Urban,2015,Lower Bound,80.15,99057124,,,Total,99.3
Percentage who smoke other tobacco products,Pipes,Area,Rural,2015,Lower Bound,77.09,95275280,,,Total,99.3
Percentage who smoke other tobacco products,Pipes,Sex by Age,Women Age Group 1,2015,Lower Bound,3.961,4895387,,,Women,84.02
Percentage who smoke other tobacco products,Pipes,Sex by Age,Women Age Group 2,2015,Lower Bound,32.3,39919465,,,Women,84.02
Percentage who smoke other tobacco products,Pipes,Sex by Age,Women Age Group 3,2015,Lower Bound,32.36,39993619,,,Women,84.02
Percentage who smoke other tobacco products,Pipes,Sex by Age,Women Age Group 4,2015,Lower Bound,10.96,13545428,,,Women,84.02
Percentage who smoke other tobacco products,Pipes,Sex by Age,Men Age Group 1,2015,Lower Bound,73.22,90492359,,,Men,80.81
Percentage who smoke other tobacco products,Pipes,Sex by Age,Men Age Group 2,2015,Lower Bound,4.7,5808715,,,Men,80.81
Percentage who smoke other tobacco products,Pipes,Sex by Age,Men Age Group 3,2015,Lower Bound,92.85,114753012,,,Men,80.81
Percentage who smoke other tobacco products,Pipes,Sex by Age,Men Age Group 4,2015,Lower Bound,89.73,110897014,,,Men,80.81
Percentage who smoke other tobacco products,Pipes,Sex by Area,Urban Men,2015,Lower Bound,17.55,21689988,,,Men,80.81
Percentage who smoke other tobacco products,Pipes,Sex by Area,Rural Men,2015,Lower Bound,44.11,54515405,,,Men,80.81
Percentage who smoke other tobacco products,Pipes,Sex by Area,Urban Women,2015,Lower Bound,75.03,92729332,,,Women,84.02
Percentage who smoke other tobacco products,Pipes,Sex by Area,Rural Women,2015,Lower Bound,47.13,58247813,,,Women,84.02
Percentage who smoke other tobacco products,Pipes,Age by Area,Urban Age Group 1,2015,Lower Bound,18.91,23370807,,,Urban,80.15
Percentage who smoke other tobacco products,Pipes,Age by Area,Rural Age Group 1,2015,Lower Bound,15.21,18797989,,,Rural,77.09
Percentage who smoke other tobacco products,Pipes,Age by Area,Urban Age Group 2,2015,Lower Bound,88.75,109685836,,,Urban,80.15
Percentage who smoke other tobacco products,Pipes,Age by Area,Rural Age Group 2,2015,Lower Bound,49.31,60942068,,,Rural,77.09
Percentage who smoke other tobacco products,Pipes,Age by Area,Urban Age Group 3,2015,Lower Bound,3.523,4354064,,,Urban,80.15
Percentage who smoke other tobacco products,Pipes,Age by Area,Rural Age Group 3,2015,Lower Bound,52.11,64402579,,,Rural,77.09
Percentage who smoke other tobacco products,Pipes,Age by Area,Urban Age Group 4,2015,Lower Bound,66.32,81964672,,,Urban,80.15
Percentage who smoke other tobacco products,Pipes,Age by Area,Rural Age Group 4,2015,Lower Bound,6.06,7489534,,,Rural,77.09
Percentage who smoke other tobacco products,Pipes,Total,Total,2015,Upper Bound,13.34,16486863,,,"",
Percentage who smoke other tobacco products,Pipes,Sex,Men,2015,Upper Bound,36.12,44640590,,,Total,13.34
Percentage who smoke other tobacco products,Pipes,Sex,Women,2015,Upper Bound,82.34,101763738,,,Total,13.34
Percentage who smoke other tobacco products,Pipes,Age,Age Group 1,2015,Upper Bound,91.42,112985680,,,Total,13.34
Percentage who smoke other tobacco products,Pipes,Age,Age Group 2,2015,Upper Bound,99.3,122724546,,,Total,13.34
Percentage who smoke other tobacco products,Pipes,Age,Age Group 3,2015,Upper Bound,80.81,99872816,,,Total,13.34
Percentage who smoke other tobacco products,Pipes,Age,Age Group 4,2015,Upper Bound,84.02,103840044,,,Total,13.34
Percentage who smoke other tobacco products,Pipes,Area,Urban,2015,Upper Bound,73.25,90529436,,,Total,13.34
Percentage who smoke other tobacco products,Pipes,Area,Rural,2015,Upper Bound,84.57,104519787,,,Total,13.34
Percentage who smoke other tobacco products,Pipes,Sex by Age,Women Age Group 1,2015,Upper Bound,92.59,114431679,,,Women,82.34
Percentage who smoke other tobacco products,Pipes,Sex by Age,Women Age Group 2,2015,Upper Bound,51.45,63586887,,,Women,82.34
Percentage who smoke other tobacco products,Pipes,Sex by Age,Women Age Group 3,2015,Upper Bound,80.15,99057124,,,Women,82.34
Percentage who smoke other tobacco products,Pipes,Sex by Age,Women Age Group 4,2015,Upper Bound,77.09,95275280,,,Women,82.34
Percentage who smoke other tobacco products,Pipes,Sex by Age,Men Age Group 1,2015,Upper Bound,3.961,4895387,,,Men,36.12
Percentage who smoke other tobacco products,Pipes,Sex by Age,Men Age Group 2,2015,Upper Bound,32.3,39919465,,,Men,36.12
Percentage who smoke other tobacco products,Pipes,Sex by Age,Men Age Group 3,2015,Upper Bound,32.36,39993619,,,Men,36.12
Percentage who smoke other tobacco products,Pipes,Sex by Age,Men Age Group 4,2015,Upper Bound,10.96,13545428,,,Men,36.12
Percentage who smoke other tobacco products,Pipes,Sex by Area,Urban Men,2015,Upper Bound,73.22,90492359,,,Men,36.12
Percentage who smoke other tobacco products,Pipes,Sex by Area,Rural Men,2015,Upper Bound,4.7,5808715,,,Men,36.12
Percentage who smoke other tobacco products,Pipes,Sex by Area,Urban Women,2015,Upper Bound,92.85,114753012,,,Women,82.34
Percentage who smoke other tobacco products,Pipes,Sex by Area,Rural Women,2015,Upper Bound,89.73,110897014,,,Women,82.34
Percentage who smoke other tobacco products,Pipes,Age by Area,Urban Age Group 1,2015,Upper Bound,17.55,21689988,,,Urban,73.25
Percentage who smoke other tobacco products,Pipes,Age by Area,Rural Age Group 1,2015,Upper Bound,44.11,54515405,,,Rural,84.57
Percentage who smoke other tobacco products,Pipes,Age by Area,Urban Age Group 2,2015,Upper Bound,75.03,92729332,,,Urban,73.25
Percentage who smoke other tobacco products,Pipes,Age by Area,Rural Age Group 2,2015,Upper Bound,47.13,58247813,,,Rural,84.57
Percentage who smoke other tobacco products,Pipes,Age by Area,Urban Age Group 3,2015,Upper Bound,18.91,23370807,,,Urban,73.25
Percentage who smoke other tobacco products,Pipes,Age by Area,Rural Age Group 3,2015,Upper Bound,15.21,18797989,,,Rural,84.57
Percentage who smoke other tobacco products,Pipes,Age by Area,Urban Age Group 4,2015,Upper Bound,88.75,109685836,,,Urban,73.25
Percentage who smoke other tobacco products,Pipes,Age by Area,Rural Age Group 4,2015,Lower Bound,49.31,60942068,,,Rural,77.09
Percentage who smoke other tobacco products,"Cigars, cigarillos",Total,Total,2015,Estimated,3.523,4354064,viz_total,Percentage who smoke other tobacco products,"",
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex,Men,2015,Estimated,52.11,64402579,viz_sex,Percentage who smoke other tobacco products,Total,3.523
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex,Women,2015,Estimated,66.32,81964672,viz_sex,Percentage who smoke other tobacco products,Total,3.523
Percentage who smoke other tobacco products,"Cigars, cigarillos",Age,Age Group 1,2015,Estimated,6.06,7489534,viz_age,Percentage who smoke other tobacco products,Total,3.523
Percentage who smoke other tobacco products,"Cigars, cigarillos",Age,Age Group 2,2015,Estimated,13.34,16486863,viz_age,Percentage who smoke other tobacco products,Total,3.523
Percentage who smoke other tobacco products,"Cigars, cigarillos",Age,Age Group 3,2015,Estimated,36.12,44640590,viz_age,Percentage who smoke other tobacco products,Total,3.523
Percentage who smoke other tobacco products,"Cigars, cigarillos",Age,Age Group 4,2015,Estimated,82.34,101763738,viz_age,Percentage who smoke other tobacco products,Total,3.523
Percentage who smoke other tobacco products,"Cigars, cigarillos",Area,Urban,2015,Estimated,91.42,112985680,viz_area,Percentage who smoke other tobacco products,Total,3.523
Percentage who smoke other tobacco products,"Cigars, cigarillos",Area,Rural,2015,Estimated,99.3,122724546,viz_area,Percentage who smoke other tobacco products,Total,3.523
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex by Age,Women Age Group 1,2015,Estimated,80.81,99872816,viz_women_age,Percentage who smoke other tobacco products,Women,66.32
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex by Age,Women Age Group 2,2015,Estimated,84.02,103840044,viz_women_age,Percentage who smoke other tobacco products,Women,66.32
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex by Age,Women Age Group 3,2015,Estimated,73.25,90529436,viz_women_age,Percentage who smoke other tobacco products,Women,66.32
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex by Age,Women Age Group 4,2015,Estimated,84.57,104519787,viz_women_age,Percentage who smoke other tobacco products,Women,66.32
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex by Age,Men Age Group 1,2015,Estimated,92.59,114431679,viz_men_age,Percentage who smoke other tobacco products,Men,52.11
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex by Age,Men Age Group 2,2015,Estimated,51.45,63586887,viz_men_age,Percentage who smoke other tobacco products,Men,52.11
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex by Age,Men Age Group 3,2015,Estimated,80.15,99057124,viz_men_age,Percentage who smoke other tobacco products,Men,52.11
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex by Age,Men Age Group 4,2015,Estimated,77.09,95275280,viz_men_age,Percentage who smoke other tobacco products,Men,52.11
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex by Area,Urban Men,2015,Estimated,3.961,4895387,viz_sex_area,Percentage who smoke other tobacco products,Men,52.11
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex by Area,Rural Men,2015,Estimated,32.3,39919465,viz_sex_area,Percentage who smoke other tobacco products,Men,52.11
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex by Area,Urban Women,2015,Estimated,32.36,39993619,viz_sex_area,Percentage who smoke other tobacco products,Women,66.32
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex by Area,Rural Women,2015,Estimated,10.96,13545428,viz_sex_area,Percentage who smoke other tobacco products,Women,66.32
Percentage who smoke other tobacco products,"Cigars, cigarillos",Age by Area,Urban Age Group 1,2015,Estimated,73.22,90492359,viz_age_area,Percentage who smoke other tobacco products,Urban,91.42
Percentage who smoke other tobacco products,"Cigars, cigarillos",Age by Area,Rural Age Group 1,2015,Estimated,4.7,5808715,viz_age_area,Percentage who smoke other tobacco products,Rural,99.3
Percentage who smoke other tobacco products,"Cigars, cigarillos",Age by Area,Urban Age Group 2,2015,Estimated,92.85,114753012,viz_age_area,Percentage who smoke other tobacco products,Urban,91.42
Percentage who smoke other tobacco products,"Cigars, cigarillos",Age by Area,Rural Age Group 2,2015,Estimated,89.73,110897014,viz_age_area,Percentage who smoke other tobacco products,Rural,99.3
Percentage who smoke other tobacco products,"Cigars, cigarillos",Age by Area,Urban Age Group 3,2015,Estimated,17.55,21689988,viz_age_area,Percentage who smoke other tobacco products,Urban,91.42
Percentage who smoke other tobacco products,"Cigars, cigarillos",Age by Area,Rural Age Group 3,2015,Estimated,44.11,54515405,viz_age_area,Percentage who smoke other tobacco products,Rural,99.3
Percentage who smoke other tobacco products,"Cigars, cigarillos",Age by Area,Urban Age Group 4,2015,Estimated,75.03,92729332,viz_age_area,Percentage who smoke other tobacco products,Urban,91.42
Percentage who smoke other tobacco products,"Cigars, cigarillos",Age by Area,Rural Age Group 4,2015,Estimated,47.13,58247813,viz_age_area,Percentage who smoke other tobacco products,Rural,99.3
Percentage who smoke other tobacco products,"Cigars, cigarillos",Total,Total,2015,Lower Bound,18.91,23370807,,,"",
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex,Men,2015,Lower Bound,15.21,18797989,,,Total,18.91
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex,Women,2015,Lower Bound,88.75,109685836,,,Total,18.91
Percentage who smoke other tobacco products,"Cigars, cigarillos",Age,Age Group 1,2015,Lower Bound,49.31,60942068,,,Total,18.91
Percentage who smoke other tobacco products,"Cigars, cigarillos",Age,Age Group 2,2015,Lower Bound,3.523,4354064,,,Total,18.91
Percentage who smoke other tobacco products,"Cigars, cigarillos",Age,Age Group 3,2015,Lower Bound,52.11,64402579,,,Total,18.91
Percentage who smoke other tobacco products,"Cigars, cigarillos",Age,Age Group 4,2015,Lower Bound,66.32,81964672,,,Total,18.91
Percentage who smoke other tobacco products,"Cigars, cigarillos",Area,Urban,2015,Lower Bound,6.06,7489534,,,Total,18.91
Percentage who smoke other tobacco products,"Cigars, cigarillos",Area,Rural,2015,Lower Bound,13.34,16486863,,,Total,18.91
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex by Age,Women Age Group 1,2015,Lower Bound,36.12,44640590,,,Women,88.75
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex by Age,Women Age Group 2,2015,Lower Bound,82.34,101763738,,,Women,88.75
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex by Age,Women Age Group 3,2015,Lower Bound,91.42,112985680,,,Women,88.75
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex by Age,Women Age Group 4,2015,Lower Bound,99.3,122724546,,,Women,88.75
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex by Age,Men Age Group 1,2015,Lower Bound,80.81,99872816,,,Men,15.21
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex by Age,Men Age Group 2,2015,Lower Bound,84.02,103840044,,,Men,15.21
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex by Age,Men Age Group 3,2015,Lower Bound,73.25,90529436,,,Men,15.21
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex by Age,Men Age Group 4,2015,Lower Bound,84.57,104519787,,,Men,15.21
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex by Area,Urban Men,2015,Lower Bound,92.59,114431679,,,Men,15.21
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex by Area,Rural Men,2015,Lower Bound,51.45,63586887,,,Men,15.21
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex by Area,Urban Women,2015,Lower Bound,80.15,99057124,,,Women,88.75
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex by Area,Rural Women,2015,Lower Bound,77.09,95275280,,,Women,88.75
Percentage who smoke other tobacco products,"Cigars, cigarillos",Age by Area,Urban Age Group 1,2015,Lower Bound,3.961,4895387,,,Urban,6.06
Percentage who smoke other tobacco products,"Cigars, cigarillos",Age by Area,Rural Age Group 1,2015,Lower Bound,32.3,39919465,,,Rural,13.34
Percentage who smoke other tobacco products,"Cigars, cigarillos",Age by Area,Urban Age Group 2,2015,Lower Bound,32.36,39993619,,,Urban,6.06
Percentage who smoke other tobacco products,"Cigars, cigarillos",Age by Area,Rural Age Group 2,2015,Lower Bound,10.96,13545428,,,Rural,13.34
Percentage who smoke other tobacco products,"Cigars, cigarillos",Age by Area,Urban Age Group 3,2015,Lower Bound,73.22,90492359,,,Urban,6.06
Percentage who smoke other tobacco products,"Cigars, cigarillos",Age by Area,Rural Age Group 3,2015,Lower Bound,4.7,5808715,,,Rural,13.34
Percentage who smoke other tobacco products,"Cigars, cigarillos",Age by Area,Urban Age Group 4,2015,Lower Bound,92.85,114753012,,,Urban,6.06
Percentage who smoke other tobacco products,"Cigars, cigarillos",Age by Area,Rural Age Group 4,2015,Lower Bound,89.73,110897014,,,Rural,13.34
Percentage who smoke other tobacco products,"Cigars, cigarillos",Total,Total,2015,Upper Bound,17.55,21689988,,,"",
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex,Men,2015,Upper Bound,44.11,54515405,,,Total,17.55
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex,Women,2015,Upper Bound,75.03,92729332,,,Total,17.55
Percentage who smoke other tobacco products,"Cigars, cigarillos",Age,Age Group 1,2015,Upper Bound,47.13,58247813,,,Total,17.55
Percentage who smoke other tobacco products,"Cigars, cigarillos",Age,Age Group 2,2015,Upper Bound,18.91,23370807,,,Total,17.55
Percentage who smoke other tobacco products,"Cigars, cigarillos",Age,Age Group 3,2015,Upper Bound,15.21,18797989,,,Total,17.55
Percentage who smoke other tobacco products,"Cigars, cigarillos",Age,Age Group 4,2015,Upper Bound,88.75,109685836,,,Total,17.55
Percentage who smoke other tobacco products,"Cigars, cigarillos",Area,Urban,2015,Upper Bound,49.31,60942068,,,Total,17.55
Percentage who smoke other tobacco products,"Cigars, cigarillos",Area,Rural,2015,Upper Bound,3.523,4354064,,,Total,17.55
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex by Age,Women Age Group 1,2015,Upper Bound,52.11,64402579,,,Women,75.03
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex by Age,Women Age Group 2,2015,Upper Bound,66.32,81964672,,,Women,75.03
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex by Age,Women Age Group 3,2015,Upper Bound,6.06,7489534,,,Women,75.03
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex by Age,Women Age Group 4,2015,Upper Bound,13.34,16486863,,,Women,75.03
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex by Age,Men Age Group 1,2015,Upper Bound,36.12,44640590,,,Men,44.11
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex by Age,Men Age Group 2,2015,Upper Bound,82.34,101763738,,,Men,44.11
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex by Age,Men Age Group 3,2015,Upper Bound,91.42,112985680,,,Men,44.11
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex by Age,Men Age Group 4,2015,Upper Bound,99.3,122724546,,,Men,44.11
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex by Area,Urban Men,2015,Upper Bound,80.81,99872816,,,Men,44.11
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex by Area,Rural Men,2015,Upper Bound,84.02,103840044,,,Men,44.11
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex by Area,Urban Women,2015,Upper Bound,73.25,90529436,,,Women,75.03
Percentage who smoke other tobacco products,"Cigars, cigarillos",Sex by Area,Rural Women,2015,Upper Bound,84.57,104519787,,,Women,75.03
Percentage who smoke other tobacco products,"Cigars, cigarillos",Age by Area,Urban Age Group 1,2015,Upper Bound,92.59,114431679,,,Urban,49.31
Percentage who smoke other tobacco products,"Cigars, cigarillos",Age by Area,Rural Age Group 1,2015,Upper Bound,51.45,63586887,,,Rural,3.523
Percentage who smoke other tobacco products,"Cigars, cigarillos",Age by Area,Urban Age Group 2,2015,Upper Bound,80.15,99057124,,,Urban,49.31
Percentage who smoke other tobacco products,"Cigars, cigarillos",Age by Area,Rural Age Group 2,2015,Upper Bound,77.09,95275280,,,Rural,3.523
Percentage who smoke other tobacco products,"Cigars, cigarillos",Age by Area,Urban Age Group 3,2015,Upper Bound,3.961,4895387,,,Urban,49.31
Percentage who smoke other tobacco products,"Cigars, cigarillos",Age by Area,Rural Age Group 3,2015,Upper Bound,32.3,39919465,,,Rural,3.523
Percentage who smoke other tobacco products,"Cigars, cigarillos",Age by Area,Urban Age Group 4,2015,Upper Bound,32.36,39993619,,,Urban,49.31
Percentage who smoke other tobacco products,"Cigars, cigarillos",Age by Area,Rural Age Group 4,2015,Lower Bound,10.96,13545428,,,Rural,13.34
Percentage who smoke other tobacco products,Shisha sessions,Total,Total,2015,Estimated,73.22,90492359,viz_total,Percentage who smoke other tobacco products,"",
Percentage who smoke other tobacco products,Shisha sessions,Sex,Men,2015,Estimated,4.7,5808715,viz_sex,Percentage who smoke other tobacco products,Total,73.22
Percentage who smoke other tobacco products,Shisha sessions,Sex,Women,2015,Estimated,92.85,114753012,viz_sex,Percentage who smoke other tobacco products,Total,73.22
Percentage who smoke other tobacco products,Shisha sessions,Age,Age Group 1,2015,Estimated,89.73,110897014,viz_age,Percentage who smoke other tobacco products,Total,73.22
Percentage who smoke other tobacco products,Shisha sessions,Age,Age Group 2,2015,Estimated,17.55,21689988,viz_age,Percentage who smoke other tobacco products,Total,73.22
Percentage who smoke other tobacco products,Shisha sessions,Age,Age Group 3,2015,Estimated,44.11,54515405,viz_age,Percentage who smoke other tobacco products,Total,73.22
Percentage who smoke other tobacco products,Shisha sessions,Age,Age Group 4,2015,Estimated,75.03,92729332,viz_age,Percentage who smoke other tobacco products,Total,73.22
Percentage who smoke other tobacco products,Shisha sessions,Area,Urban,2015,Estimated,47.13,58247813,viz_area,Percentage who smoke other tobacco products,Total,73.22
Percentage who smoke other tobacco products,Shisha sessions,Area,Rural,2015,Estimated,18.91,23370807,viz_area,Percentage who smoke other tobacco products,Total,73.22
Percentage who smoke other tobacco products,Shisha sessions,Sex by Age,Women Age Group 1,2015,Estimated,15.21,18797989,viz_women_age,Percentage who smoke other tobacco products,Women,92.85
Percentage who smoke other tobacco products,Shisha sessions,Sex by Age,Women Age Group 2,2015,Estimated,88.75,109685836,viz_women_age,Percentage who smoke other tobacco products,Women,92.85
Percentage who smoke other tobacco products,Shisha sessions,Sex by Age,Women Age Group 3,2015,Estimated,49.31,60942068,viz_women_age,Percentage who smoke other tobacco products,Women,92.85
Percentage who smoke other tobacco products,Shisha sessions,Sex by Age,Women Age Group 4,2015,Estimated,3.523,4354064,viz_women_age,Percentage who smoke other tobacco products,Women,92.85
Percentage who smoke other tobacco products,Shisha sessions,Sex by Age,Men Age Group 1,2015,Estimated,52.11,64402579,viz_men_age,Percentage who smoke other tobacco products,Men,4.7
Percentage who smoke other tobacco products,Shisha sessions,Sex by Age,Men Age Group 2,2015,Estimated,66.32,81964672,viz_men_age,Percentage who smoke other tobacco products,Men,4.7
Percentage who smoke other tobacco products,Shisha sessions,Sex by Age,Men Age Group 3,2015,Estimated,6.06,7489534,viz_men_age,Percentage who smoke other tobacco products,Men,4.7
Percentage who smoke other tobacco products,Shisha sessions,Sex by Age,Men Age Group 4,2015,Estimated,13.34,16486863,viz_men_age,Percentage who smoke other tobacco products,Men,4.7
Percentage who smoke other tobacco products,Shisha sessions,Sex by Area,Urban Men,2015,Estimated,36.12,44640590,viz_sex_area,Percentage who smoke other tobacco products,Men,4.7
Percentage who smoke other tobacco products,Shisha sessions,Sex by Area,Rural Men,2015,Estimated,82.34,101763738,viz_sex_area,Percentage who smoke other tobacco products,Men,4.7
Percentage who smoke other tobacco products,Shisha sessions,Sex by Area,Urban Women,2015,Estimated,91.42,112985680,viz_sex_area,Percentage who smoke other tobacco products,Women,92.85
Percentage who smoke other tobacco products,Shisha sessions,Sex by Area,Rural Women,2015,Estimated,99.3,122724546,viz_sex_area,Percentage who smoke other tobacco products,Women,92.85
Percentage who smoke other tobacco products,Shisha sessions,Age by Area,Urban Age Group 1,2015,Estimated,80.81,99872816,viz_age_area,Percentage who smoke other tobacco products,Urban,47.13
Percentage who smoke other tobacco products,Shisha sessions,Age by Area,Rural Age Group 1,2015,Estimated,84.02,103840044,viz_age_area,Percentage who smoke other tobacco products,Rural,18.91
Percentage who smoke other tobacco products,Shisha sessions,Age by Area,Urban Age Group 2,2015,Estimated,73.25,90529436,viz_age_area,Percentage who smoke other tobacco products,Urban,47.13
Percentage who smoke other tobacco products,Shisha sessions,Age by Area,Rural Age Group 2,2015,Estimated,84.57,104519787,viz_age_area,Percentage who smoke other tobacco products,Rural,18.91
Percentage who smoke other tobacco products,Shisha sessions,Age by Area,Urban Age Group 3,2015,Estimated,92.59,114431679,viz_age_area,Percentage who smoke other tobacco products,Urban,47.13
Percentage who smoke other tobacco products,Shisha sessions,Age by Area,Rural Age Group 3,2015,Estimated,51.45,63586887,viz_age_area,Percentage who smoke other tobacco products,Rural,18.91
Percentage who smoke other tobacco products,Shisha sessions,Age by Area,Urban Age Group 4,2015,Estimated,80.15,99057124,viz_age_area,Percentage who smoke other tobacco products,Urban,47.13
Percentage who smoke other tobacco products,Shisha sessions,Age by Area,Rural Age Group 4,2015,Estimated,77.09,95275280,viz_age_area,Percentage who smoke other tobacco products,Rural,18.91
Percentage who smoke other tobacco products,Shisha sessions,Total,Total,2015,Lower Bound,3.961,4895387,,,"",
Percentage who smoke other tobacco products,Shisha sessions,Sex,Men,2015,Lower Bound,32.3,39919465,,,Total,3.961
Percentage who smoke other tobacco products,Shisha sessions,Sex,Women,2015,Lower Bound,32.36,39993619,,,Total,3.961
Percentage who smoke other tobacco products,Shisha sessions,Age,Age Group 1,2015,Lower Bound,10.96,13545428,,,Total,3.961
Percentage who smoke other tobacco products,Shisha sessions,Age,Age Group 2,2015,Lower Bound,73.22,90492359,,,Total,3.961
Percentage who smoke other tobacco products,Shisha sessions,Age,Age Group 3,2015,Lower Bound,4.7,5808715,,,Total,3.961
Percentage who smoke other tobacco products,Shisha sessions,Age,Age Group 4,2015,Lower Bound,92.85,114753012,,,Total,3.961
Percentage who smoke other tobacco products,Shisha sessions,Area,Urban,2015,Lower Bound,89.73,110897014,,,Total,3.961
Percentage who smoke other tobacco products,Shisha sessions,Area,Rural,2015,Lower Bound,17.55,21689988,,,Total,3.961
Percentage who smoke other tobacco products,Shisha sessions,Sex by Age,Women Age Group 1,2015,Lower Bound,44.11,54515405,,,Women,32.36
Percentage who smoke other tobacco products,Shisha sessions,Sex by Age,Women Age Group 2,2015,Lower Bound,75.03,92729332,,,Women,32.36
Percentage who smoke other tobacco products,Shisha sessions,Sex by Age,Women Age Group 3,2015,Lower Bound,47.13,58247813,,,Women,32.36
Percentage who smoke other tobacco products,Shisha sessions,Sex by Age,Women Age Group 4,2015,Lower Bound,18.91,23370807,,,Women,32.36
Percentage who smoke other tobacco products,Shisha sessions,Sex by Age,Men Age Group 1,2015,Lower Bound,15.21,18797989,,,Men,32.3
Percentage who smoke other tobacco products,Shisha sessions,Sex by Age,Men Age Group 2,2015,Lower Bound,88.75,109685836,,,Men,32.3
Percentage who smoke other tobacco products,Shisha sessions,Sex by Age,Men Age Group 3,2015,Lower Bound,49.31,60942068,,,Men,32.3
Percentage who smoke other tobacco products,Shisha sessions,Sex by Age,Men Age Group 4,2015,Lower Bound,3.523,4354064,,,Men,32.3
Percentage who smoke other tobacco products,Shisha sessions,Sex by Area,Urban Men,2015,Lower Bound,52.11,64402579,,,Men,32.3
Percentage who smoke other tobacco products,Shisha sessions,Sex by Area,Rural Men,2015,Lower Bound,66.32,81964672,,,Men,32.3
Percentage who smoke other tobacco products,Shisha sessions,Sex by Area,Urban Women,2015,Lower Bound,6.06,7489534,,,Women,32.36
Percentage who smoke other tobacco products,Shisha sessions,Sex by Area,Rural Women,2015,Lower Bound,13.34,16486863,,,Women,32.36
Percentage who smoke other tobacco products,Shisha sessions,Age by Area,Urban Age Group 1,2015,Lower Bound,36.12,44640590,,,Urban,89.73
Percentage who smoke other tobacco products,Shisha sessions,Age by Area,Rural Age Group 1,2015,Lower Bound,82.34,101763738,,,Rural,17.55
Percentage who smoke other tobacco products,Shisha sessions,Age by Area,Urban Age Group 2,2015,Lower Bound,91.42,112985680,,,Urban,89.73
Percentage who smoke other tobacco products,Shisha sessions,Age by Area,Rural Age Group 2,2015,Lower Bound,99.3,122724546,,,Rural,17.55
Percentage who smoke other tobacco products,Shisha sessions,Age by Area,Urban Age Group 3,2015,Lower Bound,80.81,99872816,,,Urban,89.73
Percentage who smoke other tobacco products,Shisha sessions,Age by Area,Rural Age Group 3,2015,Lower Bound,84.02,103840044,,,Rural,17.55
Percentage who smoke other tobacco products,Shisha sessions,Age by Area,Urban Age Group 4,2015,Lower Bound,73.25,90529436,,,Urban,89.73
Percentage who smoke other tobacco products,Shisha sessions,Age by Area,Rural Age Group 4,2015,Lower Bound,84.57,104519787,,,Rural,17.55
Percentage who smoke other tobacco products,Shisha sessions,Total,Total,2015,Upper Bound,92.59,114431679,,,"",
