Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Ref_group,National Reference
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 3,2015,Estimated,1.116,,viz_women_age,Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Women,1.494
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 4,2015,Estimated,11.08,,viz_women_age,Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Women,1.494
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 1,2015,Estimated,2.634,,viz_men_age,Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Men,8.461
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 2,2015,Estimated,12.83,,viz_men_age,Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Men,8.461
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 3,2015,Estimated,8.402,,viz_men_age,Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Men,8.461
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 4,2015,Estimated,8.461,,viz_men_age,Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Men,8.461
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Men,2015,Estimated,1.494,,viz_sex_area,Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Men,8.461
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Rural Men,2015,Estimated,10.32,,viz_sex_area,Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Men,8.461
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Women,2015,Estimated,10.79,,viz_sex_area,Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Women,1.494
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Rural Women,2015,Estimated,3.101,,viz_sex_area,Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Women,1.494
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 1,2015,Estimated,12.32,,viz_age_area,Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Urban,12.78
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 1,2015,Estimated,12.78,,viz_age_area,Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Rural,8.861
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 2,2015,Estimated,8.861,,viz_age_area,Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Urban,12.78
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 2,2015,Estimated,11.18,,viz_age_area,Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Rural,8.861
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 3,2015,Estimated,1.505,,viz_age_area,Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Urban,12.78
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 3,2015,Estimated,1.116,,viz_age_area,Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Rural,8.861
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 4,2015,Estimated,11.08,,viz_age_area,Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Urban,12.78
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 4,2015,Estimated,2.634,,viz_age_area,Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Rural,8.861
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Total,Total,2015,Lower Bound,12.83,,,,"",
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex,Men,2015,Lower Bound,8.402,,,,Total,12.83
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex,Women,2015,Lower Bound,8.461,,,,Total,12.83
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 1,2015,Lower Bound,1.494,,,,Total,12.83
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 2,2015,Lower Bound,10.32,,,,Total,12.83
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 3,2015,Lower Bound,10.79,,,,Total,12.83
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 4,2015,Lower Bound,3.101,,,,Total,12.83
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Area,Urban,2015,Lower Bound,12.32,,,,Total,12.83
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Area,Rural,2015,Lower Bound,12.78,,,,Total,12.83
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 1,2015,Lower Bound,8.861,,,,Women,8.461
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 2,2015,Lower Bound,11.18,,,,Women,8.461
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 3,2015,Lower Bound,1.505,,,,Women,8.461
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 4,2015,Lower Bound,1.116,,,,Women,8.461
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 1,2015,Lower Bound,11.08,,,,Men,8.402
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 2,2015,Lower Bound,2.634,,,,Men,8.402
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 3,2015,Lower Bound,12.83,,,,Men,8.402
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 4,2015,Lower Bound,8.402,,,,Men,8.402
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Men,2015,Lower Bound,8.461,,,,Men,8.402
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Rural Men,2015,Lower Bound,1.494,,,,Men,8.402
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Women,2015,Lower Bound,10.32,,,,Women,8.461
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Rural Women,2015,Lower Bound,10.79,,,,Women,8.461
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 1,2015,Lower Bound,3.101,,,,Urban,12.32
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 1,2015,Lower Bound,12.32,,,,Rural,12.78
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 2,2015,Lower Bound,12.78,,,,Urban,12.32
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 2,2015,Lower Bound,8.861,,,,Rural,12.78
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 3,2015,Lower Bound,11.18,,,,Urban,12.32
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 3,2015,Lower Bound,1.505,,,,Rural,12.78
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 4,2015,Lower Bound,1.116,,,,Urban,12.32
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 4,2015,Lower Bound,11.08,,,,Rural,12.78
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Total,Total,2015,Upper Bound,2.634,,,,"",
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex,Men,2015,Upper Bound,12.83,,,,Total,2.634
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex,Women,2015,Upper Bound,8.402,,,,Total,2.634
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 1,2015,Upper Bound,8.461,,,,Total,2.634
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 2,2015,Upper Bound,1.494,,,,Total,2.634
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 3,2015,Upper Bound,10.32,,,,Total,2.634
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 4,2015,Upper Bound,10.79,,,,Total,2.634
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Area,Urban,2015,Upper Bound,3.101,,,,Total,2.634
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Area,Rural,2015,Upper Bound,12.32,,,,Total,2.634
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 1,2015,Upper Bound,12.78,,,,Women,8.402
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 2,2015,Upper Bound,8.861,,,,Women,8.402
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 3,2015,Upper Bound,11.18,,,,Women,8.402
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 4,2015,Upper Bound,1.505,,,,Women,8.402
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 1,2015,Upper Bound,1.116,,,,Men,12.83
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 2,2015,Upper Bound,11.08,,,,Men,12.83
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 3,2015,Upper Bound,2.634,,,,Men,12.83
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 4,2015,Upper Bound,12.83,,,,Men,12.83
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Men,2015,Upper Bound,8.402,,,,Men,12.83
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Rural Men,2015,Upper Bound,8.461,,,,Men,12.83
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Women,2015,Upper Bound,1.494,,,,Women,8.402
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Rural Women,2015,Upper Bound,10.32,,,,Women,8.402
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 1,2015,Upper Bound,10.79,,,,Urban,3.101
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 1,2015,Upper Bound,3.101,,,,Rural,12.32
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 2,2015,Upper Bound,12.32,,,,Urban,3.101
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 2,2015,Upper Bound,12.78,,,,Rural,12.32
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 3,2015,Upper Bound,8.861,,,,Urban,3.101
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 3,2015,Upper Bound,11.18,,,,Rural,12.32
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 4,2015,Upper Bound,1.505,,,,Urban,3.101
Prevalence of self-reported raised cholesterol (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 4,2015,Lower Bound,1.116,,,,Rural,12.78
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Total,Total,2015,Estimated,11.08,,viz_total,Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),"",
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex,Men,2015,Estimated,2.634,,viz_sex,Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Total,11.08
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex,Women,2015,Estimated,12.83,,viz_sex,Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Total,11.08
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 1,2015,Estimated,8.402,,viz_age,Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Total,11.08
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 2,2015,Estimated,8.461,,viz_age,Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Total,11.08
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 3,2015,Estimated,1.494,,viz_age,Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Total,11.08
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 4,2015,Estimated,10.32,,viz_age,Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Total,11.08
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Area,Urban,2015,Estimated,10.79,,viz_area,Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Total,11.08
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Area,Rural,2015,Estimated,3.101,,viz_area,Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Total,11.08
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 1,2015,Estimated,12.32,,viz_women_age,Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Women,12.83
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 2,2015,Estimated,12.78,,viz_women_age,Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Women,12.83
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 3,2015,Estimated,8.861,,viz_women_age,Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Women,12.83
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 4,2015,Estimated,11.18,,viz_women_age,Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Women,12.83
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 1,2015,Estimated,1.505,,viz_men_age,Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Men,2.634
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 2,2015,Estimated,1.116,,viz_men_age,Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Men,2.634
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 3,2015,Estimated,11.08,,viz_men_age,Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Men,2.634
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 4,2015,Estimated,2.634,,viz_men_age,Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Men,2.634
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Men,2015,Estimated,12.83,,viz_sex_area,Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Men,2.634
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Rural Men,2015,Estimated,8.402,,viz_sex_area,Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Men,2.634
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Women,2015,Estimated,8.461,,viz_sex_area,Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Women,12.83
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Rural Women,2015,Estimated,1.494,,viz_sex_area,Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Women,12.83
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 1,2015,Estimated,10.32,,viz_age_area,Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Urban,10.79
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 1,2015,Estimated,10.79,,viz_age_area,Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Rural,3.101
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 2,2015,Estimated,3.101,,viz_age_area,Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Urban,10.79
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 2,2015,Estimated,12.32,,viz_age_area,Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Rural,3.101
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 3,2015,Estimated,12.78,,viz_age_area,Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Urban,10.79
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 3,2015,Estimated,8.861,,viz_age_area,Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Rural,3.101
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 4,2015,Estimated,11.18,,viz_age_area,Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Urban,10.79
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 4,2015,Estimated,1.505,,viz_age_area,Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Rural,3.101
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Total,Total,2015,Lower Bound,1.116,,,,"",
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex,Men,2015,Lower Bound,11.08,,,,Total,1.116
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex,Women,2015,Lower Bound,2.634,,,,Total,1.116
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 1,2015,Lower Bound,12.83,,,,Total,1.116
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 2,2015,Lower Bound,8.402,,,,Total,1.116
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 3,2015,Lower Bound,8.461,,,,Total,1.116
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 4,2015,Lower Bound,1.494,,,,Total,1.116
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Area,Urban,2015,Lower Bound,10.32,,,,Total,1.116
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Area,Rural,2015,Lower Bound,10.79,,,,Total,1.116
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 1,2015,Lower Bound,3.101,,,,Women,2.634
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 2,2015,Lower Bound,12.32,,,,Women,2.634
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 3,2015,Lower Bound,12.78,,,,Women,2.634
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 4,2015,Lower Bound,8.861,,,,Women,2.634
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 1,2015,Lower Bound,11.18,,,,Men,11.08
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 2,2015,Lower Bound,1.505,,,,Men,11.08
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 3,2015,Lower Bound,1.116,,,,Men,11.08
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 4,2015,Lower Bound,11.08,,,,Men,11.08
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Men,2015,Lower Bound,2.634,,,,Men,11.08
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Rural Men,2015,Lower Bound,12.83,,,,Men,11.08
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Women,2015,Lower Bound,8.402,,,,Women,2.634
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Rural Women,2015,Lower Bound,8.461,,,,Women,2.634
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 1,2015,Lower Bound,1.494,,,,Urban,10.32
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 1,2015,Lower Bound,10.32,,,,Rural,10.79
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 2,2015,Lower Bound,10.79,,,,Urban,10.32
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 2,2015,Lower Bound,3.101,,,,Rural,10.79
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 3,2015,Lower Bound,12.32,,,,Urban,10.32
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 3,2015,Lower Bound,12.78,,,,Rural,10.79
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 4,2015,Lower Bound,8.861,,,,Urban,10.32
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 4,2015,Lower Bound,11.18,,,,Rural,10.79
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Total,Total,2015,Upper Bound,1.505,,,,"",
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex,Men,2015,Upper Bound,1.116,,,,Total,1.505
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex,Women,2015,Upper Bound,11.08,,,,Total,1.505
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 1,2015,Upper Bound,2.634,,,,Total,1.505
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 2,2015,Upper Bound,12.83,,,,Total,1.505
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 3,2015,Upper Bound,8.402,,,,Total,1.505
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 4,2015,Upper Bound,8.461,,,,Total,1.505
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Area,Urban,2015,Upper Bound,1.494,,,,Total,1.505
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Area,Rural,2015,Upper Bound,10.32,,,,Total,1.505
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 1,2015,Upper Bound,10.79,,,,Women,11.08
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 2,2015,Upper Bound,3.101,,,,Women,11.08
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 3,2015,Upper Bound,12.32,,,,Women,11.08
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 4,2015,Upper Bound,12.78,,,,Women,11.08
Prevalence of self-reported raised cholesterol within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 1,2015,Upper Bound,8.861,,,,Men,1.116
