Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Table Filter,Group - Answer,Ref_group,National Reference
Average number of daily uses of smokeless tobacco products,Sadapata,Sex by Area,Rural Women,2015,Estimated,,,viz_sex_area,Average number of daily uses of smokeless tobacco products,,Rural Women - Chewing tobacco,Women,10.75
Average number of daily uses of smokeless tobacco products,Sadapata,Sex by Area,Rural Women,2015,Lower Bound,,,,,,Rural Women - Chewing tobacco,Women,3.004
Average number of daily uses of smokeless tobacco products,Sadapata,Sex by Area,Rural Women,2015,Upper Bound,,,,,,Rural Women - Chewing tobacco,Women,5.463
Average number of daily uses of smokeless tobacco products,Sadapata,Sex by Area,Urban Men,2015,Estimated,,,viz_sex_area,Average number of daily uses of smokeless tobacco products,,Urban Men - Chewing tobacco,Men,6.02
Average number of daily uses of smokeless tobacco products,Sadapata,Sex by Area,Urban Men,2015,Lower Bound,,,,,,Urban Men - Chewing tobacco,Men,6.752
Average number of daily uses of smokeless tobacco products,Sadapata,Sex by Area,Urban Men,2015,Upper Bound,,,,,,Urban Men - Chewing tobacco,Men,5.306
Average number of daily uses of smokeless tobacco products,Sadapata,Sex by Area,Urban Women,2015,Estimated,,,viz_sex_area,Average number of daily uses of smokeless tobacco products,,Urban Women - Chewing tobacco,Women,10.75
Average number of daily uses of smokeless tobacco products,Sadapata,Sex by Area,Urban Women,2015,Lower Bound,,,,,,Urban Women - Chewing tobacco,Women,3.004
Average number of daily uses of smokeless tobacco products,Sadapata,Sex by Area,Urban Women,2015,Upper Bound,,,,,,Urban Women - Chewing tobacco,Women,5.463
Average number of daily uses of smokeless tobacco products,Sadapata,Total,Total,2015,Estimated,7.1,,viz_total,Average number of daily uses of smokeless tobacco products,table_total,1.Total - Chewing tobacco,,
Average number of daily uses of smokeless tobacco products,Sadapata,Total,Total,2015,Lower Bound,6.7,,,,table_total,1.Total - Chewing tobacco,,
Average number of daily uses of smokeless tobacco products,Sadapata,Total,Total,2015,Upper Bound,7.4,,,,table_total,1.Total - Chewing tobacco,,
Average number of daily uses of smokeless tobacco products,Other,Age,25-34,2015,Estimated,1.2,,viz_age,Average number of daily uses of smokeless tobacco products,,25-34 - Other,Total,7.07
Average number of daily uses of smokeless tobacco products,Other,Age,25-34,2015,Lower Bound,1,,,,,25-34 - Other,Total,4.84
Average number of daily uses of smokeless tobacco products,Other,Age,25-34,2015,Upper Bound,1.4,,,,,25-34 - Other,Total,6.02
Average number of daily uses of smokeless tobacco products,Other,Age,35-44,2015,Estimated,1.3,,viz_age,Average number of daily uses of smokeless tobacco products,,35-44 - Other,Total,7.07
Average number of daily uses of smokeless tobacco products,Other,Age,35-44,2015,Lower Bound,1.2,,,,,35-44 - Other,Total,4.84
Average number of daily uses of smokeless tobacco products,Other,Age,35-44,2015,Upper Bound,1.4,,,,,35-44 - Other,Total,6.02
Average number of daily uses of smokeless tobacco products,Other,Age,45-54,2015,Estimated,1.3,,viz_age,Average number of daily uses of smokeless tobacco products,,45-54 - Other,Total,7.07
Average number of daily uses of smokeless tobacco products,Other,Age,45-54,2015,Lower Bound,1.2,,,,,45-54 - Other,Total,4.84
Average number of daily uses of smokeless tobacco products,Other,Age,45-54,2015,Upper Bound,1.3,,,,,45-54 - Other,Total,6.02
Average number of daily uses of smokeless tobacco products,Other,Age,55-64,2015,Estimated,1.4,,viz_age,Average number of daily uses of smokeless tobacco products,,55-64 - Other,Total,7.07
Average number of daily uses of smokeless tobacco products,Other,Age,55-64,2015,Lower Bound,1.2,,,,,55-64 - Other,Total,4.84
Average number of daily uses of smokeless tobacco products,Other,Age,55-64,2015,Upper Bound,1.5,,,,,55-64 - Other,Total,6.02
Average number of daily uses of smokeless tobacco products,Other,Age by Area,Rural 25-34,2015,Estimated,,,viz_age_area,Average number of daily uses of smokeless tobacco products,,Rural 25-34 - Other,Rural,5.932
Average number of daily uses of smokeless tobacco products,Other,Age by Area,Rural 25-34,2015,Lower Bound,,,,,,Rural 25-34 - Other,Rural,12.67
Average number of daily uses of smokeless tobacco products,Other,Age by Area,Rural 25-34,2015,Upper Bound,,,,,,Rural 25-34 - Other,Rural,7.07
Average number of daily uses of smokeless tobacco products,Other,Age by Area,Rural 35-44,2015,Estimated,,,viz_age_area,Average number of daily uses of smokeless tobacco products,,Rural 35-44 - Other,Rural,5.932
Average number of daily uses of smokeless tobacco products,Other,Age by Area,Rural 35-44,2015,Lower Bound,,,,,,Rural 35-44 - Other,Rural,12.67
Average number of daily uses of smokeless tobacco products,Other,Age by Area,Rural 35-44,2015,Upper Bound,,,,,,Rural 35-44 - Other,Rural,7.07
Average number of daily uses of smokeless tobacco products,Other,Age by Area,Rural 45-54,2015,Estimated,,,viz_age_area,Average number of daily uses of smokeless tobacco products,,Rural 45-54 - Other,Rural,5.932
Average number of daily uses of smokeless tobacco products,Other,Age by Area,Rural 45-54,2015,Lower Bound,,,,,,Rural 45-54 - Other,Rural,12.67
Average number of daily uses of smokeless tobacco products,Other,Age by Area,Rural 45-54,2015,Upper Bound,,,,,,Rural 45-54 - Other,Rural,7.07
Average number of daily uses of smokeless tobacco products,Other,Age by Area,Rural 55-64,2015,Estimated,,,viz_age_area,Average number of daily uses of smokeless tobacco products,,Rural 55-64 - Other,Rural,5.932
Average number of daily uses of smokeless tobacco products,Other,Age by Area,Rural 55-64,2015,Lower Bound,,,,,,Rural 55-64 - Other,Rural,12.67
Average number of daily uses of smokeless tobacco products,Other,Age by Area,Rural 55-64,2015,Lower Bound,,,,,,Rural 55-64 - Other,Rural,12.67
Average number of daily uses of smokeless tobacco products,Other,Age by Area,Urban 25-34,2015,Estimated,,,viz_age_area,Average number of daily uses of smokeless tobacco products,,Urban 25-34 - Other,Urban,7.076
Average number of daily uses of smokeless tobacco products,Other,Age by Area,Urban 25-34,2015,Lower Bound,,,,,,Urban 25-34 - Other,Urban,6.77
Average number of daily uses of smokeless tobacco products,Other,Age by Area,Urban 25-34,2015,Upper Bound,,,,,,Urban 25-34 - Other,Urban,11.33
Average number of daily uses of smokeless tobacco products,Other,Age by Area,Urban 35-44,2015,Estimated,,,viz_age_area,Average number of daily uses of smokeless tobacco products,,Urban 35-44 - Other,Urban,7.076
Average number of daily uses of smokeless tobacco products,Other,Age by Area,Urban 35-44,2015,Lower Bound,,,,,,Urban 35-44 - Other,Urban,6.77
Average number of daily uses of smokeless tobacco products,Other,Age by Area,Urban 35-44,2015,Upper Bound,,,,,,Urban 35-44 - Other,Urban,11.33
Average number of daily uses of smokeless tobacco products,Other,Age by Area,Urban 45-54,2015,Estimated,,,viz_age_area,Average number of daily uses of smokeless tobacco products,,Urban 45-54 - Other,Urban,7.076
Average number of daily uses of smokeless tobacco products,Other,Age by Area,Urban 45-54,2015,Lower Bound,,,,,,Urban 45-54 - Other,Urban,6.77
Average number of daily uses of smokeless tobacco products,Other,Age by Area,Urban 45-54,2015,Upper Bound,,,,,,Urban 45-54 - Other,Urban,11.33
Average number of daily uses of smokeless tobacco products,Other,Age by Area,Urban 55-64,2015,Estimated,,,viz_age_area,Average number of daily uses of smokeless tobacco products,,Urban 55-64 - Other,Urban,7.076
Average number of daily uses of smokeless tobacco products,Other,Age by Area,Urban 55-64,2015,Lower Bound,,,,,,Urban 55-64 - Other,Urban,6.77
Average number of daily uses of smokeless tobacco products,Other,Age by Area,Urban 55-64,2015,Upper Bound,,,,,,Urban 55-64 - Other,Urban,11.33
Average number of daily uses of smokeless tobacco products,Other,Area,Rural,2015,Estimated,1.24,,viz_area,Average number of daily uses of smokeless tobacco products,,Rural - Other,Total,7.07
Average number of daily uses of smokeless tobacco products,Other,Area,Rural,2015,Lower Bound,1.24,,,,,Rural - Other,Total,4.84
Average number of daily uses of smokeless tobacco products,Other,Area,Rural,2015,Upper Bound,1.33,,,,,Rural - Other,Total,6.02
Average number of daily uses of smokeless tobacco products,Other,Area,Urban,2015,Estimated,1.37,,viz_area,Average number of daily uses of smokeless tobacco products,,Urban - Other,Total,7.07
Average number of daily uses of smokeless tobacco products,Other,Area,Urban,2015,Lower Bound,1.37,,,,,Urban - Other,Total,4.84
Average number of daily uses of smokeless tobacco products,Other,Area,Urban,2015,Upper Bound,1.47,,,,,Urban - Other,Total,6.02
Average number of daily uses of smokeless tobacco products,Other,Sex,Men,2015,Estimated,1.3,,viz_sex,Average number of daily uses of smokeless tobacco products,table_total,Men - Other,Total,7.07
Average number of daily uses of smokeless tobacco products,Other,Sex,Men,2015,Lower Bound,1.3,,,,table_total,Men - Other,Total,4.84
Average number of daily uses of smokeless tobacco products,Other,Sex,Men,2015,Upper Bound,1.4,,,,table_total,Men - Other,Total,6.02
Average number of daily uses of smokeless tobacco products,Other,Sex,Women,2015,Estimated,1,,viz_sex,Average number of daily uses of smokeless tobacco products,table_total,Women - Other,Total,7.07
Average number of daily uses of smokeless tobacco products,Other,Sex,Women,2015,Lower Bound,0.6,,,,table_total,Women - Other,Total,4.84
Average number of daily uses of smokeless tobacco products,Other,Sex,Women,2015,Upper Bound,1.4,,,,table_total,Women - Other,Total,6.02
Average number of daily uses of smokeless tobacco products,Other,Sex by Age,Men 25-34,2015,Estimated,1.3,,viz_men_age,Average number of daily uses of smokeless tobacco products,,Men 25-34 - Other,Men,5.292
Average number of daily uses of smokeless tobacco products,Other,Sex by Age,Men 25-34,2015,Lower Bound,1.1,,,,,Men 25-34 - Other,Men,4.9
Average number of daily uses of smokeless tobacco products,Other,Sex by Age,Men 25-34,2015,Upper Bound,1.4,,,,,Men 25-34 - Other,Men,10.75
Average number of daily uses of smokeless tobacco products,Other,Sex by Age,Men 35-44,2015,Estimated,1.4,,viz_men_age,Average number of daily uses of smokeless tobacco products,,Men 35-44 - Other,Men,5.292
Average number of daily uses of smokeless tobacco products,Other,Sex by Age,Men 35-44,2015,Lower Bound,1.3,,,,,Men 35-44 - Other,Men,4.9
Average number of daily uses of smokeless tobacco products,Other,Sex by Age,Men 35-44,2015,Upper Bound,1.4,,,,,Men 35-44 - Other,Men,10.75
Average number of daily uses of smokeless tobacco products,Other,Sex by Age,Men 45-54,2015,Estimated,1.3,,viz_men_age,Average number of daily uses of smokeless tobacco products,,Men 45-54 - Other,Men,5.292
Average number of daily uses of smokeless tobacco products,Other,Sex by Age,Men 45-54,2015,Lower Bound,1.2,,,,,Men 45-54 - Other,Men,4.9
Average number of daily uses of smokeless tobacco products,Other,Sex by Age,Men 45-54,2015,Upper Bound,1.4,,,,,Men 45-54 - Other,Men,10.75
Average number of daily uses of smokeless tobacco products,Other,Sex by Age,Men 55-64,2015,Estimated,1.3,,viz_men_age,Average number of daily uses of smokeless tobacco products,,Men 55-64 - Other,Men,5.292
Average number of daily uses of smokeless tobacco products,Other,Sex by Age,Men 55-64,2015,Lower Bound,1.3,,,,,Men 55-64 - Other,Men,4.9
Average number of daily uses of smokeless tobacco products,Other,Sex by Age,Men 55-64,2015,Upper Bound,1.4,,,,,Men 55-64 - Other,Men,10.75
Average number of daily uses of smokeless tobacco products,Other,Sex by Age,Women 25-34,2015,Estimated,0.3,,viz_women_age,Average number of daily uses of smokeless tobacco products,,Women 25-34 - Other,Women,1.794
Average number of daily uses of smokeless tobacco products,Other,Sex by Age,Women 25-34,2015,Lower Bound,,,,,,Women 25-34 - Other,Women,1.793
Average number of daily uses of smokeless tobacco products,Other,Sex by Age,Women 25-34,2015,Upper Bound,,,,,,Women 25-34 - Other,Women,2.983
Average number of daily uses of smokeless tobacco products,Other,Sex by Age,Women 35-44,2015,Estimated,0.3,,viz_women_age,Average number of daily uses of smokeless tobacco products,,Women 35-44 - Other,Women,1.794
Average number of daily uses of smokeless tobacco products,Other,Sex by Age,Women 35-44,2015,Lower Bound,,,,,,Women 35-44 - Other,Women,1.793
Average number of daily uses of smokeless tobacco products,Other,Sex by Age,Women 35-44,2015,Upper Bound,,,,,,Women 35-44 - Other,Women,2.983
Average number of daily uses of smokeless tobacco products,Other,Sex by Age,Women 45-54,2015,Estimated,1,,viz_women_age,Average number of daily uses of smokeless tobacco products,,Women 45-54 - Other,Women,1.794
Average number of daily uses of smokeless tobacco products,Other,Sex by Age,Women 45-54,2015,Lower Bound,0.8,,,,,Women 45-54 - Other,Women,1.793
Average number of daily uses of smokeless tobacco products,Other,Sex by Age,Women 45-54,2015,Upper Bound,1.2,,,,,Women 45-54 - Other,Women,2.983
Average number of daily uses of smokeless tobacco products,Other,Sex by Age,Women 55-64,2015,Estimated,1.4,,viz_women_age,Average number of daily uses of smokeless tobacco products,,Women 55-64 - Other,Women,1.794
Average number of daily uses of smokeless tobacco products,Other,Sex by Age,Women 55-64,2015,Lower Bound,0.4,,,,,Women 55-64 - Other,Women,1.793
Average number of daily uses of smokeless tobacco products,Other,Sex by Age,Women 55-64,2015,Upper Bound,2.5,,,,,Women 55-64 - Other,Women,2.983
Average number of daily uses of smokeless tobacco products,Other,Sex by Area,Rural Men,2015,Estimated,,,viz_sex_area,Average number of daily uses of smokeless tobacco products,,Rural Men - Other,Men,5.292
Average number of daily uses of smokeless tobacco products,Other,Sex by Area,Rural Men,2015,Lower Bound,,,,,,Rural Men - Other,Men,4.9
Average number of daily uses of smokeless tobacco products,Other,Sex by Area,Rural Men,2015,Upper Bound,,,,,,Rural Men - Other,Men,10.75
Average number of daily uses of smokeless tobacco products,Other,Sex by Area,Rural Women,2015,Estimated,,,viz_sex_area,Average number of daily uses of smokeless tobacco products,,Rural Women - Other,Women,1.794
Average number of daily uses of smokeless tobacco products,Other,Sex by Area,Rural Women,2015,Lower Bound,,,,,,Rural Women - Other,Women,1.793
Average number of daily uses of smokeless tobacco products,Other,Sex by Area,Rural Women,2015,Upper Bound,,,,,,Rural Women - Other,Women,2.983
Average number of daily uses of smokeless tobacco products,Other,Sex by Area,Urban Men,2015,Estimated,,,viz_sex_area,Average number of daily uses of smokeless tobacco products,,Urban Men - Other,Men,5.292
Average number of daily uses of smokeless tobacco products,Other,Sex by Area,Urban Men,2015,Lower Bound,,,,,,Urban Men - Other,Men,4.9
Average number of daily uses of smokeless tobacco products,Other,Sex by Area,Urban Men,2015,Upper Bound,,,,,,Urban Men - Other,Men,10.75
Average number of daily uses of smokeless tobacco products,Other,Sex by Area,Urban Women,2015,Estimated,,,viz_sex_area,Average number of daily uses of smokeless tobacco products,,Urban Women - Other,Women,1.794
Average number of daily uses of smokeless tobacco products,Other,Sex by Area,Urban Women,2015,Lower Bound,,,,,,Urban Women - Other,Women,1.793
Average number of daily uses of smokeless tobacco products,Other,Sex by Area,Urban Women,2015,Upper Bound,,,,,,Urban Women - Other,Women,2.983
Average number of daily uses of smokeless tobacco products,Other,Total,Total,2015,Estimated,1.3,,viz_total,Average number of daily uses of smokeless tobacco products,table_total,1.Total - Other,,
Average number of daily uses of smokeless tobacco products,Other,Total,Total,2015,Lower Bound,1.3,,,,table_total,1.Total - Other,,
Average number of daily uses of smokeless tobacco products,Other,Total,Total,2015,Upper Bound,1.4,,,,table_total,1.Total - Other,,
Average number of daily uses of smokeless tobacco products,Gul,Age,25-34,2015,Estimated,5,,viz_age,Average number of daily uses of smokeless tobacco products,,"25-34 - Snuff, by mouth",Total,4.266
Average number of daily uses of smokeless tobacco products,Gul,Age,25-34,2015,Lower Bound,4.2,,,,,"25-34 - Snuff, by mouth",Total,7.5
Average number of daily uses of smokeless tobacco products,Gul,Age,25-34,2015,Upper Bound,5.9,,,,,"25-34 - Snuff, by mouth",Total,7.076
Average number of daily uses of smokeless tobacco products,Gul,Age,35-44,2015,Estimated,4.7,,viz_age,Average number of daily uses of smokeless tobacco products,,"35-44 - Snuff, by mouth",Total,4.266
Average number of daily uses of smokeless tobacco products,Gul,Age,35-44,2015,Lower Bound,4.1,,,,,"35-44 - Snuff, by mouth",Total,7.5
Average number of daily uses of smokeless tobacco products,Gul,Age,35-44,2015,Upper Bound,5.3,,,,,"35-44 - Snuff, by mouth",Total,7.076
Average number of daily uses of smokeless tobacco products,Gul,Age,45-54,2015,Estimated,4.5,,viz_age,Average number of daily uses of smokeless tobacco products,,"45-54 - Snuff, by mouth",Total,4.266
Average number of daily uses of smokeless tobacco products,Gul,Age,45-54,2015,Lower Bound,3.8,,,,,"45-54 - Snuff, by mouth",Total,7.5
Average number of daily uses of smokeless tobacco products,Gul,Age,45-54,2015,Upper Bound,5.1,,,,,"45-54 - Snuff, by mouth",Total,7.076
Average number of daily uses of smokeless tobacco products,Gul,Age,55-64,2015,Estimated,4.3,,viz_age,Average number of daily uses of smokeless tobacco products,,"55-64 - Snuff, by mouth",Total,4.266
Average number of daily uses of smokeless tobacco products,Gul,Age,55-64,2015,Lower Bound,3.3,,,,,"55-64 - Snuff, by mouth",Total,7.5
Average number of daily uses of smokeless tobacco products,Gul,Age,55-64,2015,Upper Bound,5.2,,,,,"55-64 - Snuff, by mouth",Total,7.076
Average number of daily uses of smokeless tobacco products,Gul,Age by Area,Rural 25-34,2015,Estimated,,,viz_age_area,Average number of daily uses of smokeless tobacco products,,"Rural 25-34 - Snuff, by mouth",Rural,11.59
Average number of daily uses of smokeless tobacco products,Gul,Age by Area,Rural 25-34,2015,Lower Bound,,,,,,"Rural 25-34 - Snuff, by mouth",Rural,9.727
Average number of daily uses of smokeless tobacco products,Gul,Age by Area,Rural 25-34,2015,Upper Bound,,,,,,"Rural 25-34 - Snuff, by mouth",Rural,4.266
Average number of daily uses of smokeless tobacco products,Gul,Age by Area,Rural 35-44,2015,Estimated,,,viz_age_area,Average number of daily uses of smokeless tobacco products,,"Rural 35-44 - Snuff, by mouth",Rural,11.59
Average number of daily uses of smokeless tobacco products,Gul,Age by Area,Rural 35-44,2015,Lower Bound,,,,,,"Rural 35-44 - Snuff, by mouth",Rural,9.727
Average number of daily uses of smokeless tobacco products,Gul,Age by Area,Rural 35-44,2015,Upper Bound,,,,,,"Rural 35-44 - Snuff, by mouth",Rural,4.266
Average number of daily uses of smokeless tobacco products,Gul,Age by Area,Rural 45-54,2015,Estimated,,,viz_age_area,Average number of daily uses of smokeless tobacco products,,"Rural 45-54 - Snuff, by mouth",Rural,11.59
Average number of daily uses of smokeless tobacco products,Gul,Age by Area,Rural 45-54,2015,Lower Bound,,,,,,"Rural 45-54 - Snuff, by mouth",Rural,9.727
Average number of daily uses of smokeless tobacco products,Gul,Age by Area,Rural 45-54,2015,Upper Bound,,,,,,"Rural 45-54 - Snuff, by mouth",Rural,4.266
Average number of daily uses of smokeless tobacco products,Gul,Age by Area,Rural 55-64,2015,Estimated,,,viz_age_area,Average number of daily uses of smokeless tobacco products,,"Rural 55-64 - Snuff, by mouth",Rural,11.59
Average number of daily uses of smokeless tobacco products,Gul,Age by Area,Rural 55-64,2015,Lower Bound,,,,,,"Rural 55-64 - Snuff, by mouth",Rural,9.727
Average number of daily uses of smokeless tobacco products,Gul,Age by Area,Rural 55-64,2015,Lower Bound,,,,,,"Rural 55-64 - Snuff, by mouth",Rural,9.727
Average number of daily uses of smokeless tobacco products,Gul,Age by Area,Urban 25-34,2015,Estimated,,,viz_age_area,Average number of daily uses of smokeless tobacco products,,"Urban 25-34 - Snuff, by mouth",Urban,3.004
Average number of daily uses of smokeless tobacco products,Gul,Age by Area,Urban 25-34,2015,Lower Bound,,,,,,"Urban 25-34 - Snuff, by mouth",Urban,5.463
Average number of daily uses of smokeless tobacco products,Gul,Age by Area,Urban 25-34,2015,Upper Bound,,,,,,"Urban 25-34 - Snuff, by mouth",Urban,7.65
Average number of daily uses of smokeless tobacco products,Gul,Age by Area,Urban 35-44,2015,Estimated,,,viz_age_area,Average number of daily uses of smokeless tobacco products,,"Urban 35-44 - Snuff, by mouth",Urban,3.004
Average number of daily uses of smokeless tobacco products,Gul,Age by Area,Urban 35-44,2015,Lower Bound,,,,,,"Urban 35-44 - Snuff, by mouth",Urban,5.463
Average number of daily uses of smokeless tobacco products,Gul,Age by Area,Urban 35-44,2015,Upper Bound,,,,,,"Urban 35-44 - Snuff, by mouth",Urban,7.65
Average number of daily uses of smokeless tobacco products,Gul,Age by Area,Urban 45-54,2015,Estimated,,,viz_age_area,Average number of daily uses of smokeless tobacco products,,"Urban 45-54 - Snuff, by mouth",Urban,3.004
Average number of daily uses of smokeless tobacco products,Gul,Age by Area,Urban 45-54,2015,Lower Bound,,,,,,"Urban 45-54 - Snuff, by mouth",Urban,5.463
Average number of daily uses of smokeless tobacco products,Gul,Age by Area,Urban 45-54,2015,Upper Bound,,,,,,"Urban 45-54 - Snuff, by mouth",Urban,7.65
Average number of daily uses of smokeless tobacco products,Gul,Age by Area,Urban 55-64,2015,Estimated,,,viz_age_area,Average number of daily uses of smokeless tobacco products,,"Urban 55-64 - Snuff, by mouth",Urban,3.004
Average number of daily uses of smokeless tobacco products,Gul,Age by Area,Urban 55-64,2015,Lower Bound,,,,,,"Urban 55-64 - Snuff, by mouth",Urban,5.463
Average number of daily uses of smokeless tobacco products,Gul,Age by Area,Urban 55-64,2015,Upper Bound,,,,,,"Urban 55-64 - Snuff, by mouth",Urban,7.65
Average number of daily uses of smokeless tobacco products,Gul,Area,Rural,2015,Estimated,4.28,,viz_area,Average number of daily uses of smokeless tobacco products,,"Rural - Snuff, by mouth",Total,4.266
Average number of daily uses of smokeless tobacco products,Gul,Area,Rural,2015,Lower Bound,3.99,,,,,"Rural - Snuff, by mouth",Total,7.5
Average number of daily uses of smokeless tobacco products,Gul,Area,Rural,2015,Upper Bound,4.56,,,,,"Rural - Snuff, by mouth",Total,7.076
Average number of daily uses of smokeless tobacco products,Gul,Area,Urban,2015,Estimated,4.73,,viz_area,Average number of daily uses of smokeless tobacco products,,"Urban - Snuff, by mouth",Total,4.266
Average number of daily uses of smokeless tobacco products,Gul,Area,Urban,2015,Lower Bound,4.41,,,,,"Urban - Snuff, by mouth",Total,7.5
Average number of daily uses of smokeless tobacco products,Gul,Area,Urban,2015,Upper Bound,5.04,,,,,"Urban - Snuff, by mouth",Total,7.076
Average number of daily uses of smokeless tobacco products,Gul,Sex,Men,2015,Estimated,4.3,,viz_sex,Average number of daily uses of smokeless tobacco products,table_total,"Men - Snuff, by mouth",Total,4.266
Average number of daily uses of smokeless tobacco products,Gul,Sex,Men,2015,Lower Bound,3.8,,,,table_total,"Men - Snuff, by mouth",Total,7.5
Average number of daily uses of smokeless tobacco products,Gul,Sex,Men,2015,Upper Bound,4.7,,,,table_total,"Men - Snuff, by mouth",Total,7.076
Average number of daily uses of smokeless tobacco products,Gul,Sex,Women,2015,Estimated,4.7,,viz_sex,Average number of daily uses of smokeless tobacco products,table_total,"Women - Snuff, by mouth",Total,4.266
Average number of daily uses of smokeless tobacco products,Gul,Sex,Women,2015,Lower Bound,4.2,,,,table_total,"Women - Snuff, by mouth",Total,7.5
Average number of daily uses of smokeless tobacco products,Gul,Sex,Women,2015,Upper Bound,5.2,,,,table_total,"Women - Snuff, by mouth",Total,7.076
Average number of daily uses of smokeless tobacco products,Gul,Sex by Age,Men 25-34,2015,Estimated,5.8,,viz_men_age,Average number of daily uses of smokeless tobacco products,,"Men 25-34 - Snuff, by mouth",Men,12.75
Average number of daily uses of smokeless tobacco products,Gul,Sex by Age,Men 25-34,2015,Lower Bound,4.4,,,,,"Men 25-34 - Snuff, by mouth",Men,7.193
Average number of daily uses of smokeless tobacco products,Gul,Sex by Age,Men 25-34,2015,Upper Bound,7.2,,,,,"Men 25-34 - Snuff, by mouth",Men,5.932
Average number of daily uses of smokeless tobacco products,Gul,Sex by Age,Men 35-44,2015,Estimated,4.7,,viz_men_age,Average number of daily uses of smokeless tobacco products,,"Men 35-44 - Snuff, by mouth",Men,12.75
Average number of daily uses of smokeless tobacco products,Gul,Sex by Age,Men 35-44,2015,Lower Bound,3.9,,,,,"Men 35-44 - Snuff, by mouth",Men,7.193
Average number of daily uses of smokeless tobacco products,Gul,Sex by Age,Men 35-44,2015,Upper Bound,5.5,,,,,"Men 35-44 - Snuff, by mouth",Men,5.932
Average number of daily uses of smokeless tobacco products,Gul,Sex by Age,Men 45-54,2015,Estimated,4,,viz_men_age,Average number of daily uses of smokeless tobacco products,,"Men 45-54 - Snuff, by mouth",Men,12.75
Average number of daily uses of smokeless tobacco products,Gul,Sex by Age,Men 45-54,2015,Lower Bound,3.2,,,,,"Men 45-54 - Snuff, by mouth",Men,7.193
Average number of daily uses of smokeless tobacco products,Gul,Sex by Age,Men 45-54,2015,Upper Bound,4.8,,,,,"Men 45-54 - Snuff, by mouth",Men,5.932
Average number of daily uses of smokeless tobacco products,Gul,Sex by Age,Men 55-64,2015,Estimated,3.8,,viz_men_age,Average number of daily uses of smokeless tobacco products,,"Men 55-64 - Snuff, by mouth",Men,12.75
Average number of daily uses of smokeless tobacco products,Gul,Sex by Age,Men 55-64,2015,Lower Bound,2.8,,,,,"Men 55-64 - Snuff, by mouth",Men,7.193
Average number of daily uses of smokeless tobacco products,Gul,Sex by Age,Men 55-64,2015,Upper Bound,4.8,,,,,"Men 55-64 - Snuff, by mouth",Men,5.932
Average number of daily uses of smokeless tobacco products,Gul,Sex by Age,Women 25-34,2015,Estimated,4.2,,viz_women_age,Average number of daily uses of smokeless tobacco products,,"Women 25-34 - Snuff, by mouth",Women,5.306
Average number of daily uses of smokeless tobacco products,Gul,Sex by Age,Women 25-34,2015,Lower Bound,3.2,,,,,"Women 25-34 - Snuff, by mouth",Women,3.858
Average number of daily uses of smokeless tobacco products,Gul,Sex by Age,Women 25-34,2015,Upper Bound,5.3,,,,,"Women 25-34 - Snuff, by mouth",Women,7.139
Average number of daily uses of smokeless tobacco products,Gul,Sex by Age,Women 35-44,2015,Estimated,4.6,,viz_women_age,Average number of daily uses of smokeless tobacco products,,"Women 35-44 - Snuff, by mouth",Women,5.306
Average number of daily uses of smokeless tobacco products,Gul,Sex by Age,Women 35-44,2015,Lower Bound,3.8,,,,,"Women 35-44 - Snuff, by mouth",Women,3.858
Average number of daily uses of smokeless tobacco products,Gul,Sex by Age,Women 35-44,2015,Upper Bound,5.5,,,,,"Women 35-44 - Snuff, by mouth",Women,7.139
Average number of daily uses of smokeless tobacco products,Gul,Sex by Age,Women 45-54,2015,Estimated,4.9,,viz_women_age,Average number of daily uses of smokeless tobacco products,,"Women 45-54 - Snuff, by mouth",Women,5.306
Average number of daily uses of smokeless tobacco products,Gul,Sex by Age,Women 45-54,2015,Lower Bound,4,,,,,"Women 45-54 - Snuff, by mouth",Women,3.858
Average number of daily uses of smokeless tobacco products,Gul,Sex by Age,Women 45-54,2015,Upper Bound,5.8,,,,,"Women 45-54 - Snuff, by mouth",Women,7.139
Average number of daily uses of smokeless tobacco products,Gul,Sex by Age,Women 55-64,2015,Estimated,4.9,,viz_women_age,Average number of daily uses of smokeless tobacco products,,"Women 55-64 - Snuff, by mouth",Women,5.306
Average number of daily uses of smokeless tobacco products,Gul,Sex by Age,Women 55-64,2015,Lower Bound,3.2,,,,,"Women 55-64 - Snuff, by mouth",Women,3.858
Average number of daily uses of smokeless tobacco products,Gul,Sex by Age,Women 55-64,2015,Upper Bound,6.6,,,,,"Women 55-64 - Snuff, by mouth",Women,7.139
Average number of daily uses of smokeless tobacco products,Gul,Sex by Area,Rural Men,2015,Estimated,,,viz_sex_area,Average number of daily uses of smokeless tobacco products,,"Rural Men - Snuff, by mouth",Men,12.75
Average number of daily uses of smokeless tobacco products,Gul,Sex by Area,Rural Men,2015,Lower Bound,,,,,,"Rural Men - Snuff, by mouth",Men,7.193
Average number of daily uses of smokeless tobacco products,Gul,Sex by Area,Rural Men,2015,Upper Bound,,,,,,"Rural Men - Snuff, by mouth",Men,5.932
Average number of daily uses of smokeless tobacco products,Gul,Sex by Area,Rural Women,2015,Estimated,,,viz_sex_area,Average number of daily uses of smokeless tobacco products,,"Rural Women - Snuff, by mouth",Women,5.306
