Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Table Filter,Group - Answer,Ref_group,National Reference
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex,Women,2015,Lower Bound,2,,,,table_total,Women - Average drinks per occasion,Total,10.48
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex,Women,2015,Upper Bound,3.4,,,,table_total,Women - Average drinks per occasion,Total,6.687
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex by Age,Men 18-29,2015,Estimated,6.2,,viz_men_age,Average number of standard drinks consumed on a drinking occasion among current drinkers,,Men 18-29 - Average drinks per occasion,Men,7.347
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex by Age,Men 18-29,2015,Lower Bound,5.5,,,,,Men 18-29 - Average drinks per occasion,Men,9.587
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex by Age,Men 18-29,2015,Upper Bound,6.9,,,,,Men 18-29 - Average drinks per occasion,Men,5.194
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex by Age,Men 30-49,2015,Estimated,5.6,,viz_men_age,Average number of standard drinks consumed on a drinking occasion among current drinkers,,Men 30-49 - Average drinks per occasion,Men,7.347
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex by Age,Men 30-49,2015,Lower Bound,5.2,,,,,Men 30-49 - Average drinks per occasion,Men,9.587
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex by Age,Men 30-49,2015,Upper Bound,6,,,,,Men 30-49 - Average drinks per occasion,Men,5.194
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex by Age,Men 50-69,2015,Estimated,4.2,,viz_men_age,Average number of standard drinks consumed on a drinking occasion among current drinkers,,Men 50-69 - Average drinks per occasion,Men,7.347
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex by Age,Men 50-69,2015,Lower Bound,3.7,,,,,Men 50-69 - Average drinks per occasion,Men,9.587
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex by Age,Men 50-69,2015,Upper Bound,4.7,,,,,Men 50-69 - Average drinks per occasion,Men,5.194
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex by Age,Men  18-69,2015,Estimated,5.5,,viz_men_age,Average number of standard drinks consumed on a drinking occasion among current drinkers,,Men  18-69 - Average drinks per occasion,Men,7.347
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex by Age,Men  18-69,2015,Lower Bound,5.2,,,,,Men  18-69 - Average drinks per occasion,Men,9.587
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex by Age,Men  18-69,2015,Upper Bound,5.9,,,,,Men  18-69 - Average drinks per occasion,Men,5.194
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex by Age,Women 18-29,2015,Estimated,4,,viz_women_age,Average number of standard drinks consumed on a drinking occasion among current drinkers,,Women 18-29 - Average drinks per occasion,Women,8.089
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex by Age,Women 18-29,2015,Lower Bound,1.9,,,,,Women 18-29 - Average drinks per occasion,Women,3.912
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex by Age,Women 18-29,2015,Upper Bound,6.1,,,,,Women 18-29 - Average drinks per occasion,Women,1.166
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex by Age,Women 30-49,2015,Estimated,1.9,,viz_women_age,Average number of standard drinks consumed on a drinking occasion among current drinkers,,Women 30-49 - Average drinks per occasion,Women,8.089
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex by Age,Women 30-49,2015,Lower Bound,1.7,,,,,Women 30-49 - Average drinks per occasion,Women,3.912
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex by Age,Women 30-49,2015,Upper Bound,2.2,,,,,Women 30-49 - Average drinks per occasion,Women,1.166
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex by Age,Women 50-69,2015,Estimated,3,,viz_women_age,Average number of standard drinks consumed on a drinking occasion among current drinkers,,Women 50-69 - Average drinks per occasion,Women,8.089
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex by Age,Women 50-69,2015,Lower Bound,1.5,,,,,Women 50-69 - Average drinks per occasion,Women,3.912
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex by Age,Women 50-69,2015,Upper Bound,4.6,,,,,Women 50-69 - Average drinks per occasion,Women,1.166
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex by Age,Women  18-69,2015,Estimated,2.7,,viz_women_age,Average number of standard drinks consumed on a drinking occasion among current drinkers,,Women  18-69 - Average drinks per occasion,Women,8.089
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex by Age,Women  18-69,2015,Lower Bound,2,,,,,Women  18-69 - Average drinks per occasion,Women,3.912
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex by Age,Women  18-69,2015,Upper Bound,3.4,,,,,Women  18-69 - Average drinks per occasion,Women,1.166
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex by Area,Rural Men,2015,Estimated,,,viz_sex_area,Average number of standard drinks consumed on a drinking occasion among current drinkers,,Rural Men - Average drinks per occasion,Men,7.347
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex by Area,Rural Men,2015,Lower Bound,,,,,,Rural Men - Average drinks per occasion,Men,9.587
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex by Area,Rural Men,2015,Upper Bound,,,,,,Rural Men - Average drinks per occasion,Men,5.194
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex by Area,Rural Women,2015,Estimated,,,viz_sex_area,Average number of standard drinks consumed on a drinking occasion among current drinkers,,Rural Women - Average drinks per occasion,Women,8.089
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex by Area,Rural Women,2015,Lower Bound,,,,,,Rural Women - Average drinks per occasion,Women,3.912
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex by Area,Rural Women,2015,Upper Bound,,,,,,Rural Women - Average drinks per occasion,Women,1.166
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex by Area,Urban Men,2015,Estimated,,,viz_sex_area,Average number of standard drinks consumed on a drinking occasion among current drinkers,,Urban Men - Average drinks per occasion,Men,7.347
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex by Area,Urban Men,2015,Lower Bound,,,,,,Urban Men - Average drinks per occasion,Men,9.587
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex by Area,Urban Men,2015,Upper Bound,,,,,,Urban Men - Average drinks per occasion,Men,5.194
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex by Area,Urban Women,2015,Estimated,,,viz_sex_area,Average number of standard drinks consumed on a drinking occasion among current drinkers,,Urban Women - Average drinks per occasion,Women,8.089
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex by Area,Urban Women,2015,Lower Bound,,,,,,Urban Women - Average drinks per occasion,Women,3.912
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Sex by Area,Urban Women,2015,Upper Bound,,,,,,Urban Women - Average drinks per occasion,Women,1.166
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Total,Total,2015,Estimated,5.2,,viz_total,Average number of standard drinks consumed on a drinking occasion among current drinkers,table_total,1.Total - Average drinks per occasion,,
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Total,Total,2015,Lower Bound,4.8,,,,table_total,1.Total - Average drinks per occasion,,
Average number of standard drinks consumed on a drinking occasion among current drinkers,Average drinks per occasion,Total,Total,2015,Upper Bound,5.5,,,,table_total,1.Total - Average drinks per occasion,,
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Age,18-29,2015,Estimated,4.4,,viz_age,Average number of times on which current drinkers consumed six or more drinks on a single occasion,,18-29 - Average times with six or more drinks,Total,5.038
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Age,18-29,2015,Lower Bound,3.5,,,,,18-29 - Average times with six or more drinks,Total,10.48
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Age,18-29,2015,Upper Bound,5.2,,,,,18-29 - Average times with six or more drinks,Total,6.687
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Age,30-49,2015,Estimated,6.2,,viz_age,Average number of times on which current drinkers consumed six or more drinks on a single occasion,,30-49 - Average times with six or more drinks,Total,5.038
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Age,30-49,2015,Lower Bound,5.4,,,,,30-49 - Average times with six or more drinks,Total,10.48
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Age,30-49,2015,Upper Bound,7.1,,,,,30-49 - Average times with six or more drinks,Total,6.687
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Age,50-69,2015,Estimated,7.5,,viz_age,Average number of times on which current drinkers consumed six or more drinks on a single occasion,,50-69 - Average times with six or more drinks,Total,5.038
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Age,50-69,2015,Lower Bound,5.7,,,,,50-69 - Average times with six or more drinks,Total,10.48
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Age,50-69,2015,Upper Bound,9.3,,,,,50-69 - Average times with six or more drinks,Total,6.687
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Age, 18-69,2015,Estimated,5.7,,viz_age,Average number of times on which current drinkers consumed six or more drinks on a single occasion,, 18-69 - Average times with six or more drinks,Total,5.038
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Age, 18-69,2015,Lower Bound,5.1,,,,, 18-69 - Average times with six or more drinks,Total,10.48
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Age, 18-69,2015,Upper Bound,6.3,,,,, 18-69 - Average times with six or more drinks,Total,6.687
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Age by Area,Rural 18-29,2015,Estimated,,,viz_age_area,Average number of times on which current drinkers consumed six or more drinks on a single occasion,,Rural 18-29 - Average times with six or more drinks,Rural,12.27
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Age by Area,Rural 18-29,2015,Lower Bound,,,,,,Rural 18-29 - Average times with six or more drinks,Rural,7.347
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Age by Area,Rural 18-29,2015,Upper Bound,,,,,,Rural 18-29 - Average times with six or more drinks,Rural,9.587
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Age by Area,Rural 30-49,2015,Estimated,,,viz_age_area,Average number of times on which current drinkers consumed six or more drinks on a single occasion,,Rural 30-49 - Average times with six or more drinks,Rural,12.27
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Age by Area,Rural 30-49,2015,Lower Bound,,,,,,Rural 30-49 - Average times with six or more drinks,Rural,7.347
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Age by Area,Rural 30-49,2015,Upper Bound,,,,,,Rural 30-49 - Average times with six or more drinks,Rural,9.587
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Age by Area,Rural 50-69,2015,Estimated,,,viz_age_area,Average number of times on which current drinkers consumed six or more drinks on a single occasion,,Rural 50-69 - Average times with six or more drinks,Rural,12.27
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Age by Area,Rural 50-69,2015,Lower Bound,,,,,,Rural 50-69 - Average times with six or more drinks,Rural,7.347
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Age by Area,Rural 50-69,2015,Upper Bound,,,,,,Rural 50-69 - Average times with six or more drinks,Rural,9.587
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Age by Area,Rural  18-69,2015,Estimated,,,viz_age_area,Average number of times on which current drinkers consumed six or more drinks on a single occasion,,Rural  18-69 - Average times with six or more drinks,Rural,12.27
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Age by Area,Rural  18-69,2015,Lower Bound,,,,,,Rural  18-69 - Average times with six or more drinks,Rural,7.347
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Age by Area,Rural  18-69,2015,Lower Bound,,,,,,Rural  18-69 - Average times with six or more drinks,Rural,7.347
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Age by Area,Urban 18-29,2015,Estimated,,,viz_age_area,Average number of times on which current drinkers consumed six or more drinks on a single occasion,,Urban 18-29 - Average times with six or more drinks,Urban,10.49
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Age by Area,Urban 18-29,2015,Lower Bound,,,,,,Urban 18-29 - Average times with six or more drinks,Urban,5.038
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Age by Area,Urban 18-29,2015,Upper Bound,,,,,,Urban 18-29 - Average times with six or more drinks,Urban,10.48
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Age by Area,Urban 30-49,2015,Estimated,,,viz_age_area,Average number of times on which current drinkers consumed six or more drinks on a single occasion,,Urban 30-49 - Average times with six or more drinks,Urban,10.49
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Age by Area,Urban 30-49,2015,Lower Bound,,,,,,Urban 30-49 - Average times with six or more drinks,Urban,5.038
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Age by Area,Urban 30-49,2015,Upper Bound,,,,,,Urban 30-49 - Average times with six or more drinks,Urban,10.48
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Age by Area,Urban 50-69,2015,Estimated,,,viz_age_area,Average number of times on which current drinkers consumed six or more drinks on a single occasion,,Urban 50-69 - Average times with six or more drinks,Urban,10.49
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Age by Area,Urban 50-69,2015,Lower Bound,,,,,,Urban 50-69 - Average times with six or more drinks,Urban,5.038
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Age by Area,Urban 50-69,2015,Upper Bound,,,,,,Urban 50-69 - Average times with six or more drinks,Urban,10.48
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Age by Area,Urban  18-69,2015,Estimated,,,viz_age_area,Average number of times on which current drinkers consumed six or more drinks on a single occasion,,Urban  18-69 - Average times with six or more drinks,Urban,10.49
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Age by Area,Urban  18-69,2015,Lower Bound,,,,,,Urban  18-69 - Average times with six or more drinks,Urban,5.038
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Age by Area,Urban  18-69,2015,Upper Bound,,,,,,Urban  18-69 - Average times with six or more drinks,Urban,10.48
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Area,Rural,2015,Estimated,5.8,,viz_area,Average number of times on which current drinkers consumed six or more drinks on a single occasion,,Rural - Average times with six or more drinks,Total,5.038
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Area,Rural,2015,Lower Bound,5,,,,,Rural - Average times with six or more drinks,Total,10.48
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Area,Rural,2015,Upper Bound,6.5,,,,,Rural - Average times with six or more drinks,Total,6.687
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Area,Urban,2015,Estimated,5.7,,viz_area,Average number of times on which current drinkers consumed six or more drinks on a single occasion,,Urban - Average times with six or more drinks,Total,5.038
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Area,Urban,2015,Lower Bound,4.7,,,,,Urban - Average times with six or more drinks,Total,10.48
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Area,Urban,2015,Upper Bound,6.6,,,,,Urban - Average times with six or more drinks,Total,6.687
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex,Men,2015,Estimated,5.8,,viz_sex,Average number of times on which current drinkers consumed six or more drinks on a single occasion,table_total,Men - Average times with six or more drinks,Total,5.038
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex,Men,2015,Lower Bound,52.2,,,,table_total,Men - Average times with six or more drinks,Total,10.48
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex,Men,2015,Upper Bound,6,,,,table_total,Men - Average times with six or more drinks,Total,6.687
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex,Women,2015,Estimated,4.7,,viz_sex,Average number of times on which current drinkers consumed six or more drinks on a single occasion,table_total,Women - Average times with six or more drinks,Total,5.038
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex,Women,2015,Lower Bound,,,,,table_total,Women - Average times with six or more drinks,Total,10.48
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex,Women,2015,Upper Bound,,,,,table_total,Women - Average times with six or more drinks,Total,6.687
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex by Age,Men 18-29,2015,Estimated,4.4,,viz_men_age,Average number of times on which current drinkers consumed six or more drinks on a single occasion,,Men 18-29 - Average times with six or more drinks,Men,7.347
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex by Age,Men 18-29,2015,Lower Bound,3.5,,,,,Men 18-29 - Average times with six or more drinks,Men,9.587
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex by Age,Men 18-29,2015,Upper Bound,5.2,,,,,Men 18-29 - Average times with six or more drinks,Men,5.194
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex by Age,Men 30-49,2015,Estimated,6.3,,viz_men_age,Average number of times on which current drinkers consumed six or more drinks on a single occasion,,Men 30-49 - Average times with six or more drinks,Men,7.347
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex by Age,Men 30-49,2015,Lower Bound,5.4,,,,,Men 30-49 - Average times with six or more drinks,Men,9.587
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex by Age,Men 30-49,2015,Upper Bound,7.1,,,,,Men 30-49 - Average times with six or more drinks,Men,5.194
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex by Age,Men 50-69,2015,Estimated,7.4,,viz_men_age,Average number of times on which current drinkers consumed six or more drinks on a single occasion,,Men 50-69 - Average times with six or more drinks,Men,7.347
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex by Age,Men 50-69,2015,Lower Bound,5.6,,,,,Men 50-69 - Average times with six or more drinks,Men,9.587
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex by Age,Men 50-69,2015,Upper Bound,9.3,,,,,Men 50-69 - Average times with six or more drinks,Men,5.194
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex by Age,Men  18-69,2015,Estimated,5.8,,viz_men_age,Average number of times on which current drinkers consumed six or more drinks on a single occasion,,Men  18-69 - Average times with six or more drinks,Men,7.347
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex by Age,Men  18-69,2015,Lower Bound,5.2,,,,,Men  18-69 - Average times with six or more drinks,Men,9.587
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex by Age,Men  18-69,2015,Upper Bound,6.4,,,,,Men  18-69 - Average times with six or more drinks,Men,5.194
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex by Age,Women 18-29,2015,Estimated,4.6,,viz_women_age,Average number of times on which current drinkers consumed six or more drinks on a single occasion,,Women 18-29 - Average times with six or more drinks,Women,8.089
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex by Age,Women 18-29,2015,Lower Bound,,,,,,Women 18-29 - Average times with six or more drinks,Women,3.912
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex by Age,Women 18-29,2015,Upper Bound,,,,,,Women 18-29 - Average times with six or more drinks,Women,1.166
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex by Age,Women 30-49,2015,Estimated,2.2,,viz_women_age,Average number of times on which current drinkers consumed six or more drinks on a single occasion,,Women 30-49 - Average times with six or more drinks,Women,8.089
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex by Age,Women 30-49,2015,Lower Bound,,,,,,Women 30-49 - Average times with six or more drinks,Women,3.912
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex by Age,Women 30-49,2015,Upper Bound,,,,,,Women 30-49 - Average times with six or more drinks,Women,1.166
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex by Age,Women 50-69,2015,Estimated,11.5,,viz_women_age,Average number of times on which current drinkers consumed six or more drinks on a single occasion,,Women 50-69 - Average times with six or more drinks,Women,8.089
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex by Age,Women 50-69,2015,Lower Bound,,,,,,Women 50-69 - Average times with six or more drinks,Women,3.912
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex by Age,Women 50-69,2015,Upper Bound,,,,,,Women 50-69 - Average times with six or more drinks,Women,1.166
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex by Age,Women  18-69,2015,Estimated,4.7,,viz_women_age,Average number of times on which current drinkers consumed six or more drinks on a single occasion,,Women  18-69 - Average times with six or more drinks,Women,8.089
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex by Age,Women  18-69,2015,Lower Bound,,,,,,Women  18-69 - Average times with six or more drinks,Women,3.912
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex by Age,Women  18-69,2015,Upper Bound,,,,,,Women  18-69 - Average times with six or more drinks,Women,1.166
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex by Area,Rural Men,2015,Estimated,5.8,,viz_sex_area,Average number of times on which current drinkers consumed six or more drinks on a single occasion,,Rural Men - Average times with six or more drinks,Men,7.347
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex by Area,Rural Men,2015,Lower Bound,5,,,,,Rural Men - Average times with six or more drinks,Men,9.587
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex by Area,Rural Men,2015,Upper Bound,6.5,,,,,Rural Men - Average times with six or more drinks,Men,5.194
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex by Area,Rural Women,2015,Estimated,4.5,,viz_sex_area,Average number of times on which current drinkers consumed six or more drinks on a single occasion,,Rural Women - Average times with six or more drinks,Women,8.089
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex by Area,Rural Women,2015,Lower Bound,,,,,,Rural Women - Average times with six or more drinks,Women,3.912
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex by Area,Rural Women,2015,Upper Bound,,,,,,Rural Women - Average times with six or more drinks,Women,1.166
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex by Area,Urban Men,2015,Estimated,5.7,,viz_sex_area,Average number of times on which current drinkers consumed six or more drinks on a single occasion,,Urban Men - Average times with six or more drinks,Men,7.347
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex by Area,Urban Men,2015,Lower Bound,4.7,,,,,Urban Men - Average times with six or more drinks,Men,9.587
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex by Area,Urban Men,2015,Upper Bound,6.7,,,,,Urban Men - Average times with six or more drinks,Men,5.194
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex by Area,Urban Women,2015,Estimated,4.9,,viz_sex_area,Average number of times on which current drinkers consumed six or more drinks on a single occasion,,Urban Women - Average times with six or more drinks,Women,8.089
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex by Area,Urban Women,2015,Lower Bound,,,,,,Urban Women - Average times with six or more drinks,Women,3.912
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Sex by Area,Urban Women,2015,Upper Bound,,,,,,Urban Women - Average times with six or more drinks,Women,1.166
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Total,Total,2015,Estimated,5.7,,viz_total,Average number of times on which current drinkers consumed six or more drinks on a single occasion,table_total,1.Total - Average times with six or more drinks,,
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Total,Total,2015,Lower Bound,5.1,,,,table_total,1.Total - Average times with six or more drinks,,
Average number of times on which current drinkers consumed six or more drinks on a single occasion,Average times with six or more drinks,Total,Total,2015,Upper Bound,6.3,,,,table_total,1.Total - Average times with six or more drinks,,
Frequency of days of alcohol consumption among current drinkers,1.Daily,Age,18-29,2015,Estimated,2.1,,viz_age,Frequency of days of alcohol consumption among current drinkers,,18-29 - Daily,Total,7.204
Frequency of days of alcohol consumption among current drinkers,1.Daily,Age,18-29,2015,Lower Bound,0.4,,,,,18-29 - Daily,Total,12.27
Frequency of days of alcohol consumption among current drinkers,1.Daily,Age,18-29,2015,Upper Bound,3.8,,,,,18-29 - Daily,Total,7.347
Frequency of days of alcohol consumption among current drinkers,1.Daily,Age,30-49,2015,Estimated,15.2,,viz_age,Frequency of days of alcohol consumption among current drinkers,,30-49 - Daily,Total,7.204
Frequency of days of alcohol consumption among current drinkers,1.Daily,Age,30-49,2015,Lower Bound,11.6,,,,,30-49 - Daily,Total,12.27
Frequency of days of alcohol consumption among current drinkers,1.Daily,Age,30-49,2015,Upper Bound,18.8,,,,,30-49 - Daily,Total,7.347
Frequency of days of alcohol consumption among current drinkers,1.Daily,Age,50-69,2015,Estimated,29.9,,viz_age,Frequency of days of alcohol consumption among current drinkers,,50-69 - Daily,Total,7.204
Frequency of days of alcohol consumption among current drinkers,1.Daily,Age,50-69,2015,Lower Bound,24.7,,,,,50-69 - Daily,Total,12.27
Frequency of days of alcohol consumption among current drinkers,1.Daily,Age,50-69,2015,Upper Bound,35.1,,,,,50-69 - Daily,Total,7.347
Frequency of days of alcohol consumption among current drinkers,1.Daily,Age, 18-69,2015,Estimated,14,,viz_age,Frequency of days of alcohol consumption among current drinkers,, 18-69 - Daily,Total,7.204
Frequency of days of alcohol consumption among current drinkers,1.Daily,Age, 18-69,2015,Lower Bound,11.7,,,,, 18-69 - Daily,Total,12.27
