Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Table Filter,Group - Answer,Ref_group,National Reference
Average number of servings of vegetables per day,Average servings of vegetables,Age by Area,Urban  18-69,2015,Lower Bound,,,,,,Urban  18-69 - Average servings of vegetables,Urban,10.07
Average number of servings of vegetables per day,Average servings of vegetables,Age by Area,Urban  18-69,2015,Upper Bound,,,,,,Urban  18-69 - Average servings of vegetables,Urban,4.818
Average number of servings of vegetables per day,Average servings of vegetables,Area,Rural,2015,Estimated,2.95,,viz_area,Average number of servings of vegetables per day,,Rural - Average servings of vegetables,Total,12.7
Average number of servings of vegetables per day,Average servings of vegetables,Area,Rural,2015,Lower Bound,2.85,,,,,Rural - Average servings of vegetables,Total,11.57
Average number of servings of vegetables per day,Average servings of vegetables,Area,Rural,2015,Upper Bound,3.04,,,,,Rural - Average servings of vegetables,Total,7.359
Average number of servings of vegetables per day,Average servings of vegetables,Area,Urban,2015,Estimated,3.26,,viz_area,Average number of servings of vegetables per day,,Urban - Average servings of vegetables,Total,12.7
Average number of servings of vegetables per day,Average servings of vegetables,Area,Urban,2015,Lower Bound,3.15,,,,,Urban - Average servings of vegetables,Total,11.57
Average number of servings of vegetables per day,Average servings of vegetables,Area,Urban,2015,Upper Bound,3.36,,,,,Urban - Average servings of vegetables,Total,7.359
Average number of servings of vegetables per day,Average servings of vegetables,Sex,Men,2015,Estimated,3.1,,viz_sex,Average number of servings of vegetables per day,table_total,Men - Average servings of vegetables,Total,12.7
Average number of servings of vegetables per day,Average servings of vegetables,Sex,Men,2015,Lower Bound,2.9,,,,table_total,Men - Average servings of vegetables,Total,11.57
Average number of servings of vegetables per day,Average servings of vegetables,Sex,Men,2015,Upper Bound,3.2,,,,table_total,Men - Average servings of vegetables,Total,7.359
Average number of servings of vegetables per day,Average servings of vegetables,Sex,Women,2015,Estimated,3.1,,viz_sex,Average number of servings of vegetables per day,table_total,Women - Average servings of vegetables,Total,12.7
Average number of servings of vegetables per day,Average servings of vegetables,Sex,Women,2015,Lower Bound,3,,,,table_total,Women - Average servings of vegetables,Total,11.57
Average number of servings of vegetables per day,Average servings of vegetables,Sex,Women,2015,Upper Bound,3.2,,,,table_total,Women - Average servings of vegetables,Total,7.359
Average number of servings of vegetables per day,Average servings of vegetables,Sex by Age,Men 18-29,2015,Estimated,3.1,,viz_men_age,Average number of servings of vegetables per day,,Men 18-29 - Average servings of vegetables,Men,11.56
Average number of servings of vegetables per day,Average servings of vegetables,Sex by Age,Men 18-29,2015,Lower Bound,2.8,,,,,Men 18-29 - Average servings of vegetables,Men,4.912
Average number of servings of vegetables per day,Average servings of vegetables,Sex by Age,Men 18-29,2015,Upper Bound,3.4,,,,,Men 18-29 - Average servings of vegetables,Men,7.227
Average number of servings of vegetables per day,Average servings of vegetables,Sex by Age,Men 30-49,2015,Estimated,3,,viz_men_age,Average number of servings of vegetables per day,,Men 30-49 - Average servings of vegetables,Men,11.56
Average number of servings of vegetables per day,Average servings of vegetables,Sex by Age,Men 30-49,2015,Lower Bound,2.8,,,,,Men 30-49 - Average servings of vegetables,Men,4.912
Average number of servings of vegetables per day,Average servings of vegetables,Sex by Age,Men 30-49,2015,Upper Bound,3.2,,,,,Men 30-49 - Average servings of vegetables,Men,7.227
Average number of servings of vegetables per day,Average servings of vegetables,Sex by Age,Men 50-69,2015,Estimated,3.1,,viz_men_age,Average number of servings of vegetables per day,,Men 50-69 - Average servings of vegetables,Men,11.56
Average number of servings of vegetables per day,Average servings of vegetables,Sex by Age,Men 50-69,2015,Lower Bound,2.9,,,,,Men 50-69 - Average servings of vegetables,Men,4.912
Average number of servings of vegetables per day,Average servings of vegetables,Sex by Age,Men 50-69,2015,Upper Bound,3.3,,,,,Men 50-69 - Average servings of vegetables,Men,7.227
Average number of servings of vegetables per day,Average servings of vegetables,Sex by Age,Men  18-69,2015,Estimated,3.1,,viz_men_age,Average number of servings of vegetables per day,,Men  18-69 - Average servings of vegetables,Men,11.56
Average number of servings of vegetables per day,Average servings of vegetables,Sex by Age,Men  18-69,2015,Lower Bound,2.9,,,,,Men  18-69 - Average servings of vegetables,Men,4.912
Average number of servings of vegetables per day,Average servings of vegetables,Sex by Age,Men  18-69,2015,Upper Bound,3.2,,,,,Men  18-69 - Average servings of vegetables,Men,7.227
Average number of servings of vegetables per day,Average servings of vegetables,Sex by Age,Women 18-29,2015,Estimated,3.1,,viz_women_age,Average number of servings of vegetables per day,,Women 18-29 - Average servings of vegetables,Women,8.055
Average number of servings of vegetables per day,Average servings of vegetables,Sex by Age,Women 18-29,2015,Lower Bound,2.8,,,,,Women 18-29 - Average servings of vegetables,Women,10.71
Average number of servings of vegetables per day,Average servings of vegetables,Sex by Age,Women 18-29,2015,Upper Bound,3.3,,,,,Women 18-29 - Average servings of vegetables,Women,7.303
Average number of servings of vegetables per day,Average servings of vegetables,Sex by Age,Women 30-49,2015,Estimated,3.2,,viz_women_age,Average number of servings of vegetables per day,,Women 30-49 - Average servings of vegetables,Women,8.055
Average number of servings of vegetables per day,Average servings of vegetables,Sex by Age,Women 30-49,2015,Lower Bound,3,,,,,Women 30-49 - Average servings of vegetables,Women,10.71
Average number of servings of vegetables per day,Average servings of vegetables,Sex by Age,Women 30-49,2015,Upper Bound,3.3,,,,,Women 30-49 - Average servings of vegetables,Women,7.303
Average number of servings of vegetables per day,Average servings of vegetables,Sex by Age,Women 50-69,2015,Estimated,3,,viz_women_age,Average number of servings of vegetables per day,,Women 50-69 - Average servings of vegetables,Women,8.055
Average number of servings of vegetables per day,Average servings of vegetables,Sex by Age,Women 50-69,2015,Lower Bound,2.8,,,,,Women 50-69 - Average servings of vegetables,Women,10.71
Average number of servings of vegetables per day,Average servings of vegetables,Sex by Age,Women 50-69,2015,Upper Bound,3.2,,,,,Women 50-69 - Average servings of vegetables,Women,7.303
Average number of servings of vegetables per day,Average servings of vegetables,Sex by Age,Women  18-69,2015,Estimated,3.1,,viz_women_age,Average number of servings of vegetables per day,,Women  18-69 - Average servings of vegetables,Women,8.055
Average number of servings of vegetables per day,Average servings of vegetables,Sex by Age,Women  18-69,2015,Lower Bound,3,,,,,Women  18-69 - Average servings of vegetables,Women,10.71
Average number of servings of vegetables per day,Average servings of vegetables,Sex by Age,Women  18-69,2015,Upper Bound,3.2,,,,,Women  18-69 - Average servings of vegetables,Women,7.303
Average number of servings of vegetables per day,Average servings of vegetables,Sex by Area,Rural Men,2015,Estimated,,,viz_sex_area,Average number of servings of vegetables per day,,Rural Men - Average servings of vegetables,Men,11.56
Average number of servings of vegetables per day,Average servings of vegetables,Sex by Area,Rural Men,2015,Lower Bound,,,,,,Rural Men - Average servings of vegetables,Men,4.912
Average number of servings of vegetables per day,Average servings of vegetables,Sex by Area,Rural Men,2015,Upper Bound,,,,,,Rural Men - Average servings of vegetables,Men,7.227
Average number of servings of vegetables per day,Average servings of vegetables,Sex by Area,Rural Women,2015,Estimated,,,viz_sex_area,Average number of servings of vegetables per day,,Rural Women - Average servings of vegetables,Women,8.055
Average number of servings of vegetables per day,Average servings of vegetables,Sex by Area,Rural Women,2015,Lower Bound,,,,,,Rural Women - Average servings of vegetables,Women,10.71
Average number of servings of vegetables per day,Average servings of vegetables,Sex by Area,Rural Women,2015,Upper Bound,,,,,,Rural Women - Average servings of vegetables,Women,7.303
Average number of servings of vegetables per day,Average servings of vegetables,Sex by Area,Urban Men,2015,Estimated,,,viz_sex_area,Average number of servings of vegetables per day,,Urban Men - Average servings of vegetables,Men,11.56
Average number of servings of vegetables per day,Average servings of vegetables,Sex by Area,Urban Men,2015,Lower Bound,,,,,,Urban Men - Average servings of vegetables,Men,4.912
Average number of servings of vegetables per day,Average servings of vegetables,Sex by Area,Urban Men,2015,Upper Bound,,,,,,Urban Men - Average servings of vegetables,Men,7.227
Average number of servings of vegetables per day,Average servings of vegetables,Sex by Area,Urban Women,2015,Estimated,,,viz_sex_area,Average number of servings of vegetables per day,,Urban Women - Average servings of vegetables,Women,8.055
Average number of servings of vegetables per day,Average servings of vegetables,Sex by Area,Urban Women,2015,Lower Bound,,,,,,Urban Women - Average servings of vegetables,Women,10.71
Average number of servings of vegetables per day,Average servings of vegetables,Sex by Area,Urban Women,2015,Upper Bound,,,,,,Urban Women - Average servings of vegetables,Women,7.303
Average number of servings of vegetables per day,Average servings of vegetables,Total,Total,2015,Estimated,3.1,,viz_total,Average number of servings of vegetables per day,table_total,1.Total - Average servings of vegetables,,
Average number of servings of vegetables per day,Average servings of vegetables,Total,Total,2015,Lower Bound,3,,,,table_total,1.Total - Average servings of vegetables,,
Average number of servings of vegetables per day,Average servings of vegetables,Total,Total,2015,Upper Bound,3.2,,,,table_total,1.Total - Average servings of vegetables,,
Percentage by number of servings of fruit and/or vegetables per day,0,Age,18-29,2015,Estimated,2.6,110093682,viz_age,Percentage by number of servings of fruit and/or vegetables per day,,18-29 - 0,Total,54.25
Percentage by number of servings of fruit and/or vegetables per day,0,Age,18-29,2015,Lower Bound,1.1,19440656,,,,18-29 - 0,Total,90.04
Percentage by number of servings of fruit and/or vegetables per day,0,Age,18-29,2015,Upper Bound,4,29364907,,,,18-29 - 0,Total,9.286
Percentage by number of servings of fruit and/or vegetables per day,0,Age,30-49,2015,Estimated,2.6,92259692,viz_age,Percentage by number of servings of fruit and/or vegetables per day,,30-49 - 0,Total,54.25
Percentage by number of servings of fruit and/or vegetables per day,0,Age,30-49,2015,Lower Bound,1.4,67047398,,,,30-49 - 0,Total,90.04
Percentage by number of servings of fruit and/or vegetables per day,0,Age,30-49,2015,Upper Bound,3.7,111280142,,,,30-49 - 0,Total,9.286
Percentage by number of servings of fruit and/or vegetables per day,0,Age,50-69,2015,Estimated,2.2,113813731,viz_age,Percentage by number of servings of fruit and/or vegetables per day,,50-69 - 0,Total,54.25
Percentage by number of servings of fruit and/or vegetables per day,0,Age,50-69,2015,Lower Bound,1.3,63858785,,,,50-69 - 0,Total,90.04
Percentage by number of servings of fruit and/or vegetables per day,0,Age,50-69,2015,Upper Bound,3.2,57617506,,,,50-69 - 0,Total,9.286
Percentage by number of servings of fruit and/or vegetables per day,0,Age, 18-69,2015,Estimated,2.5,38621773,viz_age,Percentage by number of servings of fruit and/or vegetables per day,, 18-69 - 0,Total,54.25
Percentage by number of servings of fruit and/or vegetables per day,0,Age, 18-69,2015,Lower Bound,1.7,16041940,,,, 18-69 - 0,Total,90.04
Percentage by number of servings of fruit and/or vegetables per day,0,Age, 18-69,2015,Upper Bound,3.3,89182309,,,, 18-69 - 0,Total,9.286
Percentage by number of servings of fruit and/or vegetables per day,0,Age by Area,Rural 18-29,2015,Estimated,,97030253,viz_age_area,Percentage by number of servings of fruit and/or vegetables per day,,Rural 18-29 - 0,Rural,46.38
Percentage by number of servings of fruit and/or vegetables per day,0,Age by Area,Rural 18-29,2015,Lower Bound,,63500375,,,,Rural 18-29 - 0,Rural,74.65
Percentage by number of servings of fruit and/or vegetables per day,0,Age by Area,Rural 18-29,2015,Upper Bound,,121785265,,,,Rural 18-29 - 0,Rural,54.25
Percentage by number of servings of fruit and/or vegetables per day,0,Age by Area,Rural 30-49,2015,Estimated,,59891556,viz_age_area,Percentage by number of servings of fruit and/or vegetables per day,,Rural 30-49 - 0,Rural,46.38
Percentage by number of servings of fruit and/or vegetables per day,0,Age by Area,Rural 30-49,2015,Lower Bound,,13903838,,,,Rural 30-49 - 0,Rural,74.65
Percentage by number of servings of fruit and/or vegetables per day,0,Age by Area,Rural 30-49,2015,Upper Bound,,79616468,,,,Rural 30-49 - 0,Rural,54.25
Percentage by number of servings of fruit and/or vegetables per day,0,Age by Area,Rural 50-69,2015,Estimated,,9736395,viz_age_area,Percentage by number of servings of fruit and/or vegetables per day,,Rural 50-69 - 0,Rural,46.38
Percentage by number of servings of fruit and/or vegetables per day,0,Age by Area,Rural 50-69,2015,Lower Bound,,97030253,,,,Rural 50-69 - 0,Rural,74.65
Percentage by number of servings of fruit and/or vegetables per day,0,Age by Area,Rural 50-69,2015,Upper Bound,,63500375,,,,Rural 50-69 - 0,Rural,54.25
Percentage by number of servings of fruit and/or vegetables per day,0,Age by Area,Rural  18-69,2015,Estimated,,29364907,viz_age_area,Percentage by number of servings of fruit and/or vegetables per day,,Rural  18-69 - 0,Rural,46.38
Percentage by number of servings of fruit and/or vegetables per day,0,Age by Area,Rural  18-69,2015,Lower Bound,,59891556,,,,Rural  18-69 - 0,Rural,74.65
Percentage by number of servings of fruit and/or vegetables per day,0,Age by Area,Rural  18-69,2015,Lower Bound,,13903838,,,,Rural  18-69 - 0,Rural,74.65
Percentage by number of servings of fruit and/or vegetables per day,0,Age by Area,Urban 18-29,2015,Estimated,,13804967,viz_age_area,Percentage by number of servings of fruit and/or vegetables per day,,Urban 18-29 - 0,Urban,50.27
Percentage by number of servings of fruit and/or vegetables per day,0,Age by Area,Urban 18-29,2015,Lower Bound,,2508870,,,,Urban 18-29 - 0,Urban,89.08
Percentage by number of servings of fruit and/or vegetables per day,0,Age by Area,Urban 18-29,2015,Upper Bound,,23593269,,,,Urban 18-29 - 0,Urban,15.73
Percentage by number of servings of fruit and/or vegetables per day,0,Age by Area,Urban 30-49,2015,Estimated,,46444999,viz_age_area,Percentage by number of servings of fruit and/or vegetables per day,,Urban 30-49 - 0,Urban,50.27
Percentage by number of servings of fruit and/or vegetables per day,0,Age by Area,Urban 30-49,2015,Lower Bound,,82916312,,,,Urban 30-49 - 0,Urban,89.08
Percentage by number of servings of fruit and/or vegetables per day,0,Age by Area,Urban 30-49,2015,Upper Bound,,22913526,,,,Urban 30-49 - 0,Urban,15.73
Percentage by number of servings of fruit and/or vegetables per day,0,Age by Area,Urban 50-69,2015,Estimated,,11476537,viz_age_area,Percentage by number of servings of fruit and/or vegetables per day,,Urban 50-69 - 0,Urban,50.27
Percentage by number of servings of fruit and/or vegetables per day,0,Age by Area,Urban 50-69,2015,Lower Bound,,13804967,,,,Urban 50-69 - 0,Urban,89.08
Percentage by number of servings of fruit and/or vegetables per day,0,Age by Area,Urban 50-69,2015,Upper Bound,,2508870,,,,Urban 50-69 - 0,Urban,15.73
Percentage by number of servings of fruit and/or vegetables per day,0,Age by Area,Urban  18-69,2015,Estimated,,96980817,viz_age_area,Percentage by number of servings of fruit and/or vegetables per day,,Urban  18-69 - 0,Urban,50.27
Percentage by number of servings of fruit and/or vegetables per day,0,Age by Area,Urban  18-69,2015,Lower Bound,,46444999,,,,Urban  18-69 - 0,Urban,89.08
Percentage by number of servings of fruit and/or vegetables per day,0,Age by Area,Urban  18-69,2015,Upper Bound,,82916312,,,,Urban  18-69 - 0,Urban,15.73
Percentage by number of servings of fruit and/or vegetables per day,0,Area,Rural,2015,Estimated,2.8,57320891,viz_area,Percentage by number of servings of fruit and/or vegetables per day,,Rural - 0,Total,54.25
Percentage by number of servings of fruit and/or vegetables per day,0,Area,Rural,2015,Lower Bound,1.7,92259692,,,,Rural - 0,Total,90.04
Percentage by number of servings of fruit and/or vegetables per day,0,Area,Rural,2015,Upper Bound,3.9,67047398,,,,Rural - 0,Total,9.286
Percentage by number of servings of fruit and/or vegetables per day,0,Area,Urban,2015,Estimated,2,62128529,viz_area,Percentage by number of servings of fruit and/or vegetables per day,,Urban - 0,Total,54.25
Percentage by number of servings of fruit and/or vegetables per day,0,Area,Urban,2015,Lower Bound,1.1,110093682,,,,Urban - 0,Total,90.04
Percentage by number of servings of fruit and/or vegetables per day,0,Area,Urban,2015,Upper Bound,2.8,19440656,,,,Urban - 0,Total,9.286
Percentage by number of servings of fruit and/or vegetables per day,0,Sex,Men,2015,Estimated,3,63858785,viz_sex,Percentage by number of servings of fruit and/or vegetables per day,table_total,Men - 0,Total,54.25
Percentage by number of servings of fruit and/or vegetables per day,0,Sex,Men,2015,Lower Bound,1.8,57617506,,,table_total,Men - 0,Total,90.04
Percentage by number of servings of fruit and/or vegetables per day,0,Sex,Men,2015,Upper Bound,4.2,9736395,,,table_total,Men - 0,Total,9.286
Percentage by number of servings of fruit and/or vegetables per day,0,Sex,Women,2015,Estimated,2,16041940,viz_sex,Percentage by number of servings of fruit and/or vegetables per day,table_total,Women - 0,Total,54.25
Percentage by number of servings of fruit and/or vegetables per day,0,Sex,Women,2015,Lower Bound,1.2,89182309,,,table_total,Women - 0,Total,90.04
Percentage by number of servings of fruit and/or vegetables per day,0,Sex,Women,2015,Upper Bound,2.8,96980817,,,table_total,Women - 0,Total,9.286
Percentage by number of servings of fruit and/or vegetables per day,0,Sex by Age,Men 18-29,2015,Estimated,2.8,23593269,viz_men_age,Percentage by number of servings of fruit and/or vegetables per day,,Men 18-29 - 0,Men,51.67
Percentage by number of servings of fruit and/or vegetables per day,0,Sex by Age,Men 18-29,2015,Lower Bound,0.8,15448709,,,,Men 18-29 - 0,Men,46.62
Percentage by number of servings of fruit and/or vegetables per day,0,Sex by Age,Men 18-29,2015,Upper Bound,4.8,113813731,,,,Men 18-29 - 0,Men,7.878
Percentage by number of servings of fruit and/or vegetables per day,0,Sex by Age,Men 30-49,2015,Estimated,3.6,121785265,viz_men_age,Percentage by number of servings of fruit and/or vegetables per day,,Men 30-49 - 0,Men,51.67
Percentage by number of servings of fruit and/or vegetables per day,0,Sex by Age,Men 30-49,2015,Lower Bound,1.8,60200530,,,,Men 30-49 - 0,Men,46.62
Percentage by number of servings of fruit and/or vegetables per day,0,Sex by Age,Men 30-49,2015,Upper Bound,5.4,38621773,,,,Men 30-49 - 0,Men,7.878
Percentage by number of servings of fruit and/or vegetables per day,0,Sex by Age,Men 50-69,2015,Estimated,2.3,22913526,viz_men_age,Percentage by number of servings of fruit and/or vegetables per day,,Men 50-69 - 0,Men,51.67
Percentage by number of servings of fruit and/or vegetables per day,0,Sex by Age,Men 50-69,2015,Lower Bound,0.9,31095162,,,,Men 50-69 - 0,Men,46.62
Percentage by number of servings of fruit and/or vegetables per day,0,Sex by Age,Men 50-69,2015,Upper Bound,3.8,62128529,,,,Men 50-69 - 0,Men,7.878
Percentage by number of servings of fruit and/or vegetables per day,0,Sex by Age,Men  18-69,2015,Estimated,3,79616468,viz_men_age,Percentage by number of servings of fruit and/or vegetables per day,,Men  18-69 - 0,Men,51.67
Percentage by number of servings of fruit and/or vegetables per day,0,Sex by Age,Men  18-69,2015,Lower Bound,1.8,19477733,,,,Men  18-69 - 0,Men,46.62
Percentage by number of servings of fruit and/or vegetables per day,0,Sex by Age,Men  18-69,2015,Upper Bound,4.2,57320891,,,,Men  18-69 - 0,Men,7.878
Percentage by number of servings of fruit and/or vegetables per day,0,Sex by Age,Women 18-29,2015,Estimated,2.4,15448709,viz_women_age,Percentage by number of servings of fruit and/or vegetables per day,,Women 18-29 - 0,Women,12.98
Percentage by number of servings of fruit and/or vegetables per day,0,Sex by Age,Women 18-29,2015,Lower Bound,0.5,113813731,,,,Women 18-29 - 0,Women,72.16
Percentage by number of servings of fruit and/or vegetables per day,0,Sex by Age,Women 18-29,2015,Upper Bound,4.3,63858785,,,,Women 18-29 - 0,Women,78.47
Percentage by number of servings of fruit and/or vegetables per day,0,Sex by Age,Women 30-49,2015,Estimated,1.6,60200530,viz_women_age,Percentage by number of servings of fruit and/or vegetables per day,,Women 30-49 - 0,Women,12.98
Percentage by number of servings of fruit and/or vegetables per day,0,Sex by Age,Women 30-49,2015,Lower Bound,0.7,38621773,,,,Women 30-49 - 0,Women,72.16
Percentage by number of servings of fruit and/or vegetables per day,0,Sex by Age,Women 30-49,2015,Upper Bound,2.5,16041940,,,,Women 30-49 - 0,Women,78.47
Percentage by number of servings of fruit and/or vegetables per day,0,Sex by Age,Women 50-69,2015,Estimated,2.2,31095162,viz_women_age,Percentage by number of servings of fruit and/or vegetables per day,,Women 50-69 - 0,Women,12.98
Percentage by number of servings of fruit and/or vegetables per day,0,Sex by Age,Women 50-69,2015,Lower Bound,0.9,62128529,,,,Women 50-69 - 0,Women,72.16
Percentage by number of servings of fruit and/or vegetables per day,0,Sex by Age,Women 50-69,2015,Upper Bound,3.5,110093682,,,,Women 50-69 - 0,Women,78.47
Percentage by number of servings of fruit and/or vegetables per day,0,Sex by Age,Women  18-69,2015,Estimated,2,19477733,viz_women_age,Percentage by number of servings of fruit and/or vegetables per day,,Women  18-69 - 0,Women,12.98
Percentage by number of servings of fruit and/or vegetables per day,0,Sex by Age,Women  18-69,2015,Lower Bound,1.2,57320891,,,,Women  18-69 - 0,Women,72.16
Percentage by number of servings of fruit and/or vegetables per day,0,Sex by Age,Women  18-69,2015,Upper Bound,2.8,92259692,,,,Women  18-69 - 0,Women,78.47
Percentage by number of servings of fruit and/or vegetables per day,0,Sex by Area,Rural Men,2015,Estimated,3.1,63500375,viz_sex_area,Percentage by number of servings of fruit and/or vegetables per day,,Rural Men - 0,Men,51.67
Percentage by number of servings of fruit and/or vegetables per day,0,Sex by Area,Rural Men,2015,Lower Bound,1.5,121785265,,,,Rural Men - 0,Men,46.62
Percentage by number of servings of fruit and/or vegetables per day,0,Sex by Area,Rural Men,2015,Upper Bound,4.6,60200530,,,,Rural Men - 0,Men,7.878
Percentage by number of servings of fruit and/or vegetables per day,0,Sex by Area,Rural Women,2015,Estimated,2.5,13903838,viz_sex_area,Percentage by number of servings of fruit and/or vegetables per day,,Rural Women - 0,Women,12.98
Percentage by number of servings of fruit and/or vegetables per day,0,Sex by Area,Rural Women,2015,Lower Bound,1.2,79616468,,,,Rural Women - 0,Women,72.16
Percentage by number of servings of fruit and/or vegetables per day,0,Sex by Area,Rural Women,2015,Upper Bound,3.8,19477733,,,,Rural Women - 0,Women,78.47
Percentage by number of servings of fruit and/or vegetables per day,0,Sex by Area,Urban Men,2015,Estimated,3,2508870,viz_sex_area,Percentage by number of servings of fruit and/or vegetables per day,,Urban Men - 0,Men,51.67
Percentage by number of servings of fruit and/or vegetables per day,0,Sex by Area,Urban Men,2015,Lower Bound,1.2,23593269,,,,Urban Men - 0,Men,46.62
Percentage by number of servings of fruit and/or vegetables per day,0,Sex by Area,Urban Men,2015,Upper Bound,4.7,15448709,,,,Urban Men - 0,Men,7.878
Percentage by number of servings of fruit and/or vegetables per day,0,Sex by Area,Urban Women,2015,Estimated,1.1,82916312,viz_sex_area,Percentage by number of servings of fruit and/or vegetables per day,,Urban Women - 0,Women,12.98
Percentage by number of servings of fruit and/or vegetables per day,0,Sex by Area,Urban Women,2015,Lower Bound,0.5,22913526,,,,Urban Women - 0,Women,72.16
Percentage by number of servings of fruit and/or vegetables per day,0,Sex by Area,Urban Women,2015,Upper Bound,1.7,31095162,,,,Urban Women - 0,Women,78.47
Percentage by number of servings of fruit and/or vegetables per day,0,Total,Total,2015,Estimated,2.5,67047398,viz_total,Percentage by number of servings of fruit and/or vegetables per day,table_total,1.Total - 0,,
Percentage by number of servings of fruit and/or vegetables per day,0,Total,Total,2015,Lower Bound,1.7,111280142,,,table_total,1.Total - 0,,
Percentage by number of servings of fruit and/or vegetables per day,0,Total,Total,2015,Upper Bound,3.3,11476537,,,table_total,1.Total - 0,,
Percentage by number of servings of fruit and/or vegetables per day,02-Jan,Age,18-29,2015,Estimated,21.2,59891556,viz_age,Percentage by number of servings of fruit and/or vegetables per day,,18-29 - 1-2,Total,11.17
Percentage by number of servings of fruit and/or vegetables per day,02-Jan,Age,18-29,2015,Lower Bound,17.8,13903838,,,,18-29 - 1-2,Total,2.03
Percentage by number of servings of fruit and/or vegetables per day,02-Jan,Age,18-29,2015,Upper Bound,24.7,79616468,,,,18-29 - 1-2,Total,19.09
Percentage by number of servings of fruit and/or vegetables per day,02-Jan,Age,30-49,2015,Estimated,21.9,11476537,viz_age,Percentage by number of servings of fruit and/or vegetables per day,,30-49 - 1-2,Total,11.17
Percentage by number of servings of fruit and/or vegetables per day,02-Jan,Age,30-49,2015,Lower Bound,19.2,13804967,,,,30-49 - 1-2,Total,2.03
Percentage by number of servings of fruit and/or vegetables per day,02-Jan,Age,30-49,2015,Upper Bound,24.6,2508870,,,,30-49 - 1-2,Total,19.09
Percentage by number of servings of fruit and/or vegetables per day,02-Jan,Age,50-69,2015,Estimated,24.3,9736395,viz_age,Percentage by number of servings of fruit and/or vegetables per day,,50-69 - 1-2,Total,11.17
Percentage by number of servings of fruit and/or vegetables per day,02-Jan,Age,50-69,2015,Lower Bound,21.4,97030253,,,,50-69 - 1-2,Total,2.03
Percentage by number of servings of fruit and/or vegetables per day,02-Jan,Age,50-69,2015,Upper Bound,27.1,63500375,,,,50-69 - 1-2,Total,19.09
Percentage by number of servings of fruit and/or vegetables per day,02-Jan,Age, 18-69,2015,Estimated,22.2,96980817,viz_age,Percentage by number of servings of fruit and/or vegetables per day,, 18-69 - 1-2,Total,11.17
Percentage by number of servings of fruit and/or vegetables per day,02-Jan,Age, 18-69,2015,Lower Bound,20.1,46444999,,,, 18-69 - 1-2,Total,2.03
Percentage by number of servings of fruit and/or vegetables per day,02-Jan,Age, 18-69,2015,Upper Bound,24.3,82916312,,,, 18-69 - 1-2,Total,19.09
Percentage by number of servings of fruit and/or vegetables per day,02-Jan,Age by Area,Rural 18-29,2015,Estimated,,60200530,viz_age_area,Percentage by number of servings of fruit and/or vegetables per day,,Rural 18-29 - 1-2,Rural,90.04
Percentage by number of servings of fruit and/or vegetables per day,02-Jan,Age by Area,Rural 18-29,2015,Lower Bound,,38621773,,,,Rural 18-29 - 1-2,Rural,9.286
Percentage by number of servings of fruit and/or vegetables per day,02-Jan,Age by Area,Rural 18-29,2015,Upper Bound,,16041940,,,,Rural 18-29 - 1-2,Rural,11.17
Percentage by number of servings of fruit and/or vegetables per day,02-Jan,Age by Area,Rural 30-49,2015,Estimated,,19477733,viz_age_area,Percentage by number of servings of fruit and/or vegetables per day,,Rural 30-49 - 1-2,Rural,90.04
Percentage by number of servings of fruit and/or vegetables per day,02-Jan,Age by Area,Rural 30-49,2015,Lower Bound,,57320891,,,,Rural 30-49 - 1-2,Rural,9.286
Percentage by number of servings of fruit and/or vegetables per day,02-Jan,Age by Area,Rural 30-49,2015,Upper Bound,,92259692,,,,Rural 30-49 - 1-2,Rural,11.17
Percentage by number of servings of fruit and/or vegetables per day,02-Jan,Age by Area,Rural 50-69,2015,Estimated,,121785265,viz_age_area,Percentage by number of servings of fruit and/or vegetables per day,,Rural 50-69 - 1-2,Rural,90.04
Percentage by number of servings of fruit and/or vegetables per day,02-Jan,Age by Area,Rural 50-69,2015,Lower Bound,,60200530,,,,Rural 50-69 - 1-2,Rural,9.286
Percentage by number of servings of fruit and/or vegetables per day,02-Jan,Age by Area,Rural 50-69,2015,Upper Bound,,38621773,,,,Rural 50-69 - 1-2,Rural,11.17
Percentage by number of servings of fruit and/or vegetables per day,02-Jan,Age by Area,Rural  18-69,2015,Estimated,,79616468,viz_age_area,Percentage by number of servings of fruit and/or vegetables per day,,Rural  18-69 - 1-2,Rural,90.04
Percentage by number of servings of fruit and/or vegetables per day,02-Jan,Age by Area,Rural  18-69,2015,Lower Bound,,19477733,,,,Rural  18-69 - 1-2,Rural,9.286
Percentage by number of servings of fruit and/or vegetables per day,02-Jan,Age by Area,Rural  18-69,2015,Lower Bound,,57320891,,,,Rural  18-69 - 1-2,Rural,9.286
Percentage by number of servings of fruit and/or vegetables per day,02-Jan,Age by Area,Urban 18-29,2015,Estimated,,15448709,viz_age_area,Percentage by number of servings of fruit and/or vegetables per day,,Urban 18-29 - 1-2,Urban,23.76
Percentage by number of servings of fruit and/or vegetables per day,02-Jan,Age by Area,Urban 18-29,2015,Lower Bound,,113813731,,,,Urban 18-29 - 1-2,Urban,48.46
Percentage by number of servings of fruit and/or vegetables per day,02-Jan,Age by Area,Urban 18-29,2015,Upper Bound,,63858785,,,,Urban 18-29 - 1-2,Urban,11.25
