Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Ref_group,National Reference
Percentage by BMI category,3.Overweight (25-59.9),Age by Area,Urban Age Group 3,2015,Estimated,39.89,49299921,viz_age_area,Percentage by BMI category,Urban,16.01
Percentage by BMI category,3.Overweight (25-59.9),Age by Area,Rural Age Group 3,2015,Estimated,14.14,17475580,viz_age_area,Percentage by BMI category,Rural,24.03
Percentage by BMI category,3.Overweight (25-59.9),Age by Area,Urban Age Group 4,2015,Estimated,3.455,4270023,viz_age_area,Percentage by BMI category,Urban,16.01
Percentage by BMI category,3.Overweight (25-59.9),Age by Area,Rural Age Group 4,2015,Estimated,78.21,96659484,viz_age_area,Percentage by BMI category,Rural,24.03
Percentage by BMI category,3.Overweight (25-59.9),Total,Total,2015,Lower Bound,16.01,19786707,,,"",
Percentage by BMI category,3.Overweight (25-59.9),Sex,Men,2015,Lower Bound,24.03,29698599,,,Total,16.01
Percentage by BMI category,3.Overweight (25-59.9),Sex,Women,2015,Lower Bound,76.17,94138255,,,Total,16.01
Percentage by BMI category,3.Overweight (25-59.9),Age,Age Group 1,2015,Lower Bound,89.55,110674553,,,Total,16.01
Percentage by BMI category,3.Overweight (25-59.9),Age,Age Group 2,2015,Lower Bound,69.02,85301593,,,Total,16.01
Percentage by BMI category,3.Overweight (25-59.9),Age,Age Group 3,2015,Lower Bound,9.257,11440696,,,Total,16.01
Percentage by BMI category,3.Overweight (25-59.9),Age,Age Group 4,2015,Lower Bound,45.63,56393968,,,Total,16.01
Percentage by BMI category,3.Overweight (25-59.9),Area,Urban,2015,Lower Bound,39.89,49299921,,,Total,16.01
Percentage by BMI category,3.Overweight (25-59.9),Area,Rural,2015,Lower Bound,14.14,17475580,,,Total,16.01
Percentage by BMI category,3.Overweight (25-59.9),Sex by Age,Women Age Group 1,2015,Lower Bound,3.455,4270023,,,Women,76.17
Percentage by BMI category,3.Overweight (25-59.9),Sex by Age,Women Age Group 2,2015,Lower Bound,78.21,96659484,,,Women,76.17
Percentage by BMI category,3.Overweight (25-59.9),Sex by Age,Women Age Group 3,2015,Lower Bound,16.01,19786707,,,Women,76.17
Percentage by BMI category,3.Overweight (25-59.9),Sex by Age,Women Age Group 4,2015,Lower Bound,24.03,29698599,,,Women,76.17
Percentage by BMI category,3.Overweight (25-59.9),Sex by Age,Men Age Group 1,2015,Lower Bound,76.17,94138255,,,Men,24.03
Percentage by BMI category,3.Overweight (25-59.9),Sex by Age,Men Age Group 2,2015,Lower Bound,89.55,110674553,,,Men,24.03
Percentage by BMI category,3.Overweight (25-59.9),Sex by Age,Men Age Group 3,2015,Lower Bound,69.02,85301593,,,Men,24.03
Percentage by BMI category,3.Overweight (25-59.9),Sex by Age,Men Age Group 4,2015,Lower Bound,9.257,11440696,,,Men,24.03
Percentage by BMI category,3.Overweight (25-59.9),Sex by Area,Urban Men,2015,Lower Bound,45.63,56393968,,,Men,24.03
Percentage by BMI category,3.Overweight (25-59.9),Sex by Area,Rural Men,2015,Lower Bound,39.89,49299921,,,Men,24.03
Percentage by BMI category,3.Overweight (25-59.9),Sex by Area,Urban Women,2015,Lower Bound,14.14,17475580,,,Women,76.17
Percentage by BMI category,3.Overweight (25-59.9),Sex by Area,Rural Women,2015,Lower Bound,3.455,4270023,,,Women,76.17
Percentage by BMI category,3.Overweight (25-59.9),Age by Area,Urban Age Group 1,2015,Lower Bound,78.21,96659484,,,Urban,39.89
Percentage by BMI category,3.Overweight (25-59.9),Age by Area,Rural Age Group 1,2015,Lower Bound,16.01,19786707,,,Rural,14.14
Percentage by BMI category,3.Overweight (25-59.9),Age by Area,Urban Age Group 2,2015,Lower Bound,24.03,29698599,,,Urban,39.89
Percentage by BMI category,3.Overweight (25-59.9),Age by Area,Rural Age Group 2,2015,Lower Bound,76.17,94138255,,,Rural,14.14
Percentage by BMI category,3.Overweight (25-59.9),Age by Area,Urban Age Group 3,2015,Lower Bound,89.55,110674553,,,Urban,39.89
Percentage by BMI category,3.Overweight (25-59.9),Age by Area,Rural Age Group 3,2015,Lower Bound,69.02,85301593,,,Rural,14.14
Percentage by BMI category,3.Overweight (25-59.9),Age by Area,Urban Age Group 4,2015,Lower Bound,9.257,11440696,,,Urban,39.89
Percentage by BMI category,3.Overweight (25-59.9),Age by Area,Rural Age Group 4,2015,Lower Bound,45.63,56393968,,,Rural,14.14
Percentage by BMI category,3.Overweight (25-59.9),Total,Total,2015,Upper Bound,39.89,49299921,,,"",
Percentage by BMI category,3.Overweight (25-59.9),Sex,Men,2015,Upper Bound,14.14,17475580,,,Total,39.89
Percentage by BMI category,3.Overweight (25-59.9),Sex,Women,2015,Upper Bound,3.455,4270023,,,Total,39.89
Percentage by BMI category,3.Overweight (25-59.9),Age,Age Group 1,2015,Upper Bound,78.21,96659484,,,Total,39.89
Percentage by BMI category,3.Overweight (25-59.9),Age,Age Group 2,2015,Upper Bound,16.01,19786707,,,Total,39.89
Percentage by BMI category,3.Overweight (25-59.9),Age,Age Group 3,2015,Upper Bound,24.03,29698599,,,Total,39.89
Percentage by BMI category,3.Overweight (25-59.9),Age,Age Group 4,2015,Upper Bound,76.17,94138255,,,Total,39.89
Percentage by BMI category,3.Overweight (25-59.9),Area,Urban,2015,Upper Bound,89.55,110674553,,,Total,39.89
Percentage by BMI category,3.Overweight (25-59.9),Area,Rural,2015,Upper Bound,69.02,85301593,,,Total,39.89
Percentage by BMI category,3.Overweight (25-59.9),Sex by Age,Women Age Group 1,2015,Upper Bound,9.257,11440696,,,Women,3.455
Percentage by BMI category,3.Overweight (25-59.9),Sex by Age,Women Age Group 2,2015,Upper Bound,45.63,56393968,,,Women,3.455
Percentage by BMI category,3.Overweight (25-59.9),Sex by Age,Women Age Group 3,2015,Upper Bound,39.89,49299921,,,Women,3.455
Percentage by BMI category,3.Overweight (25-59.9),Sex by Age,Women Age Group 4,2015,Upper Bound,14.14,17475580,,,Women,3.455
Percentage by BMI category,3.Overweight (25-59.9),Sex by Age,Men Age Group 1,2015,Upper Bound,3.455,4270023,,,Men,14.14
Percentage by BMI category,3.Overweight (25-59.9),Sex by Age,Men Age Group 2,2015,Upper Bound,78.21,96659484,,,Men,14.14
Percentage by BMI category,3.Overweight (25-59.9),Sex by Age,Men Age Group 3,2015,Upper Bound,16.01,19786707,,,Men,14.14
Percentage by BMI category,3.Overweight (25-59.9),Sex by Age,Men Age Group 4,2015,Upper Bound,24.03,29698599,,,Men,14.14
Percentage by BMI category,3.Overweight (25-59.9),Sex by Area,Urban Men,2015,Upper Bound,76.17,94138255,,,Men,14.14
Percentage by BMI category,3.Overweight (25-59.9),Sex by Area,Rural Men,2015,Upper Bound,89.55,110674553,,,Men,14.14
Percentage by BMI category,3.Overweight (25-59.9),Sex by Area,Urban Women,2015,Upper Bound,69.02,85301593,,,Women,3.455
Percentage by BMI category,3.Overweight (25-59.9),Sex by Area,Rural Women,2015,Upper Bound,9.257,11440696,,,Women,3.455
Percentage by BMI category,3.Overweight (25-59.9),Age by Area,Urban Age Group 1,2015,Upper Bound,45.63,56393968,,,Urban,89.55
Percentage by BMI category,3.Overweight (25-59.9),Age by Area,Rural Age Group 1,2015,Upper Bound,39.89,49299921,,,Rural,69.02
Percentage by BMI category,3.Overweight (25-59.9),Age by Area,Urban Age Group 2,2015,Upper Bound,14.14,17475580,,,Urban,89.55
Percentage by BMI category,3.Overweight (25-59.9),Age by Area,Rural Age Group 2,2015,Upper Bound,3.455,4270023,,,Rural,69.02
Percentage by BMI category,3.Overweight (25-59.9),Age by Area,Urban Age Group 3,2015,Upper Bound,78.21,96659484,,,Urban,89.55
Percentage by BMI category,3.Overweight (25-59.9),Age by Area,Rural Age Group 3,2015,Upper Bound,16.01,19786707,,,Rural,69.02
Percentage by BMI category,3.Overweight (25-59.9),Age by Area,Urban Age Group 4,2015,Upper Bound,24.03,29698599,,,Urban,89.55
Percentage by BMI category,3.Overweight (25-59.9),Age by Area,Rural Age Group 4,2015,Lower Bound,76.17,94138255,,,Rural,14.14
Percentage by BMI category,4.Obese (>=30),Total,Total,2015,Estimated,89.55,110674553,viz_total,Percentage by BMI category,"",
Percentage by BMI category,4.Obese (>=30),Sex,Men,2015,Estimated,69.02,85301593,viz_sex,Percentage by BMI category,Total,89.55
Percentage by BMI category,4.Obese (>=30),Sex,Women,2015,Estimated,9.257,11440696,viz_sex,Percentage by BMI category,Total,89.55
Percentage by BMI category,4.Obese (>=30),Age,Age Group 1,2015,Estimated,45.63,56393968,viz_age,Percentage by BMI category,Total,89.55
Percentage by BMI category,4.Obese (>=30),Age,Age Group 2,2015,Estimated,39.89,49299921,viz_age,Percentage by BMI category,Total,89.55
Percentage by BMI category,4.Obese (>=30),Age,Age Group 3,2015,Estimated,14.14,17475580,viz_age,Percentage by BMI category,Total,89.55
Percentage by BMI category,4.Obese (>=30),Age,Age Group 4,2015,Estimated,3.455,4270023,viz_age,Percentage by BMI category,Total,89.55
Percentage by BMI category,4.Obese (>=30),Area,Urban,2015,Estimated,78.21,96659484,viz_area,Percentage by BMI category,Total,89.55
Percentage by BMI category,4.Obese (>=30),Area,Rural,2015,Estimated,16.01,19786707,viz_area,Percentage by BMI category,Total,89.55
Percentage by BMI category,4.Obese (>=30),Sex by Age,Women Age Group 1,2015,Estimated,24.03,29698599,viz_women_age,Percentage by BMI category,Women,9.257
Percentage by BMI category,4.Obese (>=30),Sex by Age,Women Age Group 2,2015,Estimated,76.17,94138255,viz_women_age,Percentage by BMI category,Women,9.257
Percentage by BMI category,4.Obese (>=30),Sex by Age,Women Age Group 3,2015,Estimated,89.55,110674553,viz_women_age,Percentage by BMI category,Women,9.257
Percentage by BMI category,4.Obese (>=30),Sex by Age,Women Age Group 4,2015,Estimated,69.02,85301593,viz_women_age,Percentage by BMI category,Women,9.257
Percentage by BMI category,4.Obese (>=30),Sex by Age,Men Age Group 1,2015,Estimated,9.257,11440696,viz_men_age,Percentage by BMI category,Men,69.02
Percentage by BMI category,4.Obese (>=30),Sex by Age,Men Age Group 2,2015,Estimated,45.63,56393968,viz_men_age,Percentage by BMI category,Men,69.02
Percentage by BMI category,4.Obese (>=30),Sex by Age,Men Age Group 3,2015,Estimated,39.89,49299921,viz_men_age,Percentage by BMI category,Men,69.02
Percentage by BMI category,4.Obese (>=30),Sex by Age,Men Age Group 4,2015,Estimated,14.14,17475580,viz_men_age,Percentage by BMI category,Men,69.02
Percentage by BMI category,4.Obese (>=30),Sex by Area,Urban Men,2015,Estimated,3.455,4270023,viz_sex_area,Percentage by BMI category,Men,69.02
Percentage by BMI category,4.Obese (>=30),Sex by Area,Rural Men,2015,Estimated,78.21,96659484,viz_sex_area,Percentage by BMI category,Men,69.02
Percentage by BMI category,4.Obese (>=30),Sex by Area,Urban Women,2015,Estimated,16.01,19786707,viz_sex_area,Percentage by BMI category,Women,9.257
Percentage by BMI category,4.Obese (>=30),Sex by Area,Rural Women,2015,Estimated,24.03,29698599,viz_sex_area,Percentage by BMI category,Women,9.257
Percentage by BMI category,4.Obese (>=30),Age by Area,Urban Age Group 1,2015,Estimated,76.17,94138255,viz_age_area,Percentage by BMI category,Urban,78.21
Percentage by BMI category,4.Obese (>=30),Age by Area,Rural Age Group 1,2015,Estimated,89.55,110674553,viz_age_area,Percentage by BMI category,Rural,16.01
Percentage by BMI category,4.Obese (>=30),Age by Area,Urban Age Group 2,2015,Estimated,69.02,85301593,viz_age_area,Percentage by BMI category,Urban,78.21
Percentage by BMI category,4.Obese (>=30),Age by Area,Rural Age Group 2,2015,Estimated,9.257,11440696,viz_age_area,Percentage by BMI category,Rural,16.01
Percentage by BMI category,4.Obese (>=30),Age by Area,Urban Age Group 3,2015,Estimated,45.63,56393968,viz_age_area,Percentage by BMI category,Urban,78.21
Percentage by BMI category,4.Obese (>=30),Age by Area,Rural Age Group 3,2015,Estimated,39.89,49299921,viz_age_area,Percentage by BMI category,Rural,16.01
Percentage by BMI category,4.Obese (>=30),Age by Area,Urban Age Group 4,2015,Estimated,14.14,17475580,viz_age_area,Percentage by BMI category,Urban,78.21
Percentage by BMI category,4.Obese (>=30),Age by Area,Rural Age Group 4,2015,Estimated,3.455,4270023,viz_age_area,Percentage by BMI category,Rural,16.01
Percentage by BMI category,4.Obese (>=30),Total,Total,2015,Lower Bound,78.21,96659484,,,"",
Percentage by BMI category,4.Obese (>=30),Sex,Men,2015,Lower Bound,16.01,19786707,,,Total,78.21
Percentage by BMI category,4.Obese (>=30),Sex,Women,2015,Lower Bound,24.03,29698599,,,Total,78.21
Percentage by BMI category,4.Obese (>=30),Age,Age Group 1,2015,Lower Bound,76.17,94138255,,,Total,78.21
Percentage by BMI category,4.Obese (>=30),Age,Age Group 2,2015,Lower Bound,89.55,110674553,,,Total,78.21
Percentage by BMI category,4.Obese (>=30),Age,Age Group 3,2015,Lower Bound,69.02,85301593,,,Total,78.21
Percentage by BMI category,4.Obese (>=30),Age,Age Group 4,2015,Lower Bound,9.257,11440696,,,Total,78.21
Percentage by BMI category,4.Obese (>=30),Area,Urban,2015,Lower Bound,45.63,56393968,,,Total,78.21
Percentage by BMI category,4.Obese (>=30),Area,Rural,2015,Lower Bound,39.89,49299921,,,Total,78.21
Percentage by BMI category,4.Obese (>=30),Sex by Age,Women Age Group 1,2015,Lower Bound,14.14,17475580,,,Women,24.03
Percentage by BMI category,4.Obese (>=30),Sex by Age,Women Age Group 2,2015,Lower Bound,3.455,4270023,,,Women,24.03
Percentage by BMI category,4.Obese (>=30),Sex by Age,Women Age Group 3,2015,Lower Bound,78.21,96659484,,,Women,24.03
Percentage by BMI category,4.Obese (>=30),Sex by Age,Women Age Group 4,2015,Lower Bound,16.01,19786707,,,Women,24.03
Percentage by BMI category,4.Obese (>=30),Sex by Age,Men Age Group 1,2015,Lower Bound,24.03,29698599,,,Men,16.01
Percentage by BMI category,4.Obese (>=30),Sex by Age,Men Age Group 2,2015,Lower Bound,76.17,94138255,,,Men,16.01
Percentage by BMI category,4.Obese (>=30),Sex by Age,Men Age Group 3,2015,Lower Bound,89.55,110674553,,,Men,16.01
Percentage by BMI category,4.Obese (>=30),Sex by Age,Men Age Group 4,2015,Lower Bound,69.02,85301593,,,Men,16.01
Percentage by BMI category,4.Obese (>=30),Sex by Area,Urban Men,2015,Lower Bound,9.257,11440696,,,Men,16.01
Percentage by BMI category,4.Obese (>=30),Sex by Area,Rural Men,2015,Lower Bound,45.63,56393968,,,Men,16.01
Percentage by BMI category,4.Obese (>=30),Sex by Area,Urban Women,2015,Lower Bound,39.89,49299921,,,Women,24.03
Percentage by BMI category,4.Obese (>=30),Sex by Area,Rural Women,2015,Lower Bound,14.14,17475580,,,Women,24.03
Percentage by BMI category,4.Obese (>=30),Age by Area,Urban Age Group 1,2015,Lower Bound,3.455,4270023,,,Urban,45.63
Percentage by BMI category,4.Obese (>=30),Age by Area,Rural Age Group 1,2015,Lower Bound,78.21,96659484,,,Rural,39.89
Percentage by BMI category,4.Obese (>=30),Age by Area,Urban Age Group 2,2015,Lower Bound,16.01,19786707,,,Urban,45.63
Percentage by BMI category,4.Obese (>=30),Age by Area,Rural Age Group 2,2015,Lower Bound,24.03,29698599,,,Rural,39.89
Percentage by BMI category,4.Obese (>=30),Age by Area,Urban Age Group 3,2015,Lower Bound,76.17,94138255,,,Urban,45.63
Percentage by BMI category,4.Obese (>=30),Age by Area,Rural Age Group 3,2015,Lower Bound,89.55,110674553,,,Rural,39.89
Percentage by BMI category,4.Obese (>=30),Age by Area,Urban Age Group 4,2015,Lower Bound,69.02,85301593,,,Urban,45.63
Percentage by BMI category,4.Obese (>=30),Age by Area,Rural Age Group 4,2015,Lower Bound,9.257,11440696,,,Rural,39.89
Percentage by BMI category,4.Obese (>=30),Total,Total,2015,Upper Bound,45.63,56393968,,,"",
Percentage by BMI category,4.Obese (>=30),Sex,Men,2015,Upper Bound,39.89,49299921,,,Total,45.63
Percentage by BMI category,4.Obese (>=30),Sex,Women,2015,Upper Bound,14.14,17475580,,,Total,45.63
Percentage by BMI category,4.Obese (>=30),Age,Age Group 1,2015,Upper Bound,3.455,4270023,,,Total,45.63
Percentage by BMI category,4.Obese (>=30),Age,Age Group 2,2015,Upper Bound,78.21,96659484,,,Total,45.63
Percentage by BMI category,4.Obese (>=30),Age,Age Group 3,2015,Upper Bound,16.01,19786707,,,Total,45.63
Percentage by BMI category,4.Obese (>=30),Age,Age Group 4,2015,Upper Bound,24.03,29698599,,,Total,45.63
Percentage by BMI category,4.Obese (>=30),Area,Urban,2015,Upper Bound,76.17,94138255,,,Total,45.63
Percentage by BMI category,4.Obese (>=30),Area,Rural,2015,Upper Bound,89.55,110674553,,,Total,45.63
Percentage by BMI category,4.Obese (>=30),Sex by Age,Women Age Group 1,2015,Upper Bound,69.02,85301593,,,Women,14.14
Percentage by BMI category,4.Obese (>=30),Sex by Age,Women Age Group 2,2015,Upper Bound,9.257,11440696,,,Women,14.14
Percentage by BMI category,4.Obese (>=30),Sex by Age,Women Age Group 3,2015,Upper Bound,45.63,56393968,,,Women,14.14
Percentage by BMI category,4.Obese (>=30),Sex by Age,Women Age Group 4,2015,Upper Bound,39.89,49299921,,,Women,14.14
Percentage by BMI category,4.Obese (>=30),Sex by Age,Men Age Group 1,2015,Upper Bound,14.14,17475580,,,Men,39.89
Percentage by BMI category,4.Obese (>=30),Sex by Age,Men Age Group 2,2015,Upper Bound,3.455,4270023,,,Men,39.89
Percentage by BMI category,4.Obese (>=30),Sex by Age,Men Age Group 3,2015,Upper Bound,78.21,96659484,,,Men,39.89
Percentage by BMI category,4.Obese (>=30),Sex by Age,Men Age Group 4,2015,Upper Bound,16.01,19786707,,,Men,39.89
Percentage by BMI category,4.Obese (>=30),Sex by Area,Urban Men,2015,Upper Bound,24.03,29698599,,,Men,39.89
Percentage by BMI category,4.Obese (>=30),Sex by Area,Rural Men,2015,Upper Bound,76.17,94138255,,,Men,39.89
Percentage by BMI category,4.Obese (>=30),Sex by Area,Urban Women,2015,Upper Bound,89.55,110674553,,,Women,14.14
Percentage by BMI category,4.Obese (>=30),Sex by Area,Rural Women,2015,Upper Bound,69.02,85301593,,,Women,14.14
Percentage by BMI category,4.Obese (>=30),Age by Area,Urban Age Group 1,2015,Upper Bound,9.257,11440696,,,Urban,76.17
Percentage by BMI category,4.Obese (>=30),Age by Area,Rural Age Group 1,2015,Upper Bound,45.63,56393968,,,Rural,89.55
Percentage by BMI category,4.Obese (>=30),Age by Area,Urban Age Group 2,2015,Upper Bound,39.89,49299921,,,Urban,76.17
Percentage by BMI category,4.Obese (>=30),Age by Area,Rural Age Group 2,2015,Upper Bound,14.14,17475580,,,Rural,89.55
Percentage by BMI category,4.Obese (>=30),Age by Area,Urban Age Group 3,2015,Upper Bound,3.455,4270023,,,Urban,76.17
Percentage by BMI category,4.Obese (>=30),Age by Area,Rural Age Group 3,2015,Upper Bound,78.21,96659484,,,Rural,89.55
Percentage by BMI category,4.Obese (>=30),Age by Area,Urban Age Group 4,2015,Upper Bound,16.01,19786707,,,Urban,76.17
Percentage by BMI category,4.Obese (>=30),Age by Area,Rural Age Group 4,2015,Lower Bound,24.03,29698599,,,Rural,39.89
Percentage with overweight or obesity,Overweight or obese,Total,Total,2015,Estimated,76.17,94138255,viz_total,Percentage with overweight or obesity,"",
Percentage with overweight or obesity,Overweight or obese,Sex,Men,2015,Estimated,89.55,110674553,viz_sex,Percentage with overweight or obesity,Total,76.17
Percentage with overweight or obesity,Overweight or obese,Sex,Women,2015,Estimated,69.02,85301593,viz_sex,Percentage with overweight or obesity,Total,76.17
Percentage with overweight or obesity,Overweight or obese,Age,Age Group 1,2015,Estimated,9.257,11440696,viz_age,Percentage with overweight or obesity,Total,76.17
Percentage with overweight or obesity,Overweight or obese,Age,Age Group 2,2015,Estimated,45.63,56393968,viz_age,Percentage with overweight or obesity,Total,76.17
Percentage with overweight or obesity,Overweight or obese,Age,Age Group 3,2015,Estimated,39.89,49299921,viz_age,Percentage with overweight or obesity,Total,76.17
Percentage with overweight or obesity,Overweight or obese,Age,Age Group 4,2015,Estimated,14.14,17475580,viz_age,Percentage with overweight or obesity,Total,76.17
Percentage with overweight or obesity,Overweight or obese,Area,Urban,2015,Estimated,3.455,4270023,viz_area,Percentage with overweight or obesity,Total,76.17
Percentage with overweight or obesity,Overweight or obese,Area,Rural,2015,Estimated,78.21,96659484,viz_area,Percentage with overweight or obesity,Total,76.17
Percentage with overweight or obesity,Overweight or obese,Sex by Age,Women Age Group 1,2015,Estimated,16.01,19786707,viz_women_age,Percentage with overweight or obesity,Women,69.02
Percentage with overweight or obesity,Overweight or obese,Sex by Age,Women Age Group 2,2015,Estimated,24.03,29698599,viz_women_age,Percentage with overweight or obesity,Women,69.02
Percentage with overweight or obesity,Overweight or obese,Sex by Age,Women Age Group 3,2015,Estimated,76.17,94138255,viz_women_age,Percentage with overweight or obesity,Women,69.02
Percentage with overweight or obesity,Overweight or obese,Sex by Age,Women Age Group 4,2015,Estimated,89.55,110674553,viz_women_age,Percentage with overweight or obesity,Women,69.02
Percentage with overweight or obesity,Overweight or obese,Sex by Age,Men Age Group 1,2015,Estimated,69.02,85301593,viz_men_age,Percentage with overweight or obesity,Men,89.55
Percentage with overweight or obesity,Overweight or obese,Sex by Age,Men Age Group 2,2015,Estimated,9.257,11440696,viz_men_age,Percentage with overweight or obesity,Men,89.55
Percentage with overweight or obesity,Overweight or obese,Sex by Age,Men Age Group 3,2015,Estimated,45.63,56393968,viz_men_age,Percentage with overweight or obesity,Men,89.55
Percentage with overweight or obesity,Overweight or obese,Sex by Age,Men Age Group 4,2015,Estimated,39.89,49299921,viz_men_age,Percentage with overweight or obesity,Men,89.55
Percentage with overweight or obesity,Overweight or obese,Sex by Area,Urban Men,2015,Estimated,14.14,17475580,viz_sex_area,Percentage with overweight or obesity,Men,89.55
Percentage with overweight or obesity,Overweight or obese,Sex by Area,Rural Men,2015,Estimated,3.455,4270023,viz_sex_area,Percentage with overweight or obesity,Men,89.55
Percentage with overweight or obesity,Overweight or obese,Sex by Area,Urban Women,2015,Estimated,78.21,96659484,viz_sex_area,Percentage with overweight or obesity,Women,69.02
Percentage with overweight or obesity,Overweight or obese,Sex by Area,Rural Women,2015,Estimated,16.01,19786707,viz_sex_area,Percentage with overweight or obesity,Women,69.02
Percentage with overweight or obesity,Overweight or obese,Age by Area,Urban Age Group 1,2015,Estimated,24.03,29698599,viz_age_area,Percentage with overweight or obesity,Urban,3.455
Percentage with overweight or obesity,Overweight or obese,Age by Area,Rural Age Group 1,2015,Estimated,76.17,94138255,viz_age_area,Percentage with overweight or obesity,Rural,78.21
Percentage with overweight or obesity,Overweight or obese,Age by Area,Urban Age Group 2,2015,Estimated,89.55,110674553,viz_age_area,Percentage with overweight or obesity,Urban,3.455
Percentage with overweight or obesity,Overweight or obese,Age by Area,Rural Age Group 2,2015,Estimated,69.02,85301593,viz_age_area,Percentage with overweight or obesity,Rural,78.21
Percentage with overweight or obesity,Overweight or obese,Age by Area,Urban Age Group 3,2015,Estimated,9.257,11440696,viz_age_area,Percentage with overweight or obesity,Urban,3.455
Percentage with overweight or obesity,Overweight or obese,Age by Area,Rural Age Group 3,2015,Estimated,45.63,56393968,viz_age_area,Percentage with overweight or obesity,Rural,78.21
Percentage with overweight or obesity,Overweight or obese,Age by Area,Urban Age Group 4,2015,Estimated,39.89,49299921,viz_age_area,Percentage with overweight or obesity,Urban,3.455
Percentage with overweight or obesity,Overweight or obese,Age by Area,Rural Age Group 4,2015,Estimated,14.14,17475580,viz_age_area,Percentage with overweight or obesity,Rural,78.21
Percentage with overweight or obesity,Overweight or obese,Total,Total,2015,Lower Bound,3.455,4270023,,,"",
Percentage with overweight or obesity,Overweight or obese,Sex,Men,2015,Lower Bound,78.21,96659484,,,Total,3.455
Percentage with overweight or obesity,Overweight or obese,Sex,Women,2015,Lower Bound,16.01,19786707,,,Total,3.455
Percentage with overweight or obesity,Overweight or obese,Age,Age Group 1,2015,Lower Bound,24.03,29698599,,,Total,3.455
Percentage with overweight or obesity,Overweight or obese,Age,Age Group 2,2015,Lower Bound,76.17,94138255,,,Total,3.455
Percentage with overweight or obesity,Overweight or obese,Age,Age Group 3,2015,Lower Bound,89.55,110674553,,,Total,3.455
Percentage with overweight or obesity,Overweight or obese,Age,Age Group 4,2015,Lower Bound,69.02,85301593,,,Total,3.455
Percentage with overweight or obesity,Overweight or obese,Area,Urban,2015,Lower Bound,9.257,11440696,,,Total,3.455
Percentage with overweight or obesity,Overweight or obese,Area,Rural,2015,Lower Bound,45.63,56393968,,,Total,3.455
Percentage with overweight or obesity,Overweight or obese,Sex by Age,Women Age Group 1,2015,Lower Bound,39.89,49299921,,,Women,16.01
Percentage with overweight or obesity,Overweight or obese,Sex by Age,Women Age Group 2,2015,Lower Bound,14.14,17475580,,,Women,16.01
Percentage with overweight or obesity,Overweight or obese,Sex by Age,Women Age Group 3,2015,Lower Bound,3.455,4270023,,,Women,16.01
Percentage with overweight or obesity,Overweight or obese,Sex by Age,Women Age Group 4,2015,Lower Bound,78.21,96659484,,,Women,16.01
Percentage with overweight or obesity,Overweight or obese,Sex by Age,Men Age Group 1,2015,Lower Bound,16.01,19786707,,,Men,78.21
Percentage with overweight or obesity,Overweight or obese,Sex by Age,Men Age Group 2,2015,Lower Bound,24.03,29698599,,,Men,78.21
Percentage with overweight or obesity,Overweight or obese,Sex by Age,Men Age Group 3,2015,Lower Bound,76.17,94138255,,,Men,78.21
Percentage with overweight or obesity,Overweight or obese,Sex by Age,Men Age Group 4,2015,Lower Bound,89.55,110674553,,,Men,78.21
Percentage with overweight or obesity,Overweight or obese,Sex by Area,Urban Men,2015,Lower Bound,69.02,85301593,,,Men,78.21
Percentage with overweight or obesity,Overweight or obese,Sex by Area,Rural Men,2015,Lower Bound,9.257,11440696,,,Men,78.21
Percentage with overweight or obesity,Overweight or obese,Sex by Area,Urban Women,2015,Lower Bound,45.63,56393968,,,Women,16.01
Percentage with overweight or obesity,Overweight or obese,Sex by Area,Rural Women,2015,Lower Bound,39.89,49299921,,,Women,16.01
Percentage with overweight or obesity,Overweight or obese,Age by Area,Urban Age Group 1,2015,Lower Bound,14.14,17475580,,,Urban,9.257
Percentage with overweight or obesity,Overweight or obese,Age by Area,Rural Age Group 1,2015,Lower Bound,3.455,4270023,,,Rural,45.63
Percentage with overweight or obesity,Overweight or obese,Age by Area,Urban Age Group 2,2015,Lower Bound,78.21,96659484,,,Urban,9.257
Percentage with overweight or obesity,Overweight or obese,Age by Area,Rural Age Group 2,2015,Lower Bound,16.01,19786707,,,Rural,45.63
Percentage with overweight or obesity,Overweight or obese,Age by Area,Urban Age Group 3,2015,Lower Bound,24.03,29698599,,,Urban,9.257
Percentage with overweight or obesity,Overweight or obese,Age by Area,Rural Age Group 3,2015,Lower Bound,76.17,94138255,,,Rural,45.63
Percentage with overweight or obesity,Overweight or obese,Age by Area,Urban Age Group 4,2015,Lower Bound,89.55,110674553,,,Urban,9.257
Percentage with overweight or obesity,Overweight or obese,Age by Area,Rural Age Group 4,2015,Lower Bound,69.02,85301593,,,Rural,45.63
Percentage with overweight or obesity,Overweight or obese,Total,Total,2015,Upper Bound,9.257,11440696,,,"",
Percentage with overweight or obesity,Overweight or obese,Sex,Men,2015,Upper Bound,45.63,56393968,,,Total,9.257
Percentage with overweight or obesity,Overweight or obese,Sex,Women,2015,Upper Bound,39.89,49299921,,,Total,9.257
Percentage with overweight or obesity,Overweight or obese,Age,Age Group 1,2015,Upper Bound,14.14,17475580,,,Total,9.257
Percentage with overweight or obesity,Overweight or obese,Age,Age Group 2,2015,Upper Bound,3.455,4270023,,,Total,9.257
