Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Ref_group,National Reference
Percentage of level of total physical activity per recommendations,3.High,Age by Area,Rural Age Group 3,2015,Estimated,25.86,31960290,viz_age_area,Percentage of level of total physical activity per recommendations,Rural,2.62
Percentage of level of total physical activity per recommendations,3.High,Age by Area,Urban Age Group 4,2015,Estimated,71.95,88922770,viz_age_area,Percentage of level of total physical activity per recommendations,Urban,82.92
Percentage of level of total physical activity per recommendations,3.High,Age by Area,Rural Age Group 4,2015,Estimated,56.83,70236012,viz_age_area,Percentage of level of total physical activity per recommendations,Rural,2.62
Percentage of level of total physical activity per recommendations,3.High,Total,Total,2015,Lower Bound,12.79,15807119,,,"",
Percentage of level of total physical activity per recommendations,3.High,Sex,Men,2015,Lower Bound,2.611,3226926,,,Total,12.79
Percentage of level of total physical activity per recommendations,3.High,Sex,Women,2015,Lower Bound,50.71,62672324,,,Total,12.79
Percentage of level of total physical activity per recommendations,3.High,Age,Age Group 1,2015,Lower Bound,34.89,43120437,,,Total,12.79
Percentage of level of total physical activity per recommendations,3.High,Age,Age Group 2,2015,Lower Bound,41.86,51734638,,,Total,12.79
Percentage of level of total physical activity per recommendations,3.High,Age,Age Group 3,2015,Lower Bound,46.85,57901762,,,Total,12.79
Percentage of level of total physical activity per recommendations,3.High,Age,Age Group 4,2015,Lower Bound,82.92,102480558,,,Total,12.79
Percentage of level of total physical activity per recommendations,3.High,Area,Urban,2015,Lower Bound,2.62,3238049,,,Total,12.79
Percentage of level of total physical activity per recommendations,3.High,Area,Rural,2015,Lower Bound,83.71,103456916,,,Total,12.79
Percentage of level of total physical activity per recommendations,3.High,Sex by Age,Women Age Group 1,2015,Lower Bound,4.227,5224136,,,Women,50.71
Percentage of level of total physical activity per recommendations,3.High,Sex by Age,Women Age Group 2,2015,Lower Bound,34.93,43169873,,,Women,50.71
Percentage of level of total physical activity per recommendations,3.High,Sex by Age,Women Age Group 3,2015,Lower Bound,25.86,31960290,,,Women,50.71
Percentage of level of total physical activity per recommendations,3.High,Sex by Age,Women Age Group 4,2015,Lower Bound,71.95,88922770,,,Women,50.71
Percentage of level of total physical activity per recommendations,3.High,Sex by Age,Men Age Group 1,2015,Lower Bound,56.83,70236012,,,Men,2.611
Percentage of level of total physical activity per recommendations,3.High,Sex by Age,Men Age Group 2,2015,Lower Bound,12.79,15807119,,,Men,2.611
Percentage of level of total physical activity per recommendations,3.High,Sex by Age,Men Age Group 3,2015,Lower Bound,2.611,3226926,,,Men,2.611
Percentage of level of total physical activity per recommendations,3.High,Sex by Age,Men Age Group 4,2015,Lower Bound,50.71,62672324,,,Men,2.611
Percentage of level of total physical activity per recommendations,3.High,Sex by Area,Urban Men,2015,Lower Bound,34.89,43120437,,,Men,2.611
Percentage of level of total physical activity per recommendations,3.High,Sex by Area,Rural Men,2015,Lower Bound,41.86,51734638,,,Men,2.611
Percentage of level of total physical activity per recommendations,3.High,Sex by Area,Urban Women,2015,Lower Bound,46.85,57901762,,,Women,50.71
Percentage of level of total physical activity per recommendations,3.High,Sex by Area,Rural Women,2015,Lower Bound,82.92,102480558,,,Women,50.71
Percentage of level of total physical activity per recommendations,3.High,Age by Area,Urban Age Group 1,2015,Lower Bound,2.62,3238049,,,Urban,2.62
Percentage of level of total physical activity per recommendations,3.High,Age by Area,Rural Age Group 1,2015,Lower Bound,83.71,103456916,,,Rural,83.71
Percentage of level of total physical activity per recommendations,3.High,Age by Area,Urban Age Group 2,2015,Lower Bound,4.227,5224136,,,Urban,2.62
Percentage of level of total physical activity per recommendations,3.High,Age by Area,Rural Age Group 2,2015,Lower Bound,34.93,43169873,,,Rural,83.71
Percentage of level of total physical activity per recommendations,3.High,Age by Area,Urban Age Group 3,2015,Lower Bound,25.86,31960290,,,Urban,2.62
Percentage of level of total physical activity per recommendations,3.High,Age by Area,Rural Age Group 3,2015,Lower Bound,71.95,88922770,,,Rural,83.71
Percentage of level of total physical activity per recommendations,3.High,Age by Area,Urban Age Group 4,2015,Lower Bound,56.83,70236012,,,Urban,2.62
Percentage of level of total physical activity per recommendations,3.High,Age by Area,Rural Age Group 4,2015,Lower Bound,12.79,15807119,,,Rural,83.71
Percentage of level of total physical activity per recommendations,3.High,Total,Total,2015,Upper Bound,2.611,3226926,,,"",
Percentage of level of total physical activity per recommendations,3.High,Sex,Men,2015,Upper Bound,50.71,62672324,,,Total,2.611
Percentage of level of total physical activity per recommendations,3.High,Sex,Women,2015,Upper Bound,34.89,43120437,,,Total,2.611
Percentage of level of total physical activity per recommendations,3.High,Age,Age Group 1,2015,Upper Bound,41.86,51734638,,,Total,2.611
Percentage of level of total physical activity per recommendations,3.High,Age,Age Group 2,2015,Upper Bound,46.85,57901762,,,Total,2.611
Percentage of level of total physical activity per recommendations,3.High,Age,Age Group 3,2015,Upper Bound,82.92,102480558,,,Total,2.611
Percentage of level of total physical activity per recommendations,3.High,Age,Age Group 4,2015,Upper Bound,2.62,3238049,,,Total,2.611
Percentage of level of total physical activity per recommendations,3.High,Area,Urban,2015,Upper Bound,83.71,103456916,,,Total,2.611
Percentage of level of total physical activity per recommendations,3.High,Area,Rural,2015,Upper Bound,4.227,5224136,,,Total,2.611
Percentage of level of total physical activity per recommendations,3.High,Sex by Age,Women Age Group 1,2015,Upper Bound,34.93,43169873,,,Women,34.89
Percentage of level of total physical activity per recommendations,3.High,Sex by Age,Women Age Group 2,2015,Upper Bound,25.86,31960290,,,Women,34.89
Percentage of level of total physical activity per recommendations,3.High,Sex by Age,Women Age Group 3,2015,Upper Bound,71.95,88922770,,,Women,34.89
Percentage of level of total physical activity per recommendations,3.High,Sex by Age,Women Age Group 4,2015,Upper Bound,56.83,70236012,,,Women,34.89
Percentage of level of total physical activity per recommendations,3.High,Sex by Age,Men Age Group 1,2015,Upper Bound,12.79,15807119,,,Men,50.71
Percentage of level of total physical activity per recommendations,3.High,Sex by Age,Men Age Group 2,2015,Upper Bound,2.611,3226926,,,Men,50.71
Percentage of level of total physical activity per recommendations,3.High,Sex by Age,Men Age Group 3,2015,Upper Bound,50.71,62672324,,,Men,50.71
Percentage of level of total physical activity per recommendations,3.High,Sex by Age,Men Age Group 4,2015,Upper Bound,34.89,43120437,,,Men,50.71
Percentage of level of total physical activity per recommendations,3.High,Sex by Area,Urban Men,2015,Upper Bound,41.86,51734638,,,Men,50.71
Percentage of level of total physical activity per recommendations,3.High,Sex by Area,Rural Men,2015,Upper Bound,46.85,57901762,,,Men,50.71
Percentage of level of total physical activity per recommendations,3.High,Sex by Area,Urban Women,2015,Upper Bound,82.92,102480558,,,Women,34.89
Percentage of level of total physical activity per recommendations,3.High,Sex by Area,Rural Women,2015,Upper Bound,2.62,3238049,,,Women,34.89
Percentage of level of total physical activity per recommendations,3.High,Age by Area,Urban Age Group 1,2015,Upper Bound,83.71,103456916,,,Urban,83.71
Percentage of level of total physical activity per recommendations,3.High,Age by Area,Rural Age Group 1,2015,Upper Bound,4.227,5224136,,,Rural,4.227
Percentage of level of total physical activity per recommendations,3.High,Age by Area,Urban Age Group 2,2015,Upper Bound,34.93,43169873,,,Urban,83.71
Percentage of level of total physical activity per recommendations,3.High,Age by Area,Rural Age Group 2,2015,Upper Bound,25.86,31960290,,,Rural,4.227
Percentage of level of total physical activity per recommendations,3.High,Age by Area,Urban Age Group 3,2015,Upper Bound,71.95,88922770,,,Urban,83.71
Percentage of level of total physical activity per recommendations,3.High,Age by Area,Rural Age Group 3,2015,Upper Bound,56.83,70236012,,,Rural,4.227
Percentage of level of total physical activity per recommendations,3.High,Age by Area,Urban Age Group 4,2015,Upper Bound,12.79,15807119,,,Urban,83.71
Percentage of level of total physical activity per recommendations,3.High,Age by Area,Rural Age Group 4,2015,Lower Bound,2.611,3226926,,,Rural,83.71
Average and median minutes of total physical activity per day,Average minutes,Total,Total,2015,Estimated,11.91,,viz_total,Average and median minutes of total physical activity per day,"",
Average and median minutes of total physical activity per day,Average minutes,Sex,Men,2015,Estimated,10.93,,viz_sex,Average and median minutes of total physical activity per day,Total,11.91
Average and median minutes of total physical activity per day,Average minutes,Sex,Women,2015,Estimated,10.71,,viz_sex,Average and median minutes of total physical activity per day,Total,11.91
Average and median minutes of total physical activity per day,Average minutes,Age,Age Group 1,2015,Estimated,5.344,,viz_age,Average and median minutes of total physical activity per day,Total,11.91
Average and median minutes of total physical activity per day,Average minutes,Age,Age Group 2,2015,Estimated,6.459,,viz_age,Average and median minutes of total physical activity per day,Total,11.91
Average and median minutes of total physical activity per day,Average minutes,Age,Age Group 3,2015,Estimated,5.981,,viz_age,Average and median minutes of total physical activity per day,Total,11.91
Average and median minutes of total physical activity per day,Average minutes,Age,Age Group 4,2015,Estimated,7.512,,viz_age,Average and median minutes of total physical activity per day,Total,11.91
Average and median minutes of total physical activity per day,Average minutes,Area,Urban,2015,Estimated,4.6,,viz_area,Average and median minutes of total physical activity per day,Total,11.91
Average and median minutes of total physical activity per day,Average minutes,Area,Rural,2015,Estimated,6.741,,viz_area,Average and median minutes of total physical activity per day,Total,11.91
Average and median minutes of total physical activity per day,Average minutes,Sex by Age,Women Age Group 1,2015,Estimated,11,,viz_women_age,Average and median minutes of total physical activity per day,Women,10.71
Average and median minutes of total physical activity per day,Average minutes,Sex by Age,Women Age Group 2,2015,Estimated,12.03,,viz_women_age,Average and median minutes of total physical activity per day,Women,10.71
Average and median minutes of total physical activity per day,Average minutes,Sex by Age,Women Age Group 3,2015,Estimated,10.44,,viz_women_age,Average and median minutes of total physical activity per day,Women,10.71
Average and median minutes of total physical activity per day,Average minutes,Sex by Age,Women Age Group 4,2015,Estimated,8.668,,viz_women_age,Average and median minutes of total physical activity per day,Women,10.71
Average and median minutes of total physical activity per day,Average minutes,Sex by Age,Men Age Group 1,2015,Estimated,8.784,,viz_men_age,Average and median minutes of total physical activity per day,Men,10.93
Average and median minutes of total physical activity per day,Average minutes,Sex by Age,Men Age Group 2,2015,Estimated,11.91,,viz_men_age,Average and median minutes of total physical activity per day,Men,10.93
Average and median minutes of total physical activity per day,Average minutes,Sex by Age,Men Age Group 3,2015,Estimated,10.93,,viz_men_age,Average and median minutes of total physical activity per day,Men,10.93
Average and median minutes of total physical activity per day,Average minutes,Sex by Age,Men Age Group 4,2015,Estimated,10.71,,viz_men_age,Average and median minutes of total physical activity per day,Men,10.93
Average and median minutes of total physical activity per day,Average minutes,Sex by Area,Urban Men,2015,Estimated,5.344,,viz_sex_area,Average and median minutes of total physical activity per day,Men,10.93
Average and median minutes of total physical activity per day,Average minutes,Sex by Area,Rural Men,2015,Estimated,6.459,,viz_sex_area,Average and median minutes of total physical activity per day,Men,10.93
Average and median minutes of total physical activity per day,Average minutes,Sex by Area,Urban Women,2015,Estimated,5.981,,viz_sex_area,Average and median minutes of total physical activity per day,Women,10.71
Average and median minutes of total physical activity per day,Average minutes,Sex by Area,Rural Women,2015,Estimated,7.512,,viz_sex_area,Average and median minutes of total physical activity per day,Women,10.71
Average and median minutes of total physical activity per day,Average minutes,Age by Area,Urban Age Group 1,2015,Estimated,4.6,,viz_age_area,Average and median minutes of total physical activity per day,Urban,4.6
Average and median minutes of total physical activity per day,Average minutes,Age by Area,Rural Age Group 1,2015,Estimated,6.741,,viz_age_area,Average and median minutes of total physical activity per day,Rural,6.741
Average and median minutes of total physical activity per day,Average minutes,Age by Area,Urban Age Group 2,2015,Estimated,11,,viz_age_area,Average and median minutes of total physical activity per day,Urban,4.6
Average and median minutes of total physical activity per day,Average minutes,Age by Area,Rural Age Group 2,2015,Estimated,12.03,,viz_age_area,Average and median minutes of total physical activity per day,Rural,6.741
Average and median minutes of total physical activity per day,Average minutes,Age by Area,Urban Age Group 3,2015,Estimated,10.44,,viz_age_area,Average and median minutes of total physical activity per day,Urban,4.6
Average and median minutes of total physical activity per day,Average minutes,Age by Area,Rural Age Group 3,2015,Estimated,8.668,,viz_age_area,Average and median minutes of total physical activity per day,Rural,6.741
Average and median minutes of total physical activity per day,Average minutes,Age by Area,Urban Age Group 4,2015,Estimated,8.784,,viz_age_area,Average and median minutes of total physical activity per day,Urban,4.6
Average and median minutes of total physical activity per day,Average minutes,Age by Area,Rural Age Group 4,2015,Estimated,11.91,,viz_age_area,Average and median minutes of total physical activity per day,Rural,6.741
Average and median minutes of total physical activity per day,Average minutes,Total,Total,2015,Lower Bound,10.93,,,,"",
Average and median minutes of total physical activity per day,Average minutes,Sex,Men,2015,Lower Bound,10.71,,,,Total,10.93
Average and median minutes of total physical activity per day,Average minutes,Sex,Women,2015,Lower Bound,5.344,,,,Total,10.93
Average and median minutes of total physical activity per day,Average minutes,Age,Age Group 1,2015,Lower Bound,6.459,,,,Total,10.93
Average and median minutes of total physical activity per day,Average minutes,Age,Age Group 2,2015,Lower Bound,5.981,,,,Total,10.93
Average and median minutes of total physical activity per day,Average minutes,Age,Age Group 3,2015,Lower Bound,7.512,,,,Total,10.93
Average and median minutes of total physical activity per day,Average minutes,Age,Age Group 4,2015,Lower Bound,4.6,,,,Total,10.93
Average and median minutes of total physical activity per day,Average minutes,Area,Urban,2015,Lower Bound,6.741,,,,Total,10.93
Average and median minutes of total physical activity per day,Average minutes,Area,Rural,2015,Lower Bound,11,,,,Total,10.93
Average and median minutes of total physical activity per day,Average minutes,Sex by Age,Women Age Group 1,2015,Lower Bound,12.03,,,,Women,5.344
Average and median minutes of total physical activity per day,Average minutes,Sex by Age,Women Age Group 2,2015,Lower Bound,10.44,,,,Women,5.344
Average and median minutes of total physical activity per day,Average minutes,Sex by Age,Women Age Group 3,2015,Lower Bound,8.668,,,,Women,5.344
Average and median minutes of total physical activity per day,Average minutes,Sex by Age,Women Age Group 4,2015,Lower Bound,8.784,,,,Women,5.344
Average and median minutes of total physical activity per day,Average minutes,Sex by Age,Men Age Group 1,2015,Lower Bound,11.91,,,,Men,10.71
Average and median minutes of total physical activity per day,Average minutes,Sex by Age,Men Age Group 2,2015,Lower Bound,10.93,,,,Men,10.71
Average and median minutes of total physical activity per day,Average minutes,Sex by Age,Men Age Group 3,2015,Lower Bound,10.71,,,,Men,10.71
Average and median minutes of total physical activity per day,Average minutes,Sex by Age,Men Age Group 4,2015,Lower Bound,5.344,,,,Men,10.71
Average and median minutes of total physical activity per day,Average minutes,Sex by Area,Urban Men,2015,Lower Bound,6.459,,,,Men,10.71
Average and median minutes of total physical activity per day,Average minutes,Sex by Area,Rural Men,2015,Lower Bound,5.981,,,,Men,10.71
Average and median minutes of total physical activity per day,Average minutes,Sex by Area,Urban Women,2015,Lower Bound,7.512,,,,Women,5.344
Average and median minutes of total physical activity per day,Average minutes,Sex by Area,Rural Women,2015,Lower Bound,4.6,,,,Women,5.344
Average and median minutes of total physical activity per day,Average minutes,Age by Area,Urban Age Group 1,2015,Lower Bound,6.741,,,,Urban,6.741
Average and median minutes of total physical activity per day,Average minutes,Age by Area,Rural Age Group 1,2015,Lower Bound,11,,,,Rural,11
Average and median minutes of total physical activity per day,Average minutes,Age by Area,Urban Age Group 2,2015,Lower Bound,12.03,,,,Urban,6.741
Average and median minutes of total physical activity per day,Average minutes,Age by Area,Rural Age Group 2,2015,Lower Bound,10.44,,,,Rural,11
Average and median minutes of total physical activity per day,Average minutes,Age by Area,Urban Age Group 3,2015,Lower Bound,8.668,,,,Urban,6.741
Average and median minutes of total physical activity per day,Average minutes,Age by Area,Rural Age Group 3,2015,Lower Bound,8.784,,,,Rural,11
Average and median minutes of total physical activity per day,Average minutes,Age by Area,Urban Age Group 4,2015,Lower Bound,11.91,,,,Urban,6.741
Average and median minutes of total physical activity per day,Average minutes,Age by Area,Rural Age Group 4,2015,Lower Bound,10.93,,,,Rural,11
Average and median minutes of total physical activity per day,Average minutes,Total,Total,2015,Upper Bound,10.71,,,,"",
Average and median minutes of total physical activity per day,Average minutes,Sex,Men,2015,Upper Bound,5.344,,,,Total,10.71
Average and median minutes of total physical activity per day,Average minutes,Sex,Women,2015,Upper Bound,6.459,,,,Total,10.71
Average and median minutes of total physical activity per day,Average minutes,Age,Age Group 1,2015,Upper Bound,5.981,,,,Total,10.71
Average and median minutes of total physical activity per day,Average minutes,Age,Age Group 2,2015,Upper Bound,7.512,,,,Total,10.71
Average and median minutes of total physical activity per day,Average minutes,Age,Age Group 3,2015,Upper Bound,4.6,,,,Total,10.71
Average and median minutes of total physical activity per day,Average minutes,Age,Age Group 4,2015,Upper Bound,6.741,,,,Total,10.71
Average and median minutes of total physical activity per day,Average minutes,Area,Urban,2015,Upper Bound,11,,,,Total,10.71
Average and median minutes of total physical activity per day,Average minutes,Area,Rural,2015,Upper Bound,12.03,,,,Total,10.71
Average and median minutes of total physical activity per day,Average minutes,Sex by Age,Women Age Group 1,2015,Upper Bound,10.44,,,,Women,6.459
Average and median minutes of total physical activity per day,Average minutes,Sex by Age,Women Age Group 2,2015,Upper Bound,8.668,,,,Women,6.459
Average and median minutes of total physical activity per day,Average minutes,Sex by Age,Women Age Group 3,2015,Upper Bound,8.784,,,,Women,6.459
Average and median minutes of total physical activity per day,Average minutes,Sex by Age,Women Age Group 4,2015,Upper Bound,11.91,,,,Women,6.459
Average and median minutes of total physical activity per day,Average minutes,Sex by Age,Men Age Group 1,2015,Upper Bound,10.93,,,,Men,5.344
Average and median minutes of total physical activity per day,Average minutes,Sex by Age,Men Age Group 2,2015,Upper Bound,10.71,,,,Men,5.344
Average and median minutes of total physical activity per day,Average minutes,Sex by Age,Men Age Group 3,2015,Upper Bound,5.344,,,,Men,5.344
Average and median minutes of total physical activity per day,Average minutes,Sex by Age,Men Age Group 4,2015,Upper Bound,6.459,,,,Men,5.344
Average and median minutes of total physical activity per day,Average minutes,Sex by Area,Urban Men,2015,Upper Bound,5.981,,,,Men,5.344
Average and median minutes of total physical activity per day,Average minutes,Sex by Area,Rural Men,2015,Upper Bound,7.512,,,,Men,5.344
Average and median minutes of total physical activity per day,Average minutes,Sex by Area,Urban Women,2015,Upper Bound,4.6,,,,Women,6.459
Average and median minutes of total physical activity per day,Average minutes,Sex by Area,Rural Women,2015,Upper Bound,6.741,,,,Women,6.459
Average and median minutes of total physical activity per day,Average minutes,Age by Area,Urban Age Group 1,2015,Upper Bound,11,,,,Urban,11
Average and median minutes of total physical activity per day,Average minutes,Age by Area,Rural Age Group 1,2015,Upper Bound,12.03,,,,Rural,12.03
Average and median minutes of total physical activity per day,Average minutes,Age by Area,Urban Age Group 2,2015,Upper Bound,10.44,,,,Urban,11
Average and median minutes of total physical activity per day,Average minutes,Age by Area,Rural Age Group 2,2015,Upper Bound,8.668,,,,Rural,12.03
Average and median minutes of total physical activity per day,Average minutes,Age by Area,Urban Age Group 3,2015,Upper Bound,8.784,,,,Urban,11
Average and median minutes of total physical activity per day,Average minutes,Age by Area,Rural Age Group 3,2015,Upper Bound,11.91,,,,Rural,12.03
Average and median minutes of total physical activity per day,Average minutes,Age by Area,Urban Age Group 4,2015,Upper Bound,10.93,,,,Urban,11
Average and median minutes of total physical activity per day,Average minutes,Age by Area,Rural Age Group 4,2015,Lower Bound,10.71,,,,Rural,11
Average and median minutes of total physical activity per day,Median minutes,Total,Total,2015,Estimated,5.344,,viz_total,Average and median minutes of total physical activity per day,"",
Average and median minutes of total physical activity per day,Median minutes,Sex,Men,2015,Estimated,6.459,,viz_sex,Average and median minutes of total physical activity per day,Total,5.344
Average and median minutes of total physical activity per day,Median minutes,Sex,Women,2015,Estimated,5.981,,viz_sex,Average and median minutes of total physical activity per day,Total,5.344
Average and median minutes of total physical activity per day,Median minutes,Age,Age Group 1,2015,Estimated,7.512,,viz_age,Average and median minutes of total physical activity per day,Total,5.344
Average and median minutes of total physical activity per day,Median minutes,Age,Age Group 2,2015,Estimated,4.6,,viz_age,Average and median minutes of total physical activity per day,Total,5.344
Average and median minutes of total physical activity per day,Median minutes,Age,Age Group 3,2015,Estimated,6.741,,viz_age,Average and median minutes of total physical activity per day,Total,5.344
Average and median minutes of total physical activity per day,Median minutes,Age,Age Group 4,2015,Estimated,11,,viz_age,Average and median minutes of total physical activity per day,Total,5.344
Average and median minutes of total physical activity per day,Median minutes,Area,Urban,2015,Estimated,12.03,,viz_area,Average and median minutes of total physical activity per day,Total,5.344
Average and median minutes of total physical activity per day,Median minutes,Area,Rural,2015,Estimated,10.44,,viz_area,Average and median minutes of total physical activity per day,Total,5.344
Average and median minutes of total physical activity per day,Median minutes,Sex by Age,Women Age Group 1,2015,Estimated,8.668,,viz_women_age,Average and median minutes of total physical activity per day,Women,5.981
Average and median minutes of total physical activity per day,Median minutes,Sex by Age,Women Age Group 2,2015,Estimated,8.784,,viz_women_age,Average and median minutes of total physical activity per day,Women,5.981
Average and median minutes of total physical activity per day,Median minutes,Sex by Age,Women Age Group 3,2015,Estimated,11.91,,viz_women_age,Average and median minutes of total physical activity per day,Women,5.981
Average and median minutes of total physical activity per day,Median minutes,Sex by Age,Women Age Group 4,2015,Estimated,10.93,,viz_women_age,Average and median minutes of total physical activity per day,Women,5.981
Average and median minutes of total physical activity per day,Median minutes,Sex by Age,Men Age Group 1,2015,Estimated,10.71,,viz_men_age,Average and median minutes of total physical activity per day,Men,6.459
Average and median minutes of total physical activity per day,Median minutes,Sex by Age,Men Age Group 2,2015,Estimated,5.344,,viz_men_age,Average and median minutes of total physical activity per day,Men,6.459
Average and median minutes of total physical activity per day,Median minutes,Sex by Age,Men Age Group 3,2015,Estimated,6.459,,viz_men_age,Average and median minutes of total physical activity per day,Men,6.459
Average and median minutes of total physical activity per day,Median minutes,Sex by Age,Men Age Group 4,2015,Estimated,5.981,,viz_men_age,Average and median minutes of total physical activity per day,Men,6.459
Average and median minutes of total physical activity per day,Median minutes,Sex by Area,Urban Men,2015,Estimated,7.512,,viz_sex_area,Average and median minutes of total physical activity per day,Men,6.459
Average and median minutes of total physical activity per day,Median minutes,Sex by Area,Rural Men,2015,Estimated,4.6,,viz_sex_area,Average and median minutes of total physical activity per day,Men,6.459
Average and median minutes of total physical activity per day,Median minutes,Sex by Area,Urban Women,2015,Estimated,6.741,,viz_sex_area,Average and median minutes of total physical activity per day,Women,5.981
Average and median minutes of total physical activity per day,Median minutes,Sex by Area,Rural Women,2015,Estimated,11,,viz_sex_area,Average and median minutes of total physical activity per day,Women,5.981
Average and median minutes of total physical activity per day,Median minutes,Age by Area,Urban Age Group 1,2015,Estimated,12.03,,viz_age_area,Average and median minutes of total physical activity per day,Urban,12.03
Average and median minutes of total physical activity per day,Median minutes,Age by Area,Rural Age Group 1,2015,Estimated,10.44,,viz_age_area,Average and median minutes of total physical activity per day,Rural,10.44
Average and median minutes of total physical activity per day,Median minutes,Age by Area,Urban Age Group 2,2015,Estimated,8.668,,viz_age_area,Average and median minutes of total physical activity per day,Urban,12.03
Average and median minutes of total physical activity per day,Median minutes,Age by Area,Rural Age Group 2,2015,Estimated,8.784,,viz_age_area,Average and median minutes of total physical activity per day,Rural,10.44
Average and median minutes of total physical activity per day,Median minutes,Age by Area,Urban Age Group 3,2015,Estimated,11.91,,viz_age_area,Average and median minutes of total physical activity per day,Urban,12.03
Average and median minutes of total physical activity per day,Median minutes,Age by Area,Rural Age Group 3,2015,Estimated,10.93,,viz_age_area,Average and median minutes of total physical activity per day,Rural,10.44
Average and median minutes of total physical activity per day,Median minutes,Age by Area,Urban Age Group 4,2015,Estimated,10.71,,viz_age_area,Average and median minutes of total physical activity per day,Urban,12.03
Average and median minutes of total physical activity per day,Median minutes,Age by Area,Rural Age Group 4,2015,Estimated,5.344,,viz_age_area,Average and median minutes of total physical activity per day,Rural,10.44
Average and median minutes of total physical activity per day,Median minutes,Total,Total,2015,Lower Bound,6.459,,,,"",
Average and median minutes of total physical activity per day,Median minutes,Sex,Men,2015,Lower Bound,5.981,,,,Total,6.459
Average and median minutes of total physical activity per day,Median minutes,Sex,Women,2015,Lower Bound,7.512,,,,Total,6.459
Average and median minutes of total physical activity per day,Median minutes,Age,Age Group 1,2015,Lower Bound,4.6,,,,Total,6.459
Average and median minutes of total physical activity per day,Median minutes,Age,Age Group 2,2015,Lower Bound,6.741,,,,Total,6.459
Average and median minutes of total physical activity per day,Median minutes,Age,Age Group 3,2015,Lower Bound,11,,,,Total,6.459
Average and median minutes of total physical activity per day,Median minutes,Age,Age Group 4,2015,Lower Bound,12.03,,,,Total,6.459
Average and median minutes of total physical activity per day,Median minutes,Area,Urban,2015,Lower Bound,10.44,,,,Total,6.459
Average and median minutes of total physical activity per day,Median minutes,Area,Rural,2015,Lower Bound,8.668,,,,Total,6.459
Average and median minutes of total physical activity per day,Median minutes,Sex by Age,Women Age Group 1,2015,Lower Bound,8.784,,,,Women,7.512
Average and median minutes of total physical activity per day,Median minutes,Sex by Age,Women Age Group 2,2015,Lower Bound,11.91,,,,Women,7.512
Average and median minutes of total physical activity per day,Median minutes,Sex by Age,Women Age Group 3,2015,Lower Bound,10.93,,,,Women,7.512
Average and median minutes of total physical activity per day,Median minutes,Sex by Age,Women Age Group 4,2015,Lower Bound,10.71,,,,Women,7.512
Average and median minutes of total physical activity per day,Median minutes,Sex by Age,Men Age Group 1,2015,Lower Bound,5.344,,,,Men,5.981
Average and median minutes of total physical activity per day,Median minutes,Sex by Age,Men Age Group 2,2015,Lower Bound,6.459,,,,Men,5.981
Average and median minutes of total physical activity per day,Median minutes,Sex by Age,Men Age Group 3,2015,Lower Bound,5.981,,,,Men,5.981
Average and median minutes of total physical activity per day,Median minutes,Sex by Age,Men Age Group 4,2015,Lower Bound,7.512,,,,Men,5.981
Average and median minutes of total physical activity per day,Median minutes,Sex by Area,Urban Men,2015,Lower Bound,4.6,,,,Men,5.981
Average and median minutes of total physical activity per day,Median minutes,Sex by Area,Rural Men,2015,Lower Bound,6.741,,,,Men,5.981
Average and median minutes of total physical activity per day,Median minutes,Sex by Area,Urban Women,2015,Lower Bound,11,,,,Women,7.512
Average and median minutes of total physical activity per day,Median minutes,Sex by Area,Rural Women,2015,Lower Bound,12.03,,,,Women,7.512
Average and median minutes of total physical activity per day,Median minutes,Age by Area,Urban Age Group 1,2015,Lower Bound,10.44,,,,Urban,10.44
Average and median minutes of total physical activity per day,Median minutes,Age by Area,Rural Age Group 1,2015,Lower Bound,8.668,,,,Rural,8.668
Average and median minutes of total physical activity per day,Median minutes,Age by Area,Urban Age Group 2,2015,Lower Bound,8.784,,,,Urban,10.44
Average and median minutes of total physical activity per day,Median minutes,Age by Area,Rural Age Group 2,2015,Lower Bound,11.91,,,,Rural,8.668
Average and median minutes of total physical activity per day,Median minutes,Age by Area,Urban Age Group 3,2015,Lower Bound,10.93,,,,Urban,10.44
Average and median minutes of total physical activity per day,Median minutes,Age by Area,Rural Age Group 3,2015,Lower Bound,10.71,,,,Rural,8.668
Average and median minutes of total physical activity per day,Median minutes,Age by Area,Urban Age Group 4,2015,Lower Bound,5.344,,,,Urban,10.44
Average and median minutes of total physical activity per day,Median minutes,Age by Area,Rural Age Group 4,2015,Lower Bound,6.459,,,,Rural,8.668
Average and median minutes of total physical activity per day,Median minutes,Total,Total,2015,Upper Bound,5.981,,,,"",
Average and median minutes of total physical activity per day,Median minutes,Sex,Men,2015,Upper Bound,7.512,,,,Total,5.981
Average and median minutes of total physical activity per day,Median minutes,Sex,Women,2015,Upper Bound,4.6,,,,Total,5.981
Average and median minutes of total physical activity per day,Median minutes,Age,Age Group 1,2015,Upper Bound,6.741,,,,Total,5.981
Average and median minutes of total physical activity per day,Median minutes,Age,Age Group 2,2015,Upper Bound,11,,,,Total,5.981
Average and median minutes of total physical activity per day,Median minutes,Age,Age Group 3,2015,Upper Bound,12.03,,,,Total,5.981
Average and median minutes of total physical activity per day,Median minutes,Age,Age Group 4,2015,Upper Bound,10.44,,,,Total,5.981
