Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Ref_group,National Reference
Percentage of number of servings of fruit and/or vegetables per day,0,Area,Urban,2015,Lower Bound,5.717,7065622,,,Total,47.58
Percentage of number of servings of fruit and/or vegetables per day,0,Area,Rural,2015,Lower Bound,22.64,27980702,,,Total,47.58
Percentage of number of servings of fruit and/or vegetables per day,0,Sex by Age,Women Age Group 1,2015,Lower Bound,18.39,22728141,,,Women,63.9
Percentage of number of servings of fruit and/or vegetables per day,0,Sex by Age,Women Age Group 2,2015,Lower Bound,96.8,119634804,,,Women,63.9
Percentage of number of servings of fruit and/or vegetables per day,0,Sex by Age,Women Age Group 3,2015,Lower Bound,50.91,62919503,,,Women,63.9
Percentage of number of servings of fruit and/or vegetables per day,0,Sex by Age,Women Age Group 4,2015,Lower Bound,44.64,55170430,,,Women,63.9
Percentage of number of servings of fruit and/or vegetables per day,0,Sex by Age,Men Age Group 1,2015,Lower Bound,85.02,105075941,,,Men,47.98
Percentage of number of servings of fruit and/or vegetables per day,0,Sex by Age,Men Age Group 2,2015,Lower Bound,41.7,51536894,,,Men,47.98
Percentage of number of servings of fruit and/or vegetables per day,0,Sex by Age,Men Age Group 3,2015,Lower Bound,82.31,101726661,,,Men,47.98
Percentage of number of servings of fruit and/or vegetables per day,0,Sex by Age,Men Age Group 4,2015,Lower Bound,84.24,104111941,,,Men,47.98
Percentage of number of servings of fruit and/or vegetables per day,0,Sex by Area,Urban Men,2015,Lower Bound,49.62,61325196,,,Men,47.98
Percentage of number of servings of fruit and/or vegetables per day,0,Sex by Area,Rural Men,2015,Lower Bound,38.12,47112384,,,Men,47.98
Percentage of number of servings of fruit and/or vegetables per day,0,Sex by Area,Urban Women,2015,Lower Bound,73,90220462,,,Women,63.9
Percentage of number of servings of fruit and/or vegetables per day,0,Sex by Area,Rural Women,2015,Lower Bound,30.4,37571261,,,Women,63.9
Percentage of number of servings of fruit and/or vegetables per day,0,Age by Area,Urban Age Group 1,2015,Lower Bound,40.95,50609972,,,Urban,5.717
Percentage of number of servings of fruit and/or vegetables per day,0,Age by Area,Rural Age Group 1,2015,Lower Bound,95.93,118559574,,,Rural,22.64
Percentage of number of servings of fruit and/or vegetables per day,0,Age by Area,Urban Age Group 2,2015,Lower Bound,31.33,38720645,,,Urban,5.717
Percentage of number of servings of fruit and/or vegetables per day,0,Age by Area,Rural Age Group 2,2015,Lower Bound,95.72,118300036,,,Rural,22.64
Percentage of number of servings of fruit and/or vegetables per day,0,Age by Area,Urban Age Group 3,2015,Lower Bound,91.91,113591269,,,Urban,5.717
Percentage of number of servings of fruit and/or vegetables per day,0,Age by Area,Rural Age Group 3,2015,Lower Bound,5.862,7244827,,,Rural,22.64
Percentage of number of servings of fruit and/or vegetables per day,0,Age by Area,Urban Age Group 4,2015,Lower Bound,68.44,84584773,,,Urban,5.717
Percentage of number of servings of fruit and/or vegetables per day,0,Age by Area,Rural Age Group 4,2015,Lower Bound,11.66,14410556,,,Rural,22.64
Percentage of number of servings of fruit and/or vegetables per day,0,Total,Total,2015,Upper Bound,12.05,14892556,,,"",
Percentage of number of servings of fruit and/or vegetables per day,0,Sex,Men,2015,Upper Bound,36.38,44961923,,,Total,12.05
Percentage of number of servings of fruit and/or vegetables per day,0,Sex,Women,2015,Upper Bound,48.64,60114017,,,Total,12.05
Percentage of number of servings of fruit and/or vegetables per day,0,Age,Age Group 1,2015,Upper Bound,68.25,84349953,,,Total,12.05
Percentage of number of servings of fruit and/or vegetables per day,0,Age,Age Group 2,2015,Upper Bound,47.58,58803967,,,Total,12.05
Percentage of number of servings of fruit and/or vegetables per day,0,Age,Age Group 3,2015,Upper Bound,47.98,59298326,,,Total,12.05
Percentage of number of servings of fruit and/or vegetables per day,0,Age,Age Group 4,2015,Upper Bound,63.9,78973802,,,Total,12.05
Percentage of number of servings of fruit and/or vegetables per day,0,Area,Urban,2015,Upper Bound,35.9,44368693,,,Total,12.05
Percentage of number of servings of fruit and/or vegetables per day,0,Area,Rural,2015,Upper Bound,58.07,71768524,,,Total,12.05
Percentage of number of servings of fruit and/or vegetables per day,0,Sex by Age,Women Age Group 1,2015,Upper Bound,55.37,68431602,,,Women,48.64
Percentage of number of servings of fruit and/or vegetables per day,0,Sex by Age,Women Age Group 2,2015,Upper Bound,83.18,102801891,,,Women,48.64
Percentage of number of servings of fruit and/or vegetables per day,0,Sex by Age,Women Age Group 3,2015,Upper Bound,5.717,7065622,,,Women,48.64
Percentage of number of servings of fruit and/or vegetables per day,0,Sex by Age,Women Age Group 4,2015,Upper Bound,22.64,27980702,,,Women,48.64
Percentage of number of servings of fruit and/or vegetables per day,0,Sex by Age,Men Age Group 1,2015,Upper Bound,18.39,22728141,,,Men,36.38
Percentage of number of servings of fruit and/or vegetables per day,0,Sex by Age,Men Age Group 2,2015,Upper Bound,96.8,119634804,,,Men,36.38
Percentage of number of servings of fruit and/or vegetables per day,0,Sex by Age,Men Age Group 3,2015,Upper Bound,50.91,62919503,,,Men,36.38
Percentage of number of servings of fruit and/or vegetables per day,0,Sex by Age,Men Age Group 4,2015,Upper Bound,44.64,55170430,,,Men,36.38
Percentage of number of servings of fruit and/or vegetables per day,0,Sex by Area,Urban Men,2015,Upper Bound,85.02,105075941,,,Men,36.38
Percentage of number of servings of fruit and/or vegetables per day,0,Sex by Area,Rural Men,2015,Upper Bound,41.7,51536894,,,Men,36.38
Percentage of number of servings of fruit and/or vegetables per day,0,Sex by Area,Urban Women,2015,Upper Bound,82.31,101726661,,,Women,48.64
Percentage of number of servings of fruit and/or vegetables per day,0,Sex by Area,Rural Women,2015,Upper Bound,84.24,104111941,,,Women,48.64
Percentage of number of servings of fruit and/or vegetables per day,0,Age by Area,Urban Age Group 1,2015,Upper Bound,49.62,61325196,,,Urban,35.9
Percentage of number of servings of fruit and/or vegetables per day,0,Age by Area,Rural Age Group 1,2015,Upper Bound,38.12,47112384,,,Rural,58.07
Percentage of number of servings of fruit and/or vegetables per day,0,Age by Area,Urban Age Group 2,2015,Upper Bound,73,90220462,,,Urban,35.9
Percentage of number of servings of fruit and/or vegetables per day,0,Age by Area,Rural Age Group 2,2015,Upper Bound,30.4,37571261,,,Rural,58.07
Percentage of number of servings of fruit and/or vegetables per day,0,Age by Area,Urban Age Group 3,2015,Upper Bound,40.95,50609972,,,Urban,35.9
Percentage of number of servings of fruit and/or vegetables per day,0,Age by Area,Rural Age Group 3,2015,Upper Bound,95.93,118559574,,,Rural,58.07
Percentage of number of servings of fruit and/or vegetables per day,0,Age by Area,Urban Age Group 4,2015,Upper Bound,31.33,38720645,,,Urban,35.9
Percentage of number of servings of fruit and/or vegetables per day,0,Age by Area,Rural Age Group 4,2015,Lower Bound,95.72,118300036,,,Rural,22.64
Percentage of number of servings of fruit and/or vegetables per day,1-2,Total,Total,2015,Estimated,91.91,113591269,viz_total,Percentage of number of servings of fruit and/or vegetables per day,"",
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex,Men,2015,Estimated,5.862,7244827,viz_sex,Percentage of number of servings of fruit and/or vegetables per day,Total,91.91
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex,Women,2015,Estimated,68.44,84584773,viz_sex,Percentage of number of servings of fruit and/or vegetables per day,Total,91.91
Percentage of number of servings of fruit and/or vegetables per day,1-2,Age,Age Group 1,2015,Estimated,11.66,14410556,viz_age,Percentage of number of servings of fruit and/or vegetables per day,Total,91.91
Percentage of number of servings of fruit and/or vegetables per day,1-2,Age,Age Group 2,2015,Estimated,12.05,14892556,viz_age,Percentage of number of servings of fruit and/or vegetables per day,Total,91.91
Percentage of number of servings of fruit and/or vegetables per day,1-2,Age,Age Group 3,2015,Estimated,36.38,44961923,viz_age,Percentage of number of servings of fruit and/or vegetables per day,Total,91.91
Percentage of number of servings of fruit and/or vegetables per day,1-2,Age,Age Group 4,2015,Estimated,48.64,60114017,viz_age,Percentage of number of servings of fruit and/or vegetables per day,Total,91.91
Percentage of number of servings of fruit and/or vegetables per day,1-2,Area,Urban,2015,Estimated,68.25,84349953,viz_area,Percentage of number of servings of fruit and/or vegetables per day,Total,91.91
Percentage of number of servings of fruit and/or vegetables per day,1-2,Area,Rural,2015,Estimated,47.58,58803967,viz_area,Percentage of number of servings of fruit and/or vegetables per day,Total,91.91
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex by Age,Women Age Group 1,2015,Estimated,47.98,59298326,viz_women_age,Percentage of number of servings of fruit and/or vegetables per day,Women,68.44
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex by Age,Women Age Group 2,2015,Estimated,63.9,78973802,viz_women_age,Percentage of number of servings of fruit and/or vegetables per day,Women,68.44
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex by Age,Women Age Group 3,2015,Estimated,35.9,44368693,viz_women_age,Percentage of number of servings of fruit and/or vegetables per day,Women,68.44
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex by Age,Women Age Group 4,2015,Estimated,58.07,71768524,viz_women_age,Percentage of number of servings of fruit and/or vegetables per day,Women,68.44
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex by Age,Men Age Group 1,2015,Estimated,55.37,68431602,viz_men_age,Percentage of number of servings of fruit and/or vegetables per day,Men,5.862
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex by Age,Men Age Group 2,2015,Estimated,83.18,102801891,viz_men_age,Percentage of number of servings of fruit and/or vegetables per day,Men,5.862
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex by Age,Men Age Group 3,2015,Estimated,5.717,7065622,viz_men_age,Percentage of number of servings of fruit and/or vegetables per day,Men,5.862
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex by Age,Men Age Group 4,2015,Estimated,22.64,27980702,viz_men_age,Percentage of number of servings of fruit and/or vegetables per day,Men,5.862
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex by Area,Urban Men,2015,Estimated,18.39,22728141,viz_sex_area,Percentage of number of servings of fruit and/or vegetables per day,Men,5.862
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex by Area,Rural Men,2015,Estimated,96.8,119634804,viz_sex_area,Percentage of number of servings of fruit and/or vegetables per day,Men,5.862
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex by Area,Urban Women,2015,Estimated,50.91,62919503,viz_sex_area,Percentage of number of servings of fruit and/or vegetables per day,Women,68.44
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex by Area,Rural Women,2015,Estimated,44.64,55170430,viz_sex_area,Percentage of number of servings of fruit and/or vegetables per day,Women,68.44
Percentage of number of servings of fruit and/or vegetables per day,1-2,Age by Area,Urban Age Group 1,2015,Estimated,85.02,105075941,viz_age_area,Percentage of number of servings of fruit and/or vegetables per day,Urban,68.25
Percentage of number of servings of fruit and/or vegetables per day,1-2,Age by Area,Rural Age Group 1,2015,Estimated,41.7,51536894,viz_age_area,Percentage of number of servings of fruit and/or vegetables per day,Rural,47.58
Percentage of number of servings of fruit and/or vegetables per day,1-2,Age by Area,Urban Age Group 2,2015,Estimated,82.31,101726661,viz_age_area,Percentage of number of servings of fruit and/or vegetables per day,Urban,68.25
Percentage of number of servings of fruit and/or vegetables per day,1-2,Age by Area,Rural Age Group 2,2015,Estimated,84.24,104111941,viz_age_area,Percentage of number of servings of fruit and/or vegetables per day,Rural,47.58
Percentage of number of servings of fruit and/or vegetables per day,1-2,Age by Area,Urban Age Group 3,2015,Estimated,49.62,61325196,viz_age_area,Percentage of number of servings of fruit and/or vegetables per day,Urban,68.25
Percentage of number of servings of fruit and/or vegetables per day,1-2,Age by Area,Rural Age Group 3,2015,Estimated,38.12,47112384,viz_age_area,Percentage of number of servings of fruit and/or vegetables per day,Rural,47.58
Percentage of number of servings of fruit and/or vegetables per day,1-2,Age by Area,Urban Age Group 4,2015,Estimated,73,90220462,viz_age_area,Percentage of number of servings of fruit and/or vegetables per day,Urban,68.25
Percentage of number of servings of fruit and/or vegetables per day,1-2,Age by Area,Rural Age Group 4,2015,Estimated,30.4,37571261,viz_age_area,Percentage of number of servings of fruit and/or vegetables per day,Rural,47.58
Percentage of number of servings of fruit and/or vegetables per day,1-2,Total,Total,2015,Lower Bound,40.95,50609972,,,"",
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex,Men,2015,Lower Bound,95.93,118559574,,,Total,40.95
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex,Women,2015,Lower Bound,31.33,38720645,,,Total,40.95
Percentage of number of servings of fruit and/or vegetables per day,1-2,Age,Age Group 1,2015,Lower Bound,95.72,118300036,,,Total,40.95
Percentage of number of servings of fruit and/or vegetables per day,1-2,Age,Age Group 2,2015,Lower Bound,91.91,113591269,,,Total,40.95
Percentage of number of servings of fruit and/or vegetables per day,1-2,Age,Age Group 3,2015,Lower Bound,5.862,7244827,,,Total,40.95
Percentage of number of servings of fruit and/or vegetables per day,1-2,Age,Age Group 4,2015,Lower Bound,68.44,84584773,,,Total,40.95
Percentage of number of servings of fruit and/or vegetables per day,1-2,Area,Urban,2015,Lower Bound,11.66,14410556,,,Total,40.95
Percentage of number of servings of fruit and/or vegetables per day,1-2,Area,Rural,2015,Lower Bound,12.05,14892556,,,Total,40.95
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex by Age,Women Age Group 1,2015,Lower Bound,36.38,44961923,,,Women,31.33
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex by Age,Women Age Group 2,2015,Lower Bound,48.64,60114017,,,Women,31.33
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex by Age,Women Age Group 3,2015,Lower Bound,68.25,84349953,,,Women,31.33
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex by Age,Women Age Group 4,2015,Lower Bound,47.58,58803967,,,Women,31.33
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex by Age,Men Age Group 1,2015,Lower Bound,47.98,59298326,,,Men,95.93
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex by Age,Men Age Group 2,2015,Lower Bound,63.9,78973802,,,Men,95.93
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex by Age,Men Age Group 3,2015,Lower Bound,35.9,44368693,,,Men,95.93
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex by Age,Men Age Group 4,2015,Lower Bound,58.07,71768524,,,Men,95.93
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex by Area,Urban Men,2015,Lower Bound,55.37,68431602,,,Men,95.93
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex by Area,Rural Men,2015,Lower Bound,83.18,102801891,,,Men,95.93
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex by Area,Urban Women,2015,Lower Bound,5.717,7065622,,,Women,31.33
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex by Area,Rural Women,2015,Lower Bound,22.64,27980702,,,Women,31.33
Percentage of number of servings of fruit and/or vegetables per day,1-2,Age by Area,Urban Age Group 1,2015,Lower Bound,18.39,22728141,,,Urban,11.66
Percentage of number of servings of fruit and/or vegetables per day,1-2,Age by Area,Rural Age Group 1,2015,Lower Bound,96.8,119634804,,,Rural,12.05
Percentage of number of servings of fruit and/or vegetables per day,1-2,Age by Area,Urban Age Group 2,2015,Lower Bound,50.91,62919503,,,Urban,11.66
Percentage of number of servings of fruit and/or vegetables per day,1-2,Age by Area,Rural Age Group 2,2015,Lower Bound,44.64,55170430,,,Rural,12.05
Percentage of number of servings of fruit and/or vegetables per day,1-2,Age by Area,Urban Age Group 3,2015,Lower Bound,85.02,105075941,,,Urban,11.66
Percentage of number of servings of fruit and/or vegetables per day,1-2,Age by Area,Rural Age Group 3,2015,Lower Bound,41.7,51536894,,,Rural,12.05
Percentage of number of servings of fruit and/or vegetables per day,1-2,Age by Area,Urban Age Group 4,2015,Lower Bound,82.31,101726661,,,Urban,11.66
Percentage of number of servings of fruit and/or vegetables per day,1-2,Age by Area,Rural Age Group 4,2015,Lower Bound,84.24,104111941,,,Rural,12.05
Percentage of number of servings of fruit and/or vegetables per day,1-2,Total,Total,2015,Upper Bound,49.62,61325196,,,"",
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex,Men,2015,Upper Bound,38.12,47112384,,,Total,49.62
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex,Women,2015,Upper Bound,73,90220462,,,Total,49.62
Percentage of number of servings of fruit and/or vegetables per day,1-2,Age,Age Group 1,2015,Upper Bound,30.4,37571261,,,Total,49.62
Percentage of number of servings of fruit and/or vegetables per day,1-2,Age,Age Group 2,2015,Upper Bound,40.95,50609972,,,Total,49.62
Percentage of number of servings of fruit and/or vegetables per day,1-2,Age,Age Group 3,2015,Upper Bound,95.93,118559574,,,Total,49.62
Percentage of number of servings of fruit and/or vegetables per day,1-2,Age,Age Group 4,2015,Upper Bound,31.33,38720645,,,Total,49.62
Percentage of number of servings of fruit and/or vegetables per day,1-2,Area,Urban,2015,Upper Bound,95.72,118300036,,,Total,49.62
Percentage of number of servings of fruit and/or vegetables per day,1-2,Area,Rural,2015,Upper Bound,91.91,113591269,,,Total,49.62
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex by Age,Women Age Group 1,2015,Upper Bound,5.862,7244827,,,Women,73
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex by Age,Women Age Group 2,2015,Upper Bound,68.44,84584773,,,Women,73
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex by Age,Women Age Group 3,2015,Upper Bound,11.66,14410556,,,Women,73
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex by Age,Women Age Group 4,2015,Upper Bound,12.05,14892556,,,Women,73
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex by Age,Men Age Group 1,2015,Upper Bound,36.38,44961923,,,Men,38.12
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex by Age,Men Age Group 2,2015,Upper Bound,48.64,60114017,,,Men,38.12
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex by Age,Men Age Group 3,2015,Upper Bound,68.25,84349953,,,Men,38.12
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex by Age,Men Age Group 4,2015,Upper Bound,47.58,58803967,,,Men,38.12
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex by Area,Urban Men,2015,Upper Bound,47.98,59298326,,,Men,38.12
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex by Area,Rural Men,2015,Upper Bound,63.9,78973802,,,Men,38.12
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex by Area,Urban Women,2015,Upper Bound,35.9,44368693,,,Women,73
Percentage of number of servings of fruit and/or vegetables per day,1-2,Sex by Area,Rural Women,2015,Upper Bound,58.07,71768524,,,Women,73
Percentage of number of servings of fruit and/or vegetables per day,1-2,Age by Area,Urban Age Group 1,2015,Upper Bound,55.37,68431602,,,Urban,95.72
Percentage of number of servings of fruit and/or vegetables per day,1-2,Age by Area,Rural Age Group 1,2015,Upper Bound,83.18,102801891,,,Rural,91.91
Percentage of number of servings of fruit and/or vegetables per day,1-2,Age by Area,Urban Age Group 2,2015,Upper Bound,5.717,7065622,,,Urban,95.72
Percentage of number of servings of fruit and/or vegetables per day,1-2,Age by Area,Rural Age Group 2,2015,Upper Bound,22.64,27980702,,,Rural,91.91
Percentage of number of servings of fruit and/or vegetables per day,1-2,Age by Area,Urban Age Group 3,2015,Upper Bound,18.39,22728141,,,Urban,95.72
Percentage of number of servings of fruit and/or vegetables per day,1-2,Age by Area,Rural Age Group 3,2015,Upper Bound,96.8,119634804,,,Rural,91.91
Percentage of number of servings of fruit and/or vegetables per day,1-2,Age by Area,Urban Age Group 4,2015,Upper Bound,50.91,62919503,,,Urban,95.72
Percentage of number of servings of fruit and/or vegetables per day,1-2,Age by Area,Rural Age Group 4,2015,Lower Bound,44.64,55170430,,,Rural,12.05
Percentage of number of servings of fruit and/or vegetables per day,3-4,Total,Total,2015,Estimated,85.02,105075941,viz_total,Percentage of number of servings of fruit and/or vegetables per day,"",
Percentage of number of servings of fruit and/or vegetables per day,3-4,Sex,Men,2015,Estimated,41.7,51536894,viz_sex,Percentage of number of servings of fruit and/or vegetables per day,Total,85.02
Percentage of number of servings of fruit and/or vegetables per day,3-4,Sex,Women,2015,Estimated,82.31,101726661,viz_sex,Percentage of number of servings of fruit and/or vegetables per day,Total,85.02
Percentage of number of servings of fruit and/or vegetables per day,3-4,Age,Age Group 1,2015,Estimated,84.24,104111941,viz_age,Percentage of number of servings of fruit and/or vegetables per day,Total,85.02
Percentage of number of servings of fruit and/or vegetables per day,3-4,Age,Age Group 2,2015,Estimated,49.62,61325196,viz_age,Percentage of number of servings of fruit and/or vegetables per day,Total,85.02
Percentage of number of servings of fruit and/or vegetables per day,3-4,Age,Age Group 3,2015,Estimated,38.12,47112384,viz_age,Percentage of number of servings of fruit and/or vegetables per day,Total,85.02
Percentage of number of servings of fruit and/or vegetables per day,3-4,Age,Age Group 4,2015,Estimated,73,90220462,viz_age,Percentage of number of servings of fruit and/or vegetables per day,Total,85.02
Percentage of number of servings of fruit and/or vegetables per day,3-4,Area,Urban,2015,Estimated,30.4,37571261,viz_area,Percentage of number of servings of fruit and/or vegetables per day,Total,85.02
Percentage of number of servings of fruit and/or vegetables per day,3-4,Area,Rural,2015,Estimated,40.95,50609972,viz_area,Percentage of number of servings of fruit and/or vegetables per day,Total,85.02
Percentage of number of servings of fruit and/or vegetables per day,3-4,Sex by Age,Women Age Group 1,2015,Estimated,95.93,118559574,viz_women_age,Percentage of number of servings of fruit and/or vegetables per day,Women,82.31
Percentage of number of servings of fruit and/or vegetables per day,3-4,Sex by Age,Women Age Group 2,2015,Estimated,31.33,38720645,viz_women_age,Percentage of number of servings of fruit and/or vegetables per day,Women,82.31
Percentage of number of servings of fruit and/or vegetables per day,3-4,Sex by Age,Women Age Group 3,2015,Estimated,95.72,118300036,viz_women_age,Percentage of number of servings of fruit and/or vegetables per day,Women,82.31
Percentage of number of servings of fruit and/or vegetables per day,3-4,Sex by Age,Women Age Group 4,2015,Estimated,91.91,113591269,viz_women_age,Percentage of number of servings of fruit and/or vegetables per day,Women,82.31
Percentage of number of servings of fruit and/or vegetables per day,3-4,Sex by Age,Men Age Group 1,2015,Estimated,5.862,7244827,viz_men_age,Percentage of number of servings of fruit and/or vegetables per day,Men,41.7
Percentage of number of servings of fruit and/or vegetables per day,3-4,Sex by Age,Men Age Group 2,2015,Estimated,68.44,84584773,viz_men_age,Percentage of number of servings of fruit and/or vegetables per day,Men,41.7
Percentage of number of servings of fruit and/or vegetables per day,3-4,Sex by Age,Men Age Group 3,2015,Estimated,11.66,14410556,viz_men_age,Percentage of number of servings of fruit and/or vegetables per day,Men,41.7
Percentage of number of servings of fruit and/or vegetables per day,3-4,Sex by Age,Men Age Group 4,2015,Estimated,12.05,14892556,viz_men_age,Percentage of number of servings of fruit and/or vegetables per day,Men,41.7
Percentage of number of servings of fruit and/or vegetables per day,3-4,Sex by Area,Urban Men,2015,Estimated,36.38,44961923,viz_sex_area,Percentage of number of servings of fruit and/or vegetables per day,Men,41.7
Percentage of number of servings of fruit and/or vegetables per day,3-4,Sex by Area,Rural Men,2015,Estimated,48.64,60114017,viz_sex_area,Percentage of number of servings of fruit and/or vegetables per day,Men,41.7
Percentage of number of servings of fruit and/or vegetables per day,3-4,Sex by Area,Urban Women,2015,Estimated,68.25,84349953,viz_sex_area,Percentage of number of servings of fruit and/or vegetables per day,Women,82.31
Percentage of number of servings of fruit and/or vegetables per day,3-4,Sex by Area,Rural Women,2015,Estimated,47.58,58803967,viz_sex_area,Percentage of number of servings of fruit and/or vegetables per day,Women,82.31
Percentage of number of servings of fruit and/or vegetables per day,3-4,Age by Area,Urban Age Group 1,2015,Estimated,47.98,59298326,viz_age_area,Percentage of number of servings of fruit and/or vegetables per day,Urban,30.4
Percentage of number of servings of fruit and/or vegetables per day,3-4,Age by Area,Rural Age Group 1,2015,Estimated,63.9,78973802,viz_age_area,Percentage of number of servings of fruit and/or vegetables per day,Rural,40.95
Percentage of number of servings of fruit and/or vegetables per day,3-4,Age by Area,Urban Age Group 2,2015,Estimated,35.9,44368693,viz_age_area,Percentage of number of servings of fruit and/or vegetables per day,Urban,30.4
Percentage of number of servings of fruit and/or vegetables per day,3-4,Age by Area,Rural Age Group 2,2015,Estimated,58.07,71768524,viz_age_area,Percentage of number of servings of fruit and/or vegetables per day,Rural,40.95
Percentage of number of servings of fruit and/or vegetables per day,3-4,Age by Area,Urban Age Group 3,2015,Estimated,55.37,68431602,viz_age_area,Percentage of number of servings of fruit and/or vegetables per day,Urban,30.4
Percentage of number of servings of fruit and/or vegetables per day,3-4,Age by Area,Rural Age Group 3,2015,Estimated,83.18,102801891,viz_age_area,Percentage of number of servings of fruit and/or vegetables per day,Rural,40.95
Percentage of number of servings of fruit and/or vegetables per day,3-4,Age by Area,Urban Age Group 4,2015,Estimated,5.717,7065622,viz_age_area,Percentage of number of servings of fruit and/or vegetables per day,Urban,30.4
Percentage of number of servings of fruit and/or vegetables per day,3-4,Age by Area,Rural Age Group 4,2015,Estimated,22.64,27980702,viz_age_area,Percentage of number of servings of fruit and/or vegetables per day,Rural,40.95
Percentage of number of servings of fruit and/or vegetables per day,3-4,Total,Total,2015,Lower Bound,18.39,22728141,,,"",
Percentage of number of servings of fruit and/or vegetables per day,3-4,Sex,Men,2015,Lower Bound,96.8,119634804,,,Total,18.39
Percentage of number of servings of fruit and/or vegetables per day,3-4,Sex,Women,2015,Lower Bound,50.91,62919503,,,Total,18.39
Percentage of number of servings of fruit and/or vegetables per day,3-4,Age,Age Group 1,2015,Lower Bound,44.64,55170430,,,Total,18.39
Percentage of number of servings of fruit and/or vegetables per day,3-4,Age,Age Group 2,2015,Lower Bound,85.02,105075941,,,Total,18.39
Percentage of number of servings of fruit and/or vegetables per day,3-4,Age,Age Group 3,2015,Lower Bound,41.7,51536894,,,Total,18.39
Percentage of number of servings of fruit and/or vegetables per day,3-4,Age,Age Group 4,2015,Lower Bound,82.31,101726661,,,Total,18.39
Percentage of number of servings of fruit and/or vegetables per day,3-4,Area,Urban,2015,Lower Bound,84.24,104111941,,,Total,18.39
Percentage of number of servings of fruit and/or vegetables per day,3-4,Area,Rural,2015,Lower Bound,49.62,61325196,,,Total,18.39
Percentage of number of servings of fruit and/or vegetables per day,3-4,Sex by Age,Women Age Group 1,2015,Lower Bound,38.12,47112384,,,Women,50.91
Percentage of number of servings of fruit and/or vegetables per day,3-4,Sex by Age,Women Age Group 2,2015,Lower Bound,73,90220462,,,Women,50.91
Percentage of number of servings of fruit and/or vegetables per day,3-4,Sex by Age,Women Age Group 3,2015,Lower Bound,30.4,37571261,,,Women,50.91
Percentage of number of servings of fruit and/or vegetables per day,3-4,Sex by Age,Women Age Group 4,2015,Lower Bound,40.95,50609972,,,Women,50.91
Percentage of number of servings of fruit and/or vegetables per day,3-4,Sex by Age,Men Age Group 1,2015,Lower Bound,95.93,118559574,,,Men,96.8
Percentage of number of servings of fruit and/or vegetables per day,3-4,Sex by Age,Men Age Group 2,2015,Lower Bound,31.33,38720645,,,Men,96.8
Percentage of number of servings of fruit and/or vegetables per day,3-4,Sex by Age,Men Age Group 3,2015,Lower Bound,95.72,118300036,,,Men,96.8
Percentage of number of servings of fruit and/or vegetables per day,3-4,Sex by Age,Men Age Group 4,2015,Lower Bound,91.91,113591269,,,Men,96.8
Percentage of number of servings of fruit and/or vegetables per day,3-4,Sex by Area,Urban Men,2015,Lower Bound,5.862,7244827,,,Men,96.8
Percentage of number of servings of fruit and/or vegetables per day,3-4,Sex by Area,Rural Men,2015,Lower Bound,68.44,84584773,,,Men,96.8
