Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Table Filter,Group - Answer,Ref_group,National Reference
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Rural  18-69,2015,Estimated,,6076904,viz_age_area,Percentage who are currently taking herbal or traditional remedies for hypertension,,Rural  18-69 - Taking traditional remedies,Rural,70
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Rural  18-69,2015,Lower Bound,,107337632,,,,Rural  18-69 - Taking traditional remedies,Rural,61.16
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Rural  18-69,2015,Lower Bound,,86512772,,,,Rural  18-69 - Taking traditional remedies,Rural,61.16
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Urban 18-29,2015,Estimated,,86512772,viz_age_area,Percentage who are currently taking herbal or traditional remedies for hypertension,,Urban 18-29 - Taking traditional remedies,Urban,56.12
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Urban 18-29,2015,Lower Bound,,75587445,,,,Urban 18-29 - Taking traditional remedies,Urban,19.39
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Urban 18-29,2015,Upper Bound,,32615315,,,,Urban 18-29 - Taking traditional remedies,Urban,95.5
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Urban 30-49,2015,Estimated,,23964038,viz_age_area,Percentage who are currently taking herbal or traditional remedies for hypertension,,Urban 30-49 - Taking traditional remedies,Urban,56.12
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Urban 30-49,2015,Lower Bound,,118028139,,,,Urban 30-49 - Taking traditional remedies,Urban,19.39
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Urban 30-49,2015,Upper Bound,,16672247,,,,Urban 30-49 - Taking traditional remedies,Urban,95.5
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Urban 50-69,2015,Estimated,,28858189,viz_age_area,Percentage who are currently taking herbal or traditional remedies for hypertension,,Urban 50-69 - Taking traditional remedies,Urban,56.12
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Urban 50-69,2015,Lower Bound,,6076904,,,,Urban 50-69 - Taking traditional remedies,Urban,19.39
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Urban 50-69,2015,Upper Bound,,107337632,,,,Urban 50-69 - Taking traditional remedies,Urban,95.5
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Urban  18-69,2015,Estimated,,32615315,viz_age_area,Percentage who are currently taking herbal or traditional remedies for hypertension,,Urban  18-69 - Taking traditional remedies,Urban,56.12
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Urban  18-69,2015,Lower Bound,,18699118,,,,Urban  18-69 - Taking traditional remedies,Urban,19.39
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Age by Area,Urban  18-69,2015,Upper Bound,,69358525,,,,Urban  18-69 - Taking traditional remedies,Urban,95.5
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Area,Rural,2015,Estimated,7.2,86512772,viz_area,Percentage who are currently taking herbal or traditional remedies for hypertension,,Rural - Taking traditional remedies,Total,95.5
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Area,Rural,2015,Lower Bound,4.6,75587445,,,,Rural - Taking traditional remedies,Total,13.49
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Area,Rural,2015,Upper Bound,9.7,32615315,,,,Rural - Taking traditional remedies,Total,74.88
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Area,Urban,2015,Estimated,4.3,69358525,viz_area,Percentage who are currently taking herbal or traditional remedies for hypertension,,Urban - Taking traditional remedies,Total,95.5
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Area,Urban,2015,Lower Bound,2.7,23964038,,,,Urban - Taking traditional remedies,Total,13.49
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Area,Urban,2015,Upper Bound,5.8,118028139,,,,Urban - Taking traditional remedies,Total,74.88
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex,Men,2015,Estimated,5.9,32615315,viz_sex,Percentage who are currently taking herbal or traditional remedies for hypertension,table_total,Men - Taking traditional remedies,Total,95.5
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex,Men,2015,Lower Bound,2.9,18699118,,,table_total,Men - Taking traditional remedies,Total,13.49
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex,Men,2015,Upper Bound,8.9,69358525,,,table_total,Men - Taking traditional remedies,Total,74.88
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex,Women,2015,Estimated,5.6,6076904,viz_sex,Percentage who are currently taking herbal or traditional remedies for hypertension,table_total,Women - Taking traditional remedies,Total,95.5
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex,Women,2015,Lower Bound,2.8,107337632,,,table_total,Women - Taking traditional remedies,Total,13.49
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex,Women,2015,Upper Bound,8.4,86512772,,,table_total,Women - Taking traditional remedies,Total,74.88
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Men 18-29,2015,Estimated,0,118028139,viz_men_age,Percentage who are currently taking herbal or traditional remedies for hypertension,,Men 18-29 - Taking traditional remedies,Men,26.39
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Men 18-29,2015,Lower Bound,0,16672247,,,,Men 18-29 - Taking traditional remedies,Men,15.13
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Men 18-29,2015,Upper Bound,0,92543948,,,,Men 18-29 - Taking traditional remedies,Men,56.12
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Men 30-49,2015,Estimated,4.5,32615315,viz_men_age,Percentage who are currently taking herbal or traditional remedies for hypertension,,Men 30-49 - Taking traditional remedies,Men,26.39
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Men 30-49,2015,Lower Bound,0.5,18699118,,,,Men 30-49 - Taking traditional remedies,Men,15.13
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Men 30-49,2015,Upper Bound,8.6,69358525,,,,Men 30-49 - Taking traditional remedies,Men,56.12
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Men 50-69,2015,Estimated,7.9,6076904,viz_men_age,Percentage who are currently taking herbal or traditional remedies for hypertension,,Men 50-69 - Taking traditional remedies,Men,26.39
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Men 50-69,2015,Lower Bound,2.7,107337632,,,,Men 50-69 - Taking traditional remedies,Men,15.13
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Men 50-69,2015,Upper Bound,13.2,86512772,,,,Men 50-69 - Taking traditional remedies,Men,56.12
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Men  18-69,2015,Estimated,5.9,16672247,viz_men_age,Percentage who are currently taking herbal or traditional remedies for hypertension,,Men  18-69 - Taking traditional remedies,Men,26.39
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Men  18-69,2015,Lower Bound,2.9,92543948,,,,Men  18-69 - Taking traditional remedies,Men,15.13
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Men  18-69,2015,Upper Bound,8.9,63611605,,,,Men  18-69 - Taking traditional remedies,Men,56.12
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Women 18-29,2015,Estimated,0,63611605,viz_women_age,Percentage who are currently taking herbal or traditional remedies for hypertension,,Women 18-29 - Taking traditional remedies,Women,4.917
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Women 18-29,2015,Lower Bound,0,28858189,,,,Women 18-29 - Taking traditional remedies,Women,86.85
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Women 18-29,2015,Upper Bound,0,6076904,,,,Women 18-29 - Taking traditional remedies,Women,70
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Women 30-49,2015,Estimated,4.1,23964038,viz_women_age,Percentage who are currently taking herbal or traditional remedies for hypertension,,Women 30-49 - Taking traditional remedies,Women,4.917
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Women 30-49,2015,Lower Bound,0,118028139,,,,Women 30-49 - Taking traditional remedies,Women,86.85
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Women 30-49,2015,Upper Bound,8.4,16672247,,,,Women 30-49 - Taking traditional remedies,Women,70
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Women 50-69,2015,Estimated,7.1,75587445,viz_women_age,Percentage who are currently taking herbal or traditional remedies for hypertension,,Women 50-69 - Taking traditional remedies,Women,4.917
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Women 50-69,2015,Lower Bound,3,32615315,,,,Women 50-69 - Taking traditional remedies,Women,86.85
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Women 50-69,2015,Upper Bound,11.3,18699118,,,,Women 50-69 - Taking traditional remedies,Women,70
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Women  18-69,2015,Estimated,5.6,28858189,viz_women_age,Percentage who are currently taking herbal or traditional remedies for hypertension,,Women  18-69 - Taking traditional remedies,Women,4.917
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Women  18-69,2015,Lower Bound,2.8,6076904,,,,Women  18-69 - Taking traditional remedies,Women,86.85
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Age,Women  18-69,2015,Upper Bound,8.4,107337632,,,,Women  18-69 - Taking traditional remedies,Women,70
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Area,Rural Men,2015,Estimated,,107337632,viz_sex_area,Percentage who are currently taking herbal or traditional remedies for hypertension,,Rural Men - Taking traditional remedies,Men,26.39
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Area,Rural Men,2015,Lower Bound,,86512772,,,,Rural Men - Taking traditional remedies,Men,15.13
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Area,Rural Men,2015,Upper Bound,,75587445,,,,Rural Men - Taking traditional remedies,Men,56.12
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Area,Rural Women,2015,Estimated,,69358525,viz_sex_area,Percentage who are currently taking herbal or traditional remedies for hypertension,,Rural Women - Taking traditional remedies,Women,4.917
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Area,Rural Women,2015,Lower Bound,,23964038,,,,Rural Women - Taking traditional remedies,Women,86.85
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Area,Rural Women,2015,Upper Bound,,118028139,,,,Rural Women - Taking traditional remedies,Women,70
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Area,Urban Men,2015,Estimated,,18699118,viz_sex_area,Percentage who are currently taking herbal or traditional remedies for hypertension,,Urban Men - Taking traditional remedies,Men,26.39
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Area,Urban Men,2015,Lower Bound,,69358525,,,,Urban Men - Taking traditional remedies,Men,15.13
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Area,Urban Men,2015,Upper Bound,,23964038,,,,Urban Men - Taking traditional remedies,Men,56.12
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Area,Urban Women,2015,Estimated,,92543948,viz_sex_area,Percentage who are currently taking herbal or traditional remedies for hypertension,,Urban Women - Taking traditional remedies,Women,4.917
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Area,Urban Women,2015,Lower Bound,,63611605,,,,Urban Women - Taking traditional remedies,Women,86.85
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Sex by Area,Urban Women,2015,Upper Bound,,28858189,,,,Urban Women - Taking traditional remedies,Women,70
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Total,Total,2015,Estimated,5.8,118028139,viz_total,Percentage who are currently taking herbal or traditional remedies for hypertension,table_total,1.Total - Taking traditional remedies,,
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Total,Total,2015,Lower Bound,3.7,16672247,,,table_total,1.Total - Taking traditional remedies,,
Percentage who are currently taking herbal or traditional remedies for hypertension,Taking traditional remedies,Total,Total,2015,Upper Bound,7.8,92543948,,,table_total,1.Total - Taking traditional remedies,,
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Age,18-29,2015,Estimated,0,69358525,viz_age,Percentage who had seen a traditional healer for hypertension,,18-29 - Seen a traditional healer,Total,15.13
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Age,18-29,2015,Lower Bound,0,23964038,,,,18-29 - Seen a traditional healer,Total,56.12
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Age,18-29,2015,Upper Bound,0,118028139,,,,18-29 - Seen a traditional healer,Total,19.39
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Age,30-49,2015,Estimated,8.3,86512772,viz_age,Percentage who had seen a traditional healer for hypertension,,30-49 - Seen a traditional healer,Total,15.13
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Age,30-49,2015,Lower Bound,3.5,75587445,,,,30-49 - Seen a traditional healer,Total,56.12
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Age,30-49,2015,Upper Bound,13,32615315,,,,30-49 - Seen a traditional healer,Total,19.39
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Age,50-69,2015,Estimated,9.1,63611605,viz_age,Percentage who had seen a traditional healer for hypertension,,50-69 - Seen a traditional healer,Total,15.13
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Age,50-69,2015,Lower Bound,5.6,28858189,,,,50-69 - Seen a traditional healer,Total,56.12
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Age,50-69,2015,Upper Bound,12.6,6076904,,,,50-69 - Seen a traditional healer,Total,19.39
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Age, 18-69,2015,Estimated,8,23964038,viz_age,Percentage who had seen a traditional healer for hypertension,, 18-69 - Seen a traditional healer,Total,15.13
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Age, 18-69,2015,Lower Bound,5.3,118028139,,,, 18-69 - Seen a traditional healer,Total,56.12
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Age, 18-69,2015,Upper Bound,10.7,16672247,,,, 18-69 - Seen a traditional healer,Total,19.39
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Rural 18-29,2015,Estimated,,118028139,viz_age_area,Percentage who had seen a traditional healer for hypertension,,Rural 18-29 - Seen a traditional healer,Rural,23.35
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Rural 18-29,2015,Lower Bound,,16672247,,,,Rural 18-29 - Seen a traditional healer,Rural,4.917
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Rural 18-29,2015,Upper Bound,,92543948,,,,Rural 18-29 - Seen a traditional healer,Rural,86.85
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Rural 30-49,2015,Estimated,,6076904,viz_age_area,Percentage who had seen a traditional healer for hypertension,,Rural 30-49 - Seen a traditional healer,Rural,23.35
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Rural 30-49,2015,Lower Bound,,107337632,,,,Rural 30-49 - Seen a traditional healer,Rural,4.917
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Rural 30-49,2015,Upper Bound,,86512772,,,,Rural 30-49 - Seen a traditional healer,Rural,86.85
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Rural 50-69,2015,Estimated,,18699118,viz_age_area,Percentage who had seen a traditional healer for hypertension,,Rural 50-69 - Seen a traditional healer,Rural,23.35
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Rural 50-69,2015,Lower Bound,,69358525,,,,Rural 50-69 - Seen a traditional healer,Rural,4.917
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Rural 50-69,2015,Upper Bound,,23964038,,,,Rural 50-69 - Seen a traditional healer,Rural,86.85
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Rural  18-69,2015,Estimated,,92543948,viz_age_area,Percentage who had seen a traditional healer for hypertension,,Rural  18-69 - Seen a traditional healer,Rural,23.35
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Rural  18-69,2015,Lower Bound,,63611605,,,,Rural  18-69 - Seen a traditional healer,Rural,4.917
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Rural  18-69,2015,Lower Bound,,28858189,,,,Rural  18-69 - Seen a traditional healer,Rural,4.917
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Urban 18-29,2015,Estimated,,28858189,viz_age_area,Percentage who had seen a traditional healer for hypertension,,Urban 18-29 - Seen a traditional healer,Urban,61.16
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Urban 18-29,2015,Lower Bound,,6076904,,,,Urban 18-29 - Seen a traditional healer,Urban,26.39
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Urban 18-29,2015,Upper Bound,,107337632,,,,Urban 18-29 - Seen a traditional healer,Urban,15.13
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Urban 30-49,2015,Estimated,,32615315,viz_age_area,Percentage who had seen a traditional healer for hypertension,,Urban 30-49 - Seen a traditional healer,Urban,61.16
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Urban 30-49,2015,Lower Bound,,18699118,,,,Urban 30-49 - Seen a traditional healer,Urban,26.39
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Urban 30-49,2015,Upper Bound,,69358525,,,,Urban 30-49 - Seen a traditional healer,Urban,15.13
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Urban 50-69,2015,Estimated,,16672247,viz_age_area,Percentage who had seen a traditional healer for hypertension,,Urban 50-69 - Seen a traditional healer,Urban,61.16
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Urban 50-69,2015,Lower Bound,,92543948,,,,Urban 50-69 - Seen a traditional healer,Urban,26.39
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Urban 50-69,2015,Upper Bound,,63611605,,,,Urban 50-69 - Seen a traditional healer,Urban,15.13
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Urban  18-69,2015,Estimated,,107337632,viz_age_area,Percentage who had seen a traditional healer for hypertension,,Urban  18-69 - Seen a traditional healer,Urban,61.16
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Urban  18-69,2015,Lower Bound,,86512772,,,,Urban  18-69 - Seen a traditional healer,Urban,26.39
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Age by Area,Urban  18-69,2015,Upper Bound,,75587445,,,,Urban  18-69 - Seen a traditional healer,Urban,15.13
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Area,Rural,2015,Estimated,9.6,28858189,viz_area,Percentage who had seen a traditional healer for hypertension,,Rural - Seen a traditional healer,Total,15.13
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Area,Rural,2015,Lower Bound,6.3,6076904,,,,Rural - Seen a traditional healer,Total,56.12
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Area,Rural,2015,Upper Bound,12.8,107337632,,,,Rural - Seen a traditional healer,Total,19.39
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Area,Urban,2015,Estimated,6.4,75587445,viz_area,Percentage who had seen a traditional healer for hypertension,,Urban - Seen a traditional healer,Total,15.13
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Area,Urban,2015,Lower Bound,4.2,32615315,,,,Urban - Seen a traditional healer,Total,56.12
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Area,Urban,2015,Upper Bound,8.5,18699118,,,,Urban - Seen a traditional healer,Total,19.39
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Sex,Men,2015,Estimated,8.9,107337632,viz_sex,Percentage who had seen a traditional healer for hypertension,table_total,Men - Seen a traditional healer,Total,15.13
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Sex,Men,2015,Lower Bound,4.8,86512772,,,table_total,Men - Seen a traditional healer,Total,56.12
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Sex,Men,2015,Upper Bound,13,75587445,,,table_total,Men - Seen a traditional healer,Total,19.39
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Sex,Women,2015,Estimated,7.1,92543948,viz_sex,Percentage who had seen a traditional healer for hypertension,table_total,Women - Seen a traditional healer,Total,15.13
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Sex,Women,2015,Lower Bound,3.3,63611605,,,table_total,Women - Seen a traditional healer,Total,56.12
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Sex,Women,2015,Upper Bound,10.9,28858189,,,table_total,Women - Seen a traditional healer,Total,19.39
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Men 18-29,2015,Estimated,0,18699118,viz_men_age,Percentage who had seen a traditional healer for hypertension,,Men 18-29 - Seen a traditional healer,Men,86.85
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Men 18-29,2015,Lower Bound,0,69358525,,,,Men 18-29 - Seen a traditional healer,Men,70
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Men 18-29,2015,Upper Bound,0,23964038,,,,Men 18-29 - Seen a traditional healer,Men,61.16
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Men 30-49,2015,Estimated,9.4,107337632,viz_men_age,Percentage who had seen a traditional healer for hypertension,,Men 30-49 - Seen a traditional healer,Men,86.85
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Men 30-49,2015,Lower Bound,2.2,86512772,,,,Men 30-49 - Seen a traditional healer,Men,70
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Men 30-49,2015,Upper Bound,16.6,75587445,,,,Men 30-49 - Seen a traditional healer,Men,61.16
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Men 50-69,2015,Estimated,10.3,92543948,viz_men_age,Percentage who had seen a traditional healer for hypertension,,Men 50-69 - Seen a traditional healer,Men,86.85
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Men 50-69,2015,Lower Bound,4.1,63611605,,,,Men 50-69 - Seen a traditional healer,Men,70
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Men 50-69,2015,Upper Bound,16.5,28858189,,,,Men 50-69 - Seen a traditional healer,Men,61.16
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Men  18-69,2015,Estimated,8.9,69358525,viz_men_age,Percentage who had seen a traditional healer for hypertension,,Men  18-69 - Seen a traditional healer,Men,86.85
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Men  18-69,2015,Lower Bound,4.8,23964038,,,,Men  18-69 - Seen a traditional healer,Men,70
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Men  18-69,2015,Upper Bound,13,118028139,,,,Men  18-69 - Seen a traditional healer,Men,61.16
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Women 18-29,2015,Estimated,0,118028139,viz_women_age,Percentage who had seen a traditional healer for hypertension,,Women 18-29 - Seen a traditional healer,Women,74.88
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Women 18-29,2015,Lower Bound,0,16672247,,,,Women 18-29 - Seen a traditional healer,Women,51.47
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Women 18-29,2015,Upper Bound,0,92543948,,,,Women 18-29 - Seen a traditional healer,Women,23.35
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Women 30-49,2015,Estimated,7.1,32615315,viz_women_age,Percentage who had seen a traditional healer for hypertension,,Women 30-49 - Seen a traditional healer,Women,74.88
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Women 30-49,2015,Lower Bound,0.6,18699118,,,,Women 30-49 - Seen a traditional healer,Women,51.47
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Women 30-49,2015,Upper Bound,13.6,69358525,,,,Women 30-49 - Seen a traditional healer,Women,23.35
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Women 50-69,2015,Estimated,8.2,6076904,viz_women_age,Percentage who had seen a traditional healer for hypertension,,Women 50-69 - Seen a traditional healer,Women,74.88
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Women 50-69,2015,Lower Bound,3.9,107337632,,,,Women 50-69 - Seen a traditional healer,Women,51.47
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Women 50-69,2015,Upper Bound,12.4,86512772,,,,Women 50-69 - Seen a traditional healer,Women,23.35
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Women  18-69,2015,Estimated,7.1,16672247,viz_women_age,Percentage who had seen a traditional healer for hypertension,,Women  18-69 - Seen a traditional healer,Women,74.88
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Women  18-69,2015,Lower Bound,3.3,92543948,,,,Women  18-69 - Seen a traditional healer,Women,51.47
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Sex by Age,Women  18-69,2015,Upper Bound,10.9,63611605,,,,Women  18-69 - Seen a traditional healer,Women,23.35
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Sex by Area,Rural Men,2015,Estimated,,63611605,viz_sex_area,Percentage who had seen a traditional healer for hypertension,,Rural Men - Seen a traditional healer,Men,86.85
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Sex by Area,Rural Men,2015,Lower Bound,,28858189,,,,Rural Men - Seen a traditional healer,Men,70
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Sex by Area,Rural Men,2015,Upper Bound,,6076904,,,,Rural Men - Seen a traditional healer,Men,61.16
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Sex by Area,Rural Women,2015,Estimated,,75587445,viz_sex_area,Percentage who had seen a traditional healer for hypertension,,Rural Women - Seen a traditional healer,Women,74.88
Percentage who had seen a traditional healer for hypertension,Seen a traditional healer,Sex by Area,Rural Women,2015,Lower Bound,,32615315,,,,Rural Women - Seen a traditional healer,Women,51.47
