Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Table Filter,Group - Answer,Ref_group,National Reference
Percentage who had seen a traditional healer for diabetes,Seen a traditional healer,Sex by Age,Men 30-49,2015,Lower Bound,0,16338555,,,,Men 30-49 - Seen a traditional healer,Men,36.55
Percentage who had seen a traditional healer for diabetes,Seen a traditional healer,Sex by Age,Men 30-49,2015,Upper Bound,29.1,72448267,,,,Men 30-49 - Seen a traditional healer,Men,50.54
Percentage who had seen a traditional healer for diabetes,Seen a traditional healer,Sex by Age,Men 50-69,2015,Estimated,16.1,114295731,viz_men_age,Percentage who had seen a traditional healer for diabetes,,Men 50-69 - Seen a traditional healer,Men,13.9
Percentage who had seen a traditional healer for diabetes,Seen a traditional healer,Sex by Age,Men 50-69,2015,Lower Bound,0,20330501,,,,Men 50-69 - Seen a traditional healer,Men,36.55
Percentage who had seen a traditional healer for diabetes,Seen a traditional healer,Sex by Age,Men 50-69,2015,Upper Bound,37,17178965,,,,Men 50-69 - Seen a traditional healer,Men,50.54
Percentage who had seen a traditional healer for diabetes,Seen a traditional healer,Sex by Age,Men  18-69,2015,Estimated,11.9,55170430,viz_men_age,Percentage who had seen a traditional healer for diabetes,,Men  18-69 - Seen a traditional healer,Men,13.9
Percentage who had seen a traditional healer for diabetes,Seen a traditional healer,Sex by Age,Men  18-69,2015,Lower Bound,0,44035001,,,,Men  18-69 - Seen a traditional healer,Men,36.55
Percentage who had seen a traditional healer for diabetes,Seen a traditional healer,Sex by Age,Men  18-69,2015,Upper Bound,26.2,9310010,,,,Men  18-69 - Seen a traditional healer,Men,50.54
Percentage who had seen a traditional healer for diabetes,Seen a traditional healer,Sex by Age,Women 18-29,2015,Estimated,0,44035001,viz_women_age,Percentage who had seen a traditional healer for diabetes,,Women 18-29 - Seen a traditional healer,Women,7.533
Percentage who had seen a traditional healer for diabetes,Seen a traditional healer,Sex by Age,Women 18-29,2015,Lower Bound,0,9310010,,,,Women 18-29 - Seen a traditional healer,Women,13.22
Percentage who had seen a traditional healer for diabetes,Seen a traditional healer,Sex by Age,Women 18-29,2015,Upper Bound,0,16338555,,,,Women 18-29 - Seen a traditional healer,Women,58.62
Percentage who had seen a traditional healer for diabetes,Seen a traditional healer,Sex by Age,Women 30-49,2015,Estimated,4.2,114159782,viz_women_age,Percentage who had seen a traditional healer for diabetes,,Women 30-49 - Seen a traditional healer,Women,7.533
Percentage who had seen a traditional healer for diabetes,Seen a traditional healer,Sex by Age,Women 30-49,2015,Lower Bound,0,114295731,,,,Women 30-49 - Seen a traditional healer,Women,13.22
Percentage who had seen a traditional healer for diabetes,Seen a traditional healer,Sex by Age,Women 30-49,2015,Upper Bound,12.8,20330501,,,,Women 30-49 - Seen a traditional healer,Women,58.62
Percentage who had seen a traditional healer for diabetes,Seen a traditional healer,Sex by Age,Women 50-69,2015,Estimated,3,62462221,viz_women_age,Percentage who had seen a traditional healer for diabetes,,Women 50-69 - Seen a traditional healer,Women,7.533
Percentage who had seen a traditional healer for diabetes,Seen a traditional healer,Sex by Age,Women 50-69,2015,Lower Bound,0,55170430,,,,Women 50-69 - Seen a traditional healer,Women,13.22
Percentage who had seen a traditional healer for diabetes,Seen a traditional healer,Sex by Age,Women 50-69,2015,Upper Bound,7.1,44035001,,,,Women 50-69 - Seen a traditional healer,Women,58.62
Percentage who had seen a traditional healer for diabetes,Seen a traditional healer,Sex by Age,Women  18-69,2015,Estimated,2.7,72448267,viz_women_age,Percentage who had seen a traditional healer for diabetes,,Women  18-69 - Seen a traditional healer,Women,7.533
Percentage who had seen a traditional healer for diabetes,Seen a traditional healer,Sex by Age,Women  18-69,2015,Lower Bound,0,28240241,,,,Women  18-69 - Seen a traditional healer,Women,13.22
Percentage who had seen a traditional healer for diabetes,Seen a traditional healer,Sex by Age,Women  18-69,2015,Upper Bound,5.9,114159782,,,,Women  18-69 - Seen a traditional healer,Women,58.62
Percentage who had seen a traditional healer for diabetes,Seen a traditional healer,Sex by Area,Rural Men,2015,Estimated,,45172026,viz_sex_area,Percentage who had seen a traditional healer for diabetes,,Rural Men - Seen a traditional healer,Men,13.9
Percentage who had seen a traditional healer for diabetes,Seen a traditional healer,Sex by Area,Rural Men,2015,Lower Bound,,62462221,,,,Rural Men - Seen a traditional healer,Men,36.55
Percentage who had seen a traditional healer for diabetes,Seen a traditional healer,Sex by Area,Rural Men,2015,Upper Bound,,55170430,,,,Rural Men - Seen a traditional healer,Men,50.54
Percentage who had seen a traditional healer for diabetes,Seen a traditional healer,Sex by Area,Rural Women,2015,Estimated,,20330501,viz_sex_area,Percentage who had seen a traditional healer for diabetes,,Rural Women - Seen a traditional healer,Women,7.533
Percentage who had seen a traditional healer for diabetes,Seen a traditional healer,Sex by Area,Rural Women,2015,Lower Bound,,17178965,,,,Rural Women - Seen a traditional healer,Women,13.22
Percentage who had seen a traditional healer for diabetes,Seen a traditional healer,Sex by Area,Rural Women,2015,Upper Bound,,45172026,,,,Rural Women - Seen a traditional healer,Women,58.62
Percentage who had seen a traditional healer for diabetes,Seen a traditional healer,Sex by Area,Urban Men,2015,Estimated,,28240241,viz_sex_area,Percentage who had seen a traditional healer for diabetes,,Urban Men - Seen a traditional healer,Men,13.9
Percentage who had seen a traditional healer for diabetes,Seen a traditional healer,Sex by Area,Urban Men,2015,Lower Bound,,114159782,,,,Urban Men - Seen a traditional healer,Men,36.55
Percentage who had seen a traditional healer for diabetes,Seen a traditional healer,Sex by Area,Urban Men,2015,Upper Bound,,114295731,,,,Urban Men - Seen a traditional healer,Men,50.54
Percentage who had seen a traditional healer for diabetes,Seen a traditional healer,Sex by Area,Urban Women,2015,Estimated,,16338555,viz_sex_area,Percentage who had seen a traditional healer for diabetes,,Urban Women - Seen a traditional healer,Women,7.533
Percentage who had seen a traditional healer for diabetes,Seen a traditional healer,Sex by Area,Urban Women,2015,Lower Bound,,72448267,,,,Urban Women - Seen a traditional healer,Women,13.22
Percentage who had seen a traditional healer for diabetes,Seen a traditional healer,Sex by Area,Urban Women,2015,Upper Bound,,28240241,,,,Urban Women - Seen a traditional healer,Women,58.62
Percentage who had seen a traditional healer for diabetes,Seen a traditional healer,Total,Total,2015,Estimated,6.5,72448267,viz_total,Percentage who had seen a traditional healer for diabetes,table_total,1.Total - Seen a traditional healer,,
Percentage who had seen a traditional healer for diabetes,Seen a traditional healer,Total,Total,2015,Lower Bound,0.6,28240241,,,table_total,1.Total - Seen a traditional healer,,
Percentage who had seen a traditional healer for diabetes,Seen a traditional healer,Total,Total,2015,Upper Bound,12.4,114159782,,,table_total,1.Total - Seen a traditional healer,,
Percentage who had their blood glucose measured,Measured,Age,18-29,2015,Estimated,28.5,44035001,viz_age,Percentage who had their blood glucose measured,,18-29 - Measured,Total,36.55
Percentage who had their blood glucose measured,Measured,Age,18-29,2015,Lower Bound,32.8,9310010,,,,18-29 - Measured,Total,50.54
Percentage who had their blood glucose measured,Measured,Age,18-29,2015,Upper Bound,24.3,16338555,,,,18-29 - Measured,Total,44.64
Percentage who had their blood glucose measured,Measured,Age,30-49,2015,Estimated,32.4,114159782,viz_age,Percentage who had their blood glucose measured,,30-49 - Measured,Total,36.55
Percentage who had their blood glucose measured,Measured,Age,30-49,2015,Lower Bound,35.3,114295731,,,,30-49 - Measured,Total,50.54
Percentage who had their blood glucose measured,Measured,Age,30-49,2015,Upper Bound,29.6,20330501,,,,30-49 - Measured,Total,44.64
Percentage who had their blood glucose measured,Measured,Age,50-69,2015,Estimated,41.2,62462221,viz_age,Percentage who had their blood glucose measured,,50-69 - Measured,Total,36.55
Percentage who had their blood glucose measured,Measured,Age,50-69,2015,Lower Bound,44.6,55170430,,,,50-69 - Measured,Total,50.54
Percentage who had their blood glucose measured,Measured,Age,50-69,2015,Upper Bound,37.8,44035001,,,,50-69 - Measured,Total,44.64
Percentage who had their blood glucose measured,Measured,Age, 18-69,2015,Estimated,33.3,72448267,viz_age,Percentage who had their blood glucose measured,, 18-69 - Measured,Total,36.55
Percentage who had their blood glucose measured,Measured,Age, 18-69,2015,Lower Bound,35.4,28240241,,,, 18-69 - Measured,Total,50.54
Percentage who had their blood glucose measured,Measured,Age, 18-69,2015,Upper Bound,31.2,114159782,,,, 18-69 - Measured,Total,44.64
Percentage who had their blood glucose measured,Measured,Age by Area,Rural 18-29,2015,Estimated,,55170430,viz_age_area,Percentage who had their blood glucose measured,,Rural 18-29 - Measured,Rural,7.533
Percentage who had their blood glucose measured,Measured,Age by Area,Rural 18-29,2015,Lower Bound,,44035001,,,,Rural 18-29 - Measured,Rural,13.22
Percentage who had their blood glucose measured,Measured,Age by Area,Rural 18-29,2015,Upper Bound,,9310010,,,,Rural 18-29 - Measured,Rural,58.62
Percentage who had their blood glucose measured,Measured,Age by Area,Rural 30-49,2015,Estimated,,45172026,viz_age_area,Percentage who had their blood glucose measured,,Rural 30-49 - Measured,Rural,7.533
Percentage who had their blood glucose measured,Measured,Age by Area,Rural 30-49,2015,Lower Bound,,62462221,,,,Rural 30-49 - Measured,Rural,13.22
Percentage who had their blood glucose measured,Measured,Age by Area,Rural 30-49,2015,Upper Bound,,55170430,,,,Rural 30-49 - Measured,Rural,58.62
Percentage who had their blood glucose measured,Measured,Age by Area,Rural 50-69,2015,Estimated,,20330501,viz_age_area,Percentage who had their blood glucose measured,,Rural 50-69 - Measured,Rural,7.533
Percentage who had their blood glucose measured,Measured,Age by Area,Rural 50-69,2015,Lower Bound,,17178965,,,,Rural 50-69 - Measured,Rural,13.22
Percentage who had their blood glucose measured,Measured,Age by Area,Rural 50-69,2015,Upper Bound,,45172026,,,,Rural 50-69 - Measured,Rural,58.62
Percentage who had their blood glucose measured,Measured,Age by Area,Rural  18-69,2015,Estimated,,114159782,viz_age_area,Percentage who had their blood glucose measured,,Rural  18-69 - Measured,Rural,7.533
Percentage who had their blood glucose measured,Measured,Age by Area,Rural  18-69,2015,Lower Bound,,114295731,,,,Rural  18-69 - Measured,Rural,13.22
Percentage who had their blood glucose measured,Measured,Age by Area,Rural  18-69,2015,Lower Bound,,20330501,,,,Rural  18-69 - Measured,Rural,13.22
Percentage who had their blood glucose measured,Measured,Age by Area,Urban 18-29,2015,Estimated,,114295731,viz_age_area,Percentage who had their blood glucose measured,,Urban 18-29 - Measured,Urban,13.9
Percentage who had their blood glucose measured,Measured,Age by Area,Urban 18-29,2015,Lower Bound,,20330501,,,,Urban 18-29 - Measured,Urban,36.55
Percentage who had their blood glucose measured,Measured,Age by Area,Urban 18-29,2015,Upper Bound,,17178965,,,,Urban 18-29 - Measured,Urban,50.54
Percentage who had their blood glucose measured,Measured,Age by Area,Urban 30-49,2015,Estimated,,28240241,viz_age_area,Percentage who had their blood glucose measured,,Urban 30-49 - Measured,Urban,13.9
Percentage who had their blood glucose measured,Measured,Age by Area,Urban 30-49,2015,Lower Bound,,114159782,,,,Urban 30-49 - Measured,Urban,36.55
Percentage who had their blood glucose measured,Measured,Age by Area,Urban 30-49,2015,Upper Bound,,114295731,,,,Urban 30-49 - Measured,Urban,50.54
Percentage who had their blood glucose measured,Measured,Age by Area,Urban 50-69,2015,Estimated,,16338555,viz_age_area,Percentage who had their blood glucose measured,,Urban 50-69 - Measured,Urban,13.9
Percentage who had their blood glucose measured,Measured,Age by Area,Urban 50-69,2015,Lower Bound,,72448267,,,,Urban 50-69 - Measured,Urban,36.55
Percentage who had their blood glucose measured,Measured,Age by Area,Urban 50-69,2015,Upper Bound,,28240241,,,,Urban 50-69 - Measured,Urban,50.54
Percentage who had their blood glucose measured,Measured,Age by Area,Urban  18-69,2015,Estimated,,44035001,viz_age_area,Percentage who had their blood glucose measured,,Urban  18-69 - Measured,Urban,13.9
Percentage who had their blood glucose measured,Measured,Age by Area,Urban  18-69,2015,Lower Bound,,9310010,,,,Urban  18-69 - Measured,Urban,36.55
Percentage who had their blood glucose measured,Measured,Age by Area,Urban  18-69,2015,Upper Bound,,16338555,,,,Urban  18-69 - Measured,Urban,50.54
Percentage who had their blood glucose measured,Measured,Area,Rural,2015,Estimated,29.9,9310010,viz_area,Percentage who had their blood glucose measured,,Rural - Measured,Total,36.55
Percentage who had their blood glucose measured,Measured,Area,Rural,2015,Lower Bound,31.8,16338555,,,,Rural - Measured,Total,50.54
Percentage who had their blood glucose measured,Measured,Area,Rural,2015,Upper Bound,28,72448267,,,,Rural - Measured,Total,44.64
Percentage who had their blood glucose measured,Measured,Area,Urban,2015,Estimated,36.6,17178965,viz_area,Percentage who had their blood glucose measured,,Urban - Measured,Total,36.55
Percentage who had their blood glucose measured,Measured,Area,Urban,2015,Lower Bound,38.9,45172026,,,,Urban - Measured,Total,50.54
Percentage who had their blood glucose measured,Measured,Area,Urban,2015,Upper Bound,34.3,62462221,,,,Urban - Measured,Total,44.64
Percentage who had their blood glucose measured,Measured,Sex,Men,2015,Estimated,31.2,16338555,viz_sex,Percentage who had their blood glucose measured,table_total,Men - Measured,Total,36.55
Percentage who had their blood glucose measured,Measured,Sex,Men,2015,Lower Bound,34.1,72448267,,,table_total,Men - Measured,Total,50.54
Percentage who had their blood glucose measured,Measured,Sex,Men,2015,Upper Bound,28.3,28240241,,,table_total,Men - Measured,Total,44.64
Percentage who had their blood glucose measured,Measured,Sex,Women,2015,Estimated,35.3,20330501,viz_sex,Percentage who had their blood glucose measured,table_total,Women - Measured,Total,36.55
Percentage who had their blood glucose measured,Measured,Sex,Women,2015,Lower Bound,38,17178965,,,table_total,Women - Measured,Total,50.54
Percentage who had their blood glucose measured,Measured,Sex,Women,2015,Upper Bound,32.6,45172026,,,table_total,Women - Measured,Total,44.64
Percentage who had their blood glucose measured,Measured,Sex by Age,Men 18-29,2015,Estimated,25.1,16338555,viz_men_age,Percentage who had their blood glucose measured,,Men 18-29 - Measured,Men,13.22
Percentage who had their blood glucose measured,Measured,Sex by Age,Men 18-29,2015,Lower Bound,31,72448267,,,,Men 18-29 - Measured,Men,58.62
Percentage who had their blood glucose measured,Measured,Sex by Age,Men 18-29,2015,Upper Bound,19.1,28240241,,,,Men 18-29 - Measured,Men,22.85
Percentage who had their blood glucose measured,Measured,Sex by Age,Men 30-49,2015,Estimated,31,20330501,viz_men_age,Percentage who had their blood glucose measured,,Men 30-49 - Measured,Men,13.22
Percentage who had their blood glucose measured,Measured,Sex by Age,Men 30-49,2015,Lower Bound,34.9,17178965,,,,Men 30-49 - Measured,Men,58.62
Percentage who had their blood glucose measured,Measured,Sex by Age,Men 30-49,2015,Upper Bound,27.2,45172026,,,,Men 30-49 - Measured,Men,22.85
Percentage who had their blood glucose measured,Measured,Sex by Age,Men 50-69,2015,Estimated,40.5,44035001,viz_men_age,Percentage who had their blood glucose measured,,Men 50-69 - Measured,Men,13.22
Percentage who had their blood glucose measured,Measured,Sex by Age,Men 50-69,2015,Lower Bound,44.8,9310010,,,,Men 50-69 - Measured,Men,58.62
Percentage who had their blood glucose measured,Measured,Sex by Age,Men 50-69,2015,Upper Bound,36.1,16338555,,,,Men 50-69 - Measured,Men,22.85
Percentage who had their blood glucose measured,Measured,Sex by Age,Men  18-69,2015,Estimated,31.2,114159782,viz_men_age,Percentage who had their blood glucose measured,,Men  18-69 - Measured,Men,13.22
Percentage who had their blood glucose measured,Measured,Sex by Age,Men  18-69,2015,Lower Bound,34.1,114295731,,,,Men  18-69 - Measured,Men,58.62
Percentage who had their blood glucose measured,Measured,Sex by Age,Men  18-69,2015,Upper Bound,28.3,20330501,,,,Men  18-69 - Measured,Men,22.85
Percentage who had their blood glucose measured,Measured,Sex by Age,Women 18-29,2015,Estimated,32.1,114295731,viz_women_age,Percentage who had their blood glucose measured,,Women 18-29 - Measured,Women,16.45
Percentage who had their blood glucose measured,Measured,Sex by Age,Women 18-29,2015,Lower Bound,37.4,20330501,,,,Women 18-29 - Measured,Women,13.9
Percentage who had their blood glucose measured,Measured,Sex by Age,Women 18-29,2015,Upper Bound,26.8,17178965,,,,Women 18-29 - Measured,Women,36.55
Percentage who had their blood glucose measured,Measured,Sex by Age,Women 30-49,2015,Estimated,33.8,55170430,viz_women_age,Percentage who had their blood glucose measured,,Women 30-49 - Measured,Women,16.45
Percentage who had their blood glucose measured,Measured,Sex by Age,Women 30-49,2015,Lower Bound,37.3,44035001,,,,Women 30-49 - Measured,Women,13.9
Percentage who had their blood glucose measured,Measured,Sex by Age,Women 30-49,2015,Upper Bound,30.3,9310010,,,,Women 30-49 - Measured,Women,36.55
Percentage who had their blood glucose measured,Measured,Sex by Age,Women 50-69,2015,Estimated,41.9,28240241,viz_women_age,Percentage who had their blood glucose measured,,Women 50-69 - Measured,Women,16.45
Percentage who had their blood glucose measured,Measured,Sex by Age,Women 50-69,2015,Lower Bound,46.3,114159782,,,,Women 50-69 - Measured,Women,13.9
Percentage who had their blood glucose measured,Measured,Sex by Age,Women 50-69,2015,Upper Bound,37.4,114295731,,,,Women 50-69 - Measured,Women,36.55
Percentage who had their blood glucose measured,Measured,Sex by Age,Women  18-69,2015,Estimated,35.3,45172026,viz_women_age,Percentage who had their blood glucose measured,,Women  18-69 - Measured,Women,16.45
Percentage who had their blood glucose measured,Measured,Sex by Age,Women  18-69,2015,Lower Bound,38,62462221,,,,Women  18-69 - Measured,Women,13.9
Percentage who had their blood glucose measured,Measured,Sex by Age,Women  18-69,2015,Upper Bound,32.6,55170430,,,,Women  18-69 - Measured,Women,36.55
Percentage who had their blood glucose measured,Measured,Sex by Area,Rural Men,2015,Estimated,,72448267,viz_sex_area,Percentage who had their blood glucose measured,,Rural Men - Measured,Men,13.22
Percentage who had their blood glucose measured,Measured,Sex by Area,Rural Men,2015,Lower Bound,,28240241,,,,Rural Men - Measured,Men,58.62
Percentage who had their blood glucose measured,Measured,Sex by Area,Rural Men,2015,Upper Bound,,114159782,,,,Rural Men - Measured,Men,22.85
Percentage who had their blood glucose measured,Measured,Sex by Area,Rural Women,2015,Estimated,,9310010,viz_sex_area,Percentage who had their blood glucose measured,,Rural Women - Measured,Women,16.45
Percentage who had their blood glucose measured,Measured,Sex by Area,Rural Women,2015,Lower Bound,,16338555,,,,Rural Women - Measured,Women,13.9
Percentage who had their blood glucose measured,Measured,Sex by Area,Rural Women,2015,Upper Bound,,72448267,,,,Rural Women - Measured,Women,36.55
Percentage who had their blood glucose measured,Measured,Sex by Area,Urban Men,2015,Estimated,,62462221,viz_sex_area,Percentage who had their blood glucose measured,,Urban Men - Measured,Men,13.22
Percentage who had their blood glucose measured,Measured,Sex by Area,Urban Men,2015,Lower Bound,,55170430,,,,Urban Men - Measured,Men,58.62
Percentage who had their blood glucose measured,Measured,Sex by Area,Urban Men,2015,Upper Bound,,44035001,,,,Urban Men - Measured,Men,22.85
Percentage who had their blood glucose measured,Measured,Sex by Area,Urban Women,2015,Estimated,,17178965,viz_sex_area,Percentage who had their blood glucose measured,,Urban Women - Measured,Women,16.45
Percentage who had their blood glucose measured,Measured,Sex by Area,Urban Women,2015,Lower Bound,,45172026,,,,Urban Women - Measured,Women,13.9
Percentage who had their blood glucose measured,Measured,Sex by Area,Urban Women,2015,Upper Bound,,62462221,,,,Urban Women - Measured,Women,36.55
Percentage who had their blood glucose measured,Measured,Total,Total,2015,Estimated,33.3,45172026,viz_total,Percentage who had their blood glucose measured,table_total,1.Total - Measured,,
Percentage who had their blood glucose measured,Measured,Total,Total,2015,Lower Bound,35.4,62462221,,,table_total,1.Total - Measured,,
Percentage who had their blood glucose measured,Measured,Total,Total,2015,Upper Bound,31.2,55170430,,,table_total,1.Total - Measured,,
Percentage who had their blood glucose measured,Never measured,Age,18-29,2015,Estimated,71.5,45172026,viz_age,Percentage who had their blood glucose measured,,18-29 - Never measured,Total,92.48
Percentage who had their blood glucose measured,Never measured,Age,18-29,2015,Lower Bound,67.2,62462221,,,,18-29 - Never measured,Total,16.45
Percentage who had their blood glucose measured,Never measured,Age,18-29,2015,Upper Bound,75.7,55170430,,,,18-29 - Never measured,Total,13.9
Percentage who had their blood glucose measured,Never measured,Age,30-49,2015,Estimated,67.6,16338555,viz_age,Percentage who had their blood glucose measured,,30-49 - Never measured,Total,92.48
Percentage who had their blood glucose measured,Never measured,Age,30-49,2015,Lower Bound,64.7,72448267,,,,30-49 - Never measured,Total,16.45
Percentage who had their blood glucose measured,Never measured,Age,30-49,2015,Upper Bound,70.4,28240241,,,,30-49 - Never measured,Total,13.9
Percentage who had their blood glucose measured,Never measured,Age,50-69,2015,Estimated,58.8,20330501,viz_age,Percentage who had their blood glucose measured,,50-69 - Never measured,Total,92.48
Percentage who had their blood glucose measured,Never measured,Age,50-69,2015,Lower Bound,55.4,17178965,,,,50-69 - Never measured,Total,16.45
Percentage who had their blood glucose measured,Never measured,Age,50-69,2015,Upper Bound,62.2,45172026,,,,50-69 - Never measured,Total,13.9
Percentage who had their blood glucose measured,Never measured,Age, 18-69,2015,Estimated,66.7,44035001,viz_age,Percentage who had their blood glucose measured,, 18-69 - Never measured,Total,92.48
Percentage who had their blood glucose measured,Never measured,Age, 18-69,2015,Lower Bound,64.6,9310010,,,, 18-69 - Never measured,Total,16.45
Percentage who had their blood glucose measured,Never measured,Age, 18-69,2015,Upper Bound,68.8,16338555,,,, 18-69 - Never measured,Total,13.9
Percentage who had their blood glucose measured,Never measured,Age by Area,Rural 18-29,2015,Estimated,,17178965,viz_age_area,Percentage who had their blood glucose measured,,Rural 18-29 - Never measured,Rural,50.54
Percentage who had their blood glucose measured,Never measured,Age by Area,Rural 18-29,2015,Lower Bound,,45172026,,,,Rural 18-29 - Never measured,Rural,44.64
Percentage who had their blood glucose measured,Never measured,Age by Area,Rural 18-29,2015,Upper Bound,,62462221,,,,Rural 18-29 - Never measured,Rural,35.63
Percentage who had their blood glucose measured,Never measured,Age by Area,Rural 30-49,2015,Estimated,,114295731,viz_age_area,Percentage who had their blood glucose measured,,Rural 30-49 - Never measured,Rural,50.54
Percentage who had their blood glucose measured,Never measured,Age by Area,Rural 30-49,2015,Lower Bound,,20330501,,,,Rural 30-49 - Never measured,Rural,44.64
Percentage who had their blood glucose measured,Never measured,Age by Area,Rural 30-49,2015,Upper Bound,,17178965,,,,Rural 30-49 - Never measured,Rural,35.63
Percentage who had their blood glucose measured,Never measured,Age by Area,Rural 50-69,2015,Estimated,,28240241,viz_age_area,Percentage who had their blood glucose measured,,Rural 50-69 - Never measured,Rural,50.54
Percentage who had their blood glucose measured,Never measured,Age by Area,Rural 50-69,2015,Lower Bound,,114159782,,,,Rural 50-69 - Never measured,Rural,44.64
Percentage who had their blood glucose measured,Never measured,Age by Area,Rural 50-69,2015,Upper Bound,,114295731,,,,Rural 50-69 - Never measured,Rural,35.63
Percentage who had their blood glucose measured,Never measured,Age by Area,Rural  18-69,2015,Estimated,,16338555,viz_age_area,Percentage who had their blood glucose measured,,Rural  18-69 - Never measured,Rural,50.54
Percentage who had their blood glucose measured,Never measured,Age by Area,Rural  18-69,2015,Lower Bound,,72448267,,,,Rural  18-69 - Never measured,Rural,44.64
Percentage who had their blood glucose measured,Never measured,Age by Area,Rural  18-69,2015,Lower Bound,,28240241,,,,Rural  18-69 - Never measured,Rural,44.64
Percentage who had their blood glucose measured,Never measured,Age by Area,Urban 18-29,2015,Estimated,,72448267,viz_age_area,Percentage who had their blood glucose measured,,Urban 18-29 - Never measured,Urban,92.37
Percentage who had their blood glucose measured,Never measured,Age by Area,Urban 18-29,2015,Lower Bound,,28240241,,,,Urban 18-29 - Never measured,Urban,92.48
Percentage who had their blood glucose measured,Never measured,Age by Area,Urban 18-29,2015,Upper Bound,,114159782,,,,Urban 18-29 - Never measured,Urban,16.45
Percentage who had their blood glucose measured,Never measured,Age by Area,Urban 30-49,2015,Estimated,,9310010,viz_age_area,Percentage who had their blood glucose measured,,Urban 30-49 - Never measured,Urban,92.37
Percentage who had their blood glucose measured,Never measured,Age by Area,Urban 30-49,2015,Lower Bound,,16338555,,,,Urban 30-49 - Never measured,Urban,92.48
Percentage who had their blood glucose measured,Never measured,Age by Area,Urban 30-49,2015,Upper Bound,,72448267,,,,Urban 30-49 - Never measured,Urban,16.45
Percentage who had their blood glucose measured,Never measured,Age by Area,Urban 50-69,2015,Estimated,,55170430,viz_age_area,Percentage who had their blood glucose measured,,Urban 50-69 - Never measured,Urban,92.37
Percentage who had their blood glucose measured,Never measured,Age by Area,Urban 50-69,2015,Lower Bound,,44035001,,,,Urban 50-69 - Never measured,Urban,92.48
Percentage who had their blood glucose measured,Never measured,Age by Area,Urban 50-69,2015,Upper Bound,,9310010,,,,Urban 50-69 - Never measured,Urban,16.45
Percentage who had their blood glucose measured,Never measured,Age by Area,Urban  18-69,2015,Estimated,,45172026,viz_age_area,Percentage who had their blood glucose measured,,Urban  18-69 - Never measured,Urban,92.37
Percentage who had their blood glucose measured,Never measured,Age by Area,Urban  18-69,2015,Lower Bound,,62462221,,,,Urban  18-69 - Never measured,Urban,92.48
Percentage who had their blood glucose measured,Never measured,Age by Area,Urban  18-69,2015,Upper Bound,,55170430,,,,Urban  18-69 - Never measured,Urban,16.45
Percentage who had their blood glucose measured,Never measured,Area,Rural,2015,Estimated,59.9,62462221,viz_area,Percentage who had their blood glucose measured,,Rural - Never measured,Total,92.48
Percentage who had their blood glucose measured,Never measured,Area,Rural,2015,Lower Bound,58.1,55170430,,,,Rural - Never measured,Total,16.45
Percentage who had their blood glucose measured,Never measured,Area,Rural,2015,Upper Bound,61.9,44035001,,,,Rural - Never measured,Total,13.9
Percentage who had their blood glucose measured,Never measured,Area,Urban,2015,Estimated,73.3,114159782,viz_area,Percentage who had their blood glucose measured,,Urban - Never measured,Total,92.48
Percentage who had their blood glucose measured,Never measured,Area,Urban,2015,Lower Bound,71.1,114295731,,,,Urban - Never measured,Total,16.45
Percentage who had their blood glucose measured,Never measured,Area,Urban,2015,Upper Bound,75.6,20330501,,,,Urban - Never measured,Total,13.9
Percentage who had their blood glucose measured,Never measured,Sex,Men,2015,Estimated,68.8,55170430,viz_sex,Percentage who had their blood glucose measured,table_total,Men - Never measured,Total,92.48
Percentage who had their blood glucose measured,Never measured,Sex,Men,2015,Lower Bound,65.9,44035001,,,table_total,Men - Never measured,Total,16.45
Percentage who had their blood glucose measured,Never measured,Sex,Men,2015,Upper Bound,71.7,9310010,,,table_total,Men - Never measured,Total,13.9
Percentage who had their blood glucose measured,Never measured,Sex,Women,2015,Estimated,64.7,28240241,viz_sex,Percentage who had their blood glucose measured,table_total,Women - Never measured,Total,92.48
Percentage who had their blood glucose measured,Never measured,Sex,Women,2015,Lower Bound,62,114159782,,,table_total,Women - Never measured,Total,16.45
Percentage who had their blood glucose measured,Never measured,Sex,Women,2015,Upper Bound,67.4,114295731,,,table_total,Women - Never measured,Total,13.9
Percentage who had their blood glucose measured,Never measured,Sex by Age,Men 18-29,2015,Estimated,74.9,55170430,viz_men_age,Percentage who had their blood glucose measured,,Men 18-29 - Never measured,Men,44.64
Percentage who had their blood glucose measured,Never measured,Sex by Age,Men 18-29,2015,Lower Bound,69,44035001,,,,Men 18-29 - Never measured,Men,35.63
Percentage who had their blood glucose measured,Never measured,Sex by Age,Men 18-29,2015,Upper Bound,80.9,9310010,,,,Men 18-29 - Never measured,Men,7.533
Percentage who had their blood glucose measured,Never measured,Sex by Age,Men 30-49,2015,Estimated,69,28240241,viz_men_age,Percentage who had their blood glucose measured,,Men 30-49 - Never measured,Men,44.64
Percentage who had their blood glucose measured,Never measured,Sex by Age,Men 30-49,2015,Lower Bound,65.1,114159782,,,,Men 30-49 - Never measured,Men,35.63
Percentage who had their blood glucose measured,Never measured,Sex by Age,Men 30-49,2015,Upper Bound,72.8,114295731,,,,Men 30-49 - Never measured,Men,7.533
