Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Table Filter,Group - Answer,Ref_group,National Reference
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 4,2010,Lower Bound,3.29,,,,,Age Group 4 - Measured diagnosed,Total,3.053
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Area,Urban,2010,Lower Bound,9.337,,,,,Urban - Measured diagnosed,Total,3.053
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Area,Rural,2010,Lower Bound,11.26,,,,,Rural - Measured diagnosed,Total,3.053
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 1,2010,Lower Bound,1.383,,,,,Women Age Group 1 - Measured diagnosed,Women,11.58
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 2,2010,Lower Bound,1.456,,,,,Women Age Group 2 - Measured diagnosed,Women,11.58
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 3,2010,Lower Bound,1.92,,,,,Women Age Group 3 - Measured diagnosed,Women,11.58
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 4,2010,Lower Bound,3.053,,,,,Women Age Group 4 - Measured diagnosed,Women,11.58
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 1,2010,Lower Bound,12.5,,,,,Men Age Group 1 - Measured diagnosed,Men,12.5
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 2,2010,Lower Bound,11.58,,,,,Men Age Group 2 - Measured diagnosed,Men,12.5
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 3,2010,Lower Bound,10.03,,,,,Men Age Group 3 - Measured diagnosed,Men,12.5
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 4,2010,Lower Bound,4.726,,,,,Men Age Group 4 - Measured diagnosed,Men,12.5
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Men,2010,Lower Bound,12.4,,,,,Urban Men - Measured diagnosed,Men,12.5
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Rural Men,2010,Lower Bound,3.29,,,,,Rural Men - Measured diagnosed,Men,12.5
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Women,2010,Lower Bound,9.337,,,,,Urban Women - Measured diagnosed,Women,11.58
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Rural Women,2010,Lower Bound,11.26,,,,,Rural Women - Measured diagnosed,Women,11.58
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 1,2010,Lower Bound,1.383,,,,,Urban Age Group 1 - Measured diagnosed,Urban,9.337
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 1,2010,Lower Bound,1.456,,,,,Rural Age Group 1 - Measured diagnosed,Rural,11.26
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 2,2010,Lower Bound,1.92,,,,,Urban Age Group 2 - Measured diagnosed,Urban,9.337
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 2,2010,Lower Bound,3.053,,,,,Rural Age Group 2 - Measured diagnosed,Rural,11.26
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 3,2010,Lower Bound,12.5,,,,,Urban Age Group 3 - Measured diagnosed,Urban,9.337
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 3,2010,Lower Bound,11.58,,,,,Rural Age Group 3 - Measured diagnosed,Rural,11.26
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 4,2010,Lower Bound,10.03,,,,,Urban Age Group 4 - Measured diagnosed,Urban,9.337
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 4,2010,Lower Bound,4.726,,,,,Rural Age Group 4 - Measured diagnosed,Rural,11.26
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Total,Total,2010,Upper Bound,12.4,,,,table_total_2010,1.Total - Measured diagnosed,,
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Sex,Men,2010,Upper Bound,3.29,,,,table_total_2010,Men - Measured diagnosed,Total,12.4
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Sex,Women,2010,Upper Bound,9.337,,,,table_total_2010,Women - Measured diagnosed,Total,12.4
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 1,2010,Upper Bound,11.26,,,,,Age Group 1 - Measured diagnosed,Total,12.4
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 2,2010,Upper Bound,1.383,,,,,Age Group 2 - Measured diagnosed,Total,12.4
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 3,2010,Upper Bound,1.456,,,,,Age Group 3 - Measured diagnosed,Total,12.4
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 4,2010,Upper Bound,1.92,,,,,Age Group 4 - Measured diagnosed,Total,12.4
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Area,Urban,2010,Upper Bound,3.053,,,,,Urban - Measured diagnosed,Total,12.4
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Area,Rural,2010,Upper Bound,12.5,,,,,Rural - Measured diagnosed,Total,12.4
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 1,2010,Upper Bound,11.58,,,,,Women Age Group 1 - Measured diagnosed,Women,9.337
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 2,2010,Upper Bound,10.03,,,,,Women Age Group 2 - Measured diagnosed,Women,9.337
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 3,2010,Upper Bound,4.726,,,,,Women Age Group 3 - Measured diagnosed,Women,9.337
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 4,2010,Upper Bound,12.4,,,,,Women Age Group 4 - Measured diagnosed,Women,9.337
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 1,2010,Upper Bound,3.29,,,,,Men Age Group 1 - Measured diagnosed,Men,3.29
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 2,2010,Upper Bound,9.337,,,,,Men Age Group 2 - Measured diagnosed,Men,3.29
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 3,2010,Upper Bound,11.26,,,,,Men Age Group 3 - Measured diagnosed,Men,3.29
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 4,2010,Upper Bound,1.383,,,,,Men Age Group 4 - Measured diagnosed,Men,3.29
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Men,2010,Upper Bound,1.456,,,,,Urban Men - Measured diagnosed,Men,3.29
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Rural Men,2010,Upper Bound,1.92,,,,,Rural Men - Measured diagnosed,Men,3.29
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Women,2010,Upper Bound,3.053,,,,,Urban Women - Measured diagnosed,Women,9.337
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Rural Women,2010,Upper Bound,12.5,,,,,Rural Women - Measured diagnosed,Women,9.337
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 1,2010,Upper Bound,11.58,,,,,Urban Age Group 1 - Measured diagnosed,Urban,3.053
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 1,2010,Upper Bound,10.03,,,,,Rural Age Group 1 - Measured diagnosed,Rural,12.5
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 2,2010,Upper Bound,4.726,,,,,Urban Age Group 2 - Measured diagnosed,Urban,3.053
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 2,2010,Upper Bound,12.4,,,,,Rural Age Group 2 - Measured diagnosed,Rural,12.5
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 3,2010,Upper Bound,3.29,,,,,Urban Age Group 3 - Measured diagnosed,Urban,3.053
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 3,2010,Upper Bound,9.337,,,,,Rural Age Group 3 - Measured diagnosed,Rural,12.5
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 4,2010,Upper Bound,11.26,,,,,Urban Age Group 4 - Measured diagnosed,Urban,3.053
Prevalence of self-reported diabetes (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 4,2010,Lower Bound,1.383,,,,,Rural Age Group 4 - Measured diagnosed,Rural,11.26
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Total,Total,2010,Estimated,1.456,,viz_total,Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),table_total_2010,1.Total - Measured diagnosed,,
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex,Men,2010,Estimated,1.92,,viz_sex_2010,Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),table_total_2010,Men - Measured diagnosed,Total,1.456
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex,Women,2010,Estimated,3.053,,viz_sex_2010,Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),table_total_2010,Women - Measured diagnosed,Total,1.456
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 1,2010,Estimated,12.5,,viz_age_2010,Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),,Age Group 1 - Measured diagnosed,Total,1.456
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 2,2010,Estimated,11.58,,viz_age_2010,Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),,Age Group 2 - Measured diagnosed,Total,1.456
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 3,2010,Estimated,10.03,,viz_age_2010,Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),,Age Group 3 - Measured diagnosed,Total,1.456
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 4,2010,Estimated,4.726,,viz_age_2010,Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),,Age Group 4 - Measured diagnosed,Total,1.456
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Area,Urban,2010,Estimated,12.4,,viz_area_2010,Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),,Urban - Measured diagnosed,Total,1.456
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Area,Rural,2010,Estimated,3.29,,viz_area_2010,Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),,Rural - Measured diagnosed,Total,1.456
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 1,2010,Estimated,9.337,,viz_women_age_2010,Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),,Women Age Group 1 - Measured diagnosed,Women,3.053
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 2,2010,Estimated,11.26,,viz_women_age_2010,Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),,Women Age Group 2 - Measured diagnosed,Women,3.053
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 3,2010,Estimated,1.383,,viz_women_age_2010,Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),,Women Age Group 3 - Measured diagnosed,Women,3.053
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 4,2010,Estimated,1.456,,viz_women_age_2010,Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),,Women Age Group 4 - Measured diagnosed,Women,3.053
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 1,2010,Estimated,1.92,,viz_men_age_2010,Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),,Men Age Group 1 - Measured diagnosed,Men,1.92
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 2,2010,Estimated,3.053,,viz_men_age_2010,Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),,Men Age Group 2 - Measured diagnosed,Men,1.92
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 3,2010,Estimated,12.5,,viz_men_age_2010,Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),,Men Age Group 3 - Measured diagnosed,Men,1.92
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 4,2010,Estimated,11.58,,viz_men_age_2010,Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),,Men Age Group 4 - Measured diagnosed,Men,1.92
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Men,2010,Estimated,10.03,,viz_sex_area_2010,Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),,Urban Men - Measured diagnosed,Men,1.92
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Rural Men,2010,Estimated,4.726,,viz_sex_area_2010,Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),,Rural Men - Measured diagnosed,Men,1.92
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Women,2010,Estimated,12.4,,viz_sex_area_2010,Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),,Urban Women - Measured diagnosed,Women,3.053
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Rural Women,2010,Estimated,3.29,,viz_sex_area_2010,Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),,Rural Women - Measured diagnosed,Women,3.053
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 1,2010,Estimated,9.337,,viz_age_area_2010,Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),,Urban Age Group 1 - Measured diagnosed,Urban,12.4
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 1,2010,Estimated,11.26,,viz_age_area_2010,Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),,Rural Age Group 1 - Measured diagnosed,Rural,3.29
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 2,2010,Estimated,1.383,,viz_age_area_2010,Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),,Urban Age Group 2 - Measured diagnosed,Urban,12.4
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 2,2010,Estimated,1.456,,viz_age_area_2010,Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),,Rural Age Group 2 - Measured diagnosed,Rural,3.29
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 3,2010,Estimated,1.92,,viz_age_area_2010,Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),,Urban Age Group 3 - Measured diagnosed,Urban,12.4
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 3,2010,Estimated,3.053,,viz_age_area_2010,Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),,Rural Age Group 3 - Measured diagnosed,Rural,3.29
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 4,2010,Estimated,12.5,,viz_age_area_2010,Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),,Urban Age Group 4 - Measured diagnosed,Urban,12.4
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 4,2010,Estimated,11.58,,viz_age_area_2010,Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),,Rural Age Group 4 - Measured diagnosed,Rural,3.29
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Total,Total,2010,Lower Bound,10.03,,,,table_total_2010,1.Total - Measured diagnosed,,
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex,Men,2010,Lower Bound,4.726,,,,table_total_2010,Men - Measured diagnosed,Total,10.03
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex,Women,2010,Lower Bound,12.4,,,,table_total_2010,Women - Measured diagnosed,Total,10.03
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 1,2010,Lower Bound,3.29,,,,,Age Group 1 - Measured diagnosed,Total,10.03
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 2,2010,Lower Bound,9.337,,,,,Age Group 2 - Measured diagnosed,Total,10.03
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 3,2010,Lower Bound,11.26,,,,,Age Group 3 - Measured diagnosed,Total,10.03
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 4,2010,Lower Bound,1.383,,,,,Age Group 4 - Measured diagnosed,Total,10.03
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Area,Urban,2010,Lower Bound,1.456,,,,,Urban - Measured diagnosed,Total,10.03
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Area,Rural,2010,Lower Bound,1.92,,,,,Rural - Measured diagnosed,Total,10.03
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 1,2010,Lower Bound,3.053,,,,,Women Age Group 1 - Measured diagnosed,Women,12.4
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 2,2010,Lower Bound,12.5,,,,,Women Age Group 2 - Measured diagnosed,Women,12.4
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 3,2010,Lower Bound,11.58,,,,,Women Age Group 3 - Measured diagnosed,Women,12.4
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 4,2010,Lower Bound,10.03,,,,,Women Age Group 4 - Measured diagnosed,Women,12.4
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 1,2010,Lower Bound,4.726,,,,,Men Age Group 1 - Measured diagnosed,Men,4.726
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 2,2010,Lower Bound,12.4,,,,,Men Age Group 2 - Measured diagnosed,Men,4.726
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 3,2010,Lower Bound,3.29,,,,,Men Age Group 3 - Measured diagnosed,Men,4.726
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 4,2010,Lower Bound,9.337,,,,,Men Age Group 4 - Measured diagnosed,Men,4.726
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Men,2010,Lower Bound,11.26,,,,,Urban Men - Measured diagnosed,Men,4.726
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Rural Men,2010,Lower Bound,1.383,,,,,Rural Men - Measured diagnosed,Men,4.726
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Women,2010,Lower Bound,1.456,,,,,Urban Women - Measured diagnosed,Women,12.4
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Rural Women,2010,Lower Bound,1.92,,,,,Rural Women - Measured diagnosed,Women,12.4
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 1,2010,Lower Bound,3.053,,,,,Urban Age Group 1 - Measured diagnosed,Urban,1.456
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 1,2010,Lower Bound,12.5,,,,,Rural Age Group 1 - Measured diagnosed,Rural,1.92
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 2,2010,Lower Bound,11.58,,,,,Urban Age Group 2 - Measured diagnosed,Urban,1.456
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 2,2010,Lower Bound,10.03,,,,,Rural Age Group 2 - Measured diagnosed,Rural,1.92
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 3,2010,Lower Bound,4.726,,,,,Urban Age Group 3 - Measured diagnosed,Urban,1.456
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 3,2010,Lower Bound,12.4,,,,,Rural Age Group 3 - Measured diagnosed,Rural,1.92
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Urban Age Group 4,2010,Lower Bound,3.29,,,,,Urban Age Group 4 - Measured diagnosed,Urban,1.456
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age by Area,Rural Age Group 4,2010,Lower Bound,9.337,,,,,Rural Age Group 4 - Measured diagnosed,Rural,1.92
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Total,Total,2010,Upper Bound,11.26,,,,table_total_2010,1.Total - Measured diagnosed,,
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex,Men,2010,Upper Bound,1.383,,,,table_total_2010,Men - Measured diagnosed,Total,11.26
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex,Women,2010,Upper Bound,1.456,,,,table_total_2010,Women - Measured diagnosed,Total,11.26
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 1,2010,Upper Bound,1.92,,,,,Age Group 1 - Measured diagnosed,Total,11.26
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 2,2010,Upper Bound,3.053,,,,,Age Group 2 - Measured diagnosed,Total,11.26
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 3,2010,Upper Bound,12.5,,,,,Age Group 3 - Measured diagnosed,Total,11.26
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Age,Age Group 4,2010,Upper Bound,11.58,,,,,Age Group 4 - Measured diagnosed,Total,11.26
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Area,Urban,2010,Upper Bound,10.03,,,,,Urban - Measured diagnosed,Total,11.26
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Area,Rural,2010,Upper Bound,4.726,,,,,Rural - Measured diagnosed,Total,11.26
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 1,2010,Upper Bound,12.4,,,,,Women Age Group 1 - Measured diagnosed,Women,1.456
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 2,2010,Upper Bound,3.29,,,,,Women Age Group 2 - Measured diagnosed,Women,1.456
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 3,2010,Upper Bound,9.337,,,,,Women Age Group 3 - Measured diagnosed,Women,1.456
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Women Age Group 4,2010,Upper Bound,11.26,,,,,Women Age Group 4 - Measured diagnosed,Women,1.456
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 1,2010,Upper Bound,1.383,,,,,Men Age Group 1 - Measured diagnosed,Men,1.383
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 2,2010,Upper Bound,1.456,,,,,Men Age Group 2 - Measured diagnosed,Men,1.383
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 3,2010,Upper Bound,1.92,,,,,Men Age Group 3 - Measured diagnosed,Men,1.383
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Age,Men Age Group 4,2010,Upper Bound,3.053,,,,,Men Age Group 4 - Measured diagnosed,Men,1.383
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Men,2010,Upper Bound,12.5,,,,,Urban Men - Measured diagnosed,Men,1.383
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Rural Men,2010,Upper Bound,11.58,,,,,Rural Men - Measured diagnosed,Men,1.383
Prevalence of self-reported diabetes within past 12 months (measured and diagnosed by a health worker),Measured diagnosed,Sex by Area,Urban Women,2010,Upper Bound,10.03,,,,,Urban Women - Measured diagnosed,Women,1.456
